| Economy | LAOS |
| GDP - composition, by end use: | imports of goods and services: -59.9% |
| GDP - composition, by end use: | (2014 est.) |
| GDP - composition, by sector of origin: | agriculture: 23.7% |
| GDP - composition, by sector of origin: | industry: 32.2% |
| GDP - composition, by sector of origin: | services: 44.1% (2014 est.) |
| Agriculture - products: | sweet potatoes, vegetables, corn, coffee, sugarcane, tobacco, cotton, tea, peanuts, rice; cassava (manioc, tapioca), water buffalo, pigs, cattle, poultry |
| Industries: | mining (copper, tin, gold, gypsum); timber, electric power, agricultural processing, rubber, construction, garments, cement, tourism |
| Industrial production growth rate: | 9% (2014 est.) |
| Labor force: | 3.445 million (2014 est.) |
| Labor force - by occupation: | agriculture: 73.1% |
| Labor force - by occupation: | industry: 6.1% |
| Labor force - by occupation: | services: 20.6% (2012 est.) |
| Unemployment rate: | 1.3% (2012 est.) |
| Unemployment rate: | 1.9% (2010 est.) |
| Population below poverty line: | 22% (2013 est.) |
| Household income or consumption by percentage share: | lowest 10%: 3.3% |
| Household income or consumption by percentage share: | highest 10%: 30.3% (2008) |
| Distribution of family income - Gini index: | 36.7 (2008) |
| Distribution of family income - Gini index: | 34.6 (2002) |
| Budget: | revenues: $2.742 billion |
| Budget: | expenditures: $3.297 billion (2014 est.) |
| Taxes and other revenues: | 23.4% of GDP (2014 est.) |
| Budget surplus (+) or deficit (-): | -4.7% of GDP (2014 est.) |
| Public debt: | 46.2% of GDP (2014 est.) |
| Public debt: | 46.2% of GDP (2013 est.) |
| Fiscal year: | 1 October - 30 September |
| Inflation rate (consumer prices): | 4.1% (2014 est.) |
| Inflation rate (consumer prices): | 6.4% (2013 est.) |
| Central bank discount rate: | 4.3% (31 December 2010) |
| Central bank discount rate: | 4% (31 December 2009) |
| Commercial bank prime lending rate: | 24.5% (31 December 2014 est.) |
| Commercial bank prime lending rate: | 23.2% (31 December 2013 est.) |
| Stock of narrow money: | $1.629 billion (31 December 2014 est.) |
| Stock of narrow money: | $1.414 billion (31 December 2013 est.) |
| Stock of broad money: | $5.411 billion (31 December 2014 est.) |
| Stock of broad money: | $5.141 billion (31 December 2013 est.) |
| Stock of domestic credit: | $5.157 billion (31 December 2014 est.) |
| Stock of domestic credit: | $4.665 billion (31 December 2013 est.) |
| Market value of publicly traded shares: | $1.012 billion (2012 est.) |
| Market value of publicly traded shares: | $576.8 million (2011) |
| Current account balance: | -$2.907 billion (2014 est.) |
| Current account balance: | -$593 million (2013 est.) |
| Exports: | $2.791 billion (2014 est.) |
| Exports: | $2.448 billion (2013 est.) |
| Exports - commodities: | wood products, coffee, electricity, tin, copper, gold, cassava |
| Exports - partners: | China 34.2%, Thailand 27.4%, Vietnam 15.7% (2014) |
| Imports: | $4.074 billion (2014 est.) |
| Imports: | $3.452 billion (2013 est.) |
| Imports - commodities: | machinery and equipment, vehicles, fuel, consumer goods |
| Imports - partners: | Thailand 55.2%, China 25.6%, Vietnam 6.6% (2014) |
| Reserves of foreign exchange and gold: | $845.8 million (31 December 2014 est.) |
| Reserves of foreign exchange and gold: | $664 million (31 December 2013 est.) |
| Debt - external: | $7.52 billion (31 December 2014 est.) |
| Debt - external: | $6.861 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $15.14 billion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $12.44 billion (31 December 2011 est.) |
| Exchange rates: | kips (LAK) per US dollar - |
| Exchange rates: | 8,052 (2014 est.) |
| Exchange rates: | 7,852.7 (2013 est.) |
| Exchange rates: | 8,007.3 (2012 est.) |
| Exchange rates: | 8,035.1 (2011 est.) |
| Exchange rates: | 8,258.8 (2010 est.) |
