| Economy | Macedonia |
| Unemployment rate: | 31.3% (2012 est.) |
| Unemployment rate: | 31.4% (2011 est.) |
| Population below poverty line: | 30.9% (2010) |
| Household income or consumption by percentage share: | lowest 10%: 2% |
| Household income or consumption by percentage share: | highest 10%: 32.4% (2009 est.) |
| Distribution of family income - Gini index: | 44.2 (2008) |
| Distribution of family income - Gini index: | 39 (2003) |
| Investment (gross fixed): | 29.2% of GDP (2012 est.) |
| Budget: | revenues: $2.922 billion |
| Budget: | expenditures: $3.186 billion (2012 est.) |
| Taxes and other revenues: | 28.7% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | -2.6% of GDP (2012 est.) |
| Public debt: | 27.3% of GDP (2012 est.) |
| Public debt: | 28.7% of GDP (2011 est.) |
| Public debt: | note: data cover Central Government debt |
| Inflation rate (consumer prices): | 3.3% (2012 est.) |
| Inflation rate (consumer prices): | 3.9% (2011 est.) |
| Central bank discount rate: | 4% (31 December 2011 est.) |
| Central bank discount rate: | 6.5% (31 December 2009 est.) |
| Central bank discount rate: | note: series discontinued in January 2010; the discount rate has been replaced by a referent rate for calculating the penalty rate |
| Commercial bank prime lending rate: | 8.8% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 8.87% (31 December 2011 est.) |
| Stock of narrow money: | $1.335 billion (31 December 2012 est.) |
| Stock of narrow money: | $1.29 billion (31 December 2011 est.) |
| Stock of broad money: | $5.415 billion (31 December 2011 est.) |
| Stock of broad money: | $5.076 billion (31 December 2010 est.) |
| Stock of domestic credit: | $4.487 billion (31 December 2012 est.) |
| Stock of domestic credit: | $4.418 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $2.504 billion (31 December 2011) |
| Market value of publicly traded shares: | $2.647 billion (31 December 2010) |
| Market value of publicly traded shares: | $922.2 million (31 December 2009) |
| Agriculture - products: | grapes, tobacco, vegetables, fruits; milk, eggs |
| Industrial production growth rate: | 4% (2011 est.) |
| Current account balance: | -$242 million (2012 est.) |
| Current account balance: | -$273.5 million (2011 est.) |
| Exports: | $4.338 billion (2012 est.) |
| Exports: | $4.429 billion (2011 est.) |
| Exports - commodities: | food, beverages, tobacco; textiles, miscellaneous manufactures, iron and steel |
| Exports - partners: | Germany 28.1%, Italy 7.2%, Bulgaria 5.4%, Greece 4.9% (2011) |
| Imports: | $6.188 billion (2012 est.) |
| Imports: | $6.759 billion (2011 est.) |
| Imports - commodities: | machinery and equipment, automobiles, chemicals, fuels, food products |
| Imports - partners: | Greece 14.2%, Germany 13.2%, Bulgaria 11.1%, UK 8%, Turkey 5.4%, Italy 5.4% (2011) |
| Reserves of foreign exchange and gold: | $2.698 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $2.677 billion (31 December 2011 est.) |
| Debt - external: | $6.74 billion (31 December 2012 est.) |
| Debt - external: | $6.727 billion (31 December 2011 est.) |
| Stock of direct foreign investment - at home: | $4.036 billion (31 December 2011 est.) |
| Stock of direct foreign investment - at home: | $3.739 billion (31 October 2010 est.) |
| Stock of direct foreign investment - abroad: | $NA (31 December 2011) |
| Stock of direct foreign investment - abroad: | $564 million (31 December 2009 est.) |
| Exchange rates: | Macedonian denars (MKD) per US dollar - |
| Exchange rates: | 48.1 (2012 est.) |
| Exchange rates: | 44.231 (2011 est.) |
| Exchange rates: | 46.485 (2010 est.) |
| Exchange rates: | 44.1 (2009) |
| Exchange rates: | 41.414 (2008) |
| Fiscal year: | calendar year |
