| Economy | Cyprus |
| Economy of the area administered by Turkish Cypriots: | GDP - per capita: $11,700 (2007 est.) |
| Economy of the area administered by Turkish Cypriots: | GDP - composition by sector: agriculture: 8.6%, industry: 22.5%, services: 69.1% (2006 est.) |
| Economy of the area administered by Turkish Cypriots: | Labor force: 95,030 (2007 est.) |
| Economy of the area administered by Turkish Cypriots: | Labor force - by occupation: agriculture: 14.5%, industry: 29%, services: 56.5% (2004) |
| Economy of the area administered by Turkish Cypriots: | Unemployment rate: 9.4% (2005 est.) |
| Economy of the area administered by Turkish Cypriots: | Population below poverty line: %NA |
| Economy of the area administered by Turkish Cypriots: | Inflation rate: 11.4% (2006) |
| Economy of the area administered by Turkish Cypriots: | Budget: revenues: $2.5 billion, expenditures: $2.5 billion (2006) |
| Economy of the area administered by Turkish Cypriots: | Agriculture - products: citrus fruit, dairy, potatoes, grapes, olives, poultry, lamb |
| Economy of the area administered by Turkish Cypriots: | Industries: foodstuffs, textiles, clothing, ship repair, clay, gypsum, copper, furniture |
| Economy of the area administered by Turkish Cypriots: | Industrial production growth rate: -0.3% (2007 est.) |
| Economy of the area administered by Turkish Cypriots: | Electricity production: 998.9 million kWh (2005) |
| Economy of the area administered by Turkish Cypriots: | Electricity consumption: 797.9 million kWh (2005) |
| Economy of the area administered by Turkish Cypriots: | Exports: $68.1 million, f.o.b. (2007 est.) |
| Economy of the area administered by Turkish Cypriots: | Export - commodities: citrus, dairy, potatoes, textiles |
| Economy of the area administered by Turkish Cypriots: | Export - partners: Turkey 40%; direct trade between the area administered by Turkish Cypriots and the area under government control remains limited |
| Economy of the area administered by Turkish Cypriots: | Imports: $1.2 billion, f.o.b. (2007 est.) |
| Economy of the area administered by Turkish Cypriots: | Import - commodities: vehicles, fuel, cigarettes, food, minerals, chemicals, machinery |
| Economy of the area administered by Turkish Cypriots: | Import - partners: Turkey 60%; direct trade between the area administered by Turkish Cypriots and the area under government control remains limited |
| Economy of the area administered by Turkish Cypriots: | Reserves of foreign exchange and gold: $NA |
| Economy of the area administered by Turkish Cypriots: | Debt - external: $NA |
| Economy of the area administered by Turkish Cypriots: | Currency (code): Turkish new lira (YTL) |
| Economy of the area administered by Turkish Cypriots: | Exchange rates: Turkish new lira per US dollar: 1.5181 (2010) 1.319 (2007) 1.4286 (2006) 1.3436 (2005) |
