| Economy | Kenya |
| Budget: | expenditures: $9.485 billion (2012 est.) |
| Taxes and other revenues: | 18.5% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | -5.1% of GDP (2012 est.) |
| Public debt: | 52.5% of GDP (2012 est.) |
| Public debt: | 53.4% of GDP (2011 est.) |
| Fiscal year: | 1 July - 30 June |
| Inflation rate (consumer prices): | 9.4% (2012 est.) |
| Inflation rate (consumer prices): | 14% (2011 est.) |
| Central bank discount rate: | 7% (31 December 2010 est.) |
| Central bank discount rate: | NA% (31 December 2009 est.) |
| Commercial bank prime lending rate: | 19.7% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 15.05% (31 December 2011 est.) |
| Stock of narrow money: | $8.264 billion (31 December 2012 est.) |
| Stock of narrow money: | $7.32 billion (31 December 2011 est.) |
| Stock of broad money: | $21.23 billion (31 December 2012 est.) |
| Stock of broad money: | $17.89 billion (31 December 2011 est.) |
| Stock of domestic credit: | $20.93 billion (31 December 2012 est.) |
| Stock of domestic credit: | $18.25 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $10.2 billion (31 December 2011) |
| Market value of publicly traded shares: | $14.46 billion (31 December 2010) |
| Market value of publicly traded shares: | $10.76 billion (31 December 2009) |
| Current account balance: | $-4.31 billion (2012 est.) |
| Current account balance: | $-3.333 billion (2011 est.) |
| Exports: | $6.228 billion (2012 est.) |
| Exports: | $5.792 billion (2011 est.) |
| Exports - commodities: | tea, horticultural products, coffee, petroleum products, fish, cement |
| Exports - partners: | Uganda 10.3%, Tanzania 10%, Netherlands 7.7%, UK 7.2%, US 6.3%, Egypt 4.8%, Democratic Republic of the Congo 4.4% (2012) |
| Imports: | $15.1 billion (2012 est.) |
| Imports: | $14.16 billion (2011 est.) |
| Imports - commodities: | machinery and transportation equipment, petroleum products, motor vehicles, iron and steel, resins and plastics |
| Imports - partners: | India 20.9%, China 15.4%, UAE 9.8%, Saudi Arabia 6.9% (2012) |
| Reserves of foreign exchange and gold: | $5.712 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $4.265 billion (31 December 2011 est.) |
| Debt - external: | $11.06 billion (31 December 2012 est.) |
| Debt - external: | $10.26 billion (31 December 2011 est.) |
| Stock of direct foreign investment - at home: | $2.877 billion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $2.618 billion (31 December 2011 est.) |
| Stock of direct foreign investment - abroad: | $315.4 million (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $299.4 million (31 December 2011 est.) |
| Exchange rates: | Kenyan shillings (KES) per US dollar - |
| Exchange rates: | 84.53 (2012 est.) |
| Exchange rates: | 88.81 (2011 est.) |
| Exchange rates: | 79.23 (2010 est.) |
| Exchange rates: | 77.35 (2009) |
| Exchange rates: | 68.36 (2008) |
