| Economy | Hungary |
| Budget: | expenditures: $60.68 billion (2012 est.) |
| Taxes and other revenues: | 46.8% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | -2.1% of GDP |
| Budget surplus (+) or deficit (-): | note: Hungary has been under the EU Excessive Deficit Procedure since it joined the EU in 2004; in March 2012 the EU elevated its Excessive Deficit Procedure against Hungary and proposed freezing 30% of the country's Cohesion Funds because 2011 deficit reductions were not achieved in a sustainable manner; in June 2012, the EU lifted the freeze, reognizing that steps had been taken to reduce the deficit; the latest EC forecasts project the Hungarian deficit to increase above 3% both in 2013 and in 2014 due to sluggish growth and the government's fiscal tightening (2012 est.) |
| Public debt: | 79.3% of GDP (2012 est.) |
| Public debt: | 81.4% of GDP (2011 est.) |
| Public debt: | note: general government gross debt is defined in the Maastricht Treaty as consolidated general government gross debt at nominal value, outstanding at the end of the year in the following categories of government liabilities: currency and deposits, securities other than shares excluding financial derivatives, and government, state government, local government, and social security funds. |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 5.7% (2012 est.) |
| Inflation rate (consumer prices): | 3.9% (2011 est.) |
| Central bank discount rate: | 5.75% (19 December 2012) |
| Central bank discount rate: | 7% (31 December 2011) |
| Commercial bank prime lending rate: | 9.02% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 8.34% (31 December 2011 est.) |
| Stock of narrow money: | $33.03 billion (31 December 2012 est.) |
| Stock of narrow money: | $30.51 billion (31 December 2011 est.) |
| Stock of broad money: | $74.5 billion (31 December 2011 est.) |
| Stock of broad money: | $86.68 billion (31 December 2010 est.) |
| Stock of domestic credit: | $87.27 billion (31 December 2012 est.) |
| Stock of domestic credit: | $88.6 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $22.9 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $22.8 billion (31 December 2011) |
| Market value of publicly traded shares: | $27.71 billion (31 December 2010) |
| Current account balance: | $2.087 billion (2012 est.) |
| Current account balance: | $1.211 billion (2011 est.) |
| Exports: | $90.23 billion (2012 est.) |
| Exports: | $98.83 billion (2011 est.) |
| Exports - commodities: | machinery and equipment 53.5%, other manufactures 31.2%, food products 8.7%, raw materials 3.4%, fuels and electricity 3.9% (2012) |
| Exports - partners: | Germany 25.6%, Romania 6.2%, Slovakia 6.1%, Austria 6%, Italy 4.8%, France 4.8%, UK 4.2% (2012) |
| Imports: | $87.37 billion (2012 est.) |
| Imports: | $95.2 billion (2011 est.) |
| Imports - commodities: | machinery and equipment 45.4%, other manufactures 34.3%, fuels and electricity 12.6%, food products 5.3%, raw materials 2.5% (2012) |
| Imports - partners: | Germany 25.1%, Russia 8.8%, China 7.4%, Austria 7.1%, Slovakia 5.6%, Poland 4.8%, Italy 4.5%, Netherlands 4.2% (2012) |
| Reserves of foreign exchange and gold: | $44.67 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $48.84 billion (31 December 2011 est.) |
| Debt - external: | $169.3 billion (31 December 2012 est.) |
| Debt - external: | $184.6 billion (31 December 2011 est.) |
| Stock of direct foreign investment - at home: | $107 billion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $93.13 billion (31 December 2011 est.) |
| Stock of direct foreign investment - abroad: | $41.82 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $30.63 billion (31 December 2011 est.) |
| Exchange rates: | forints (HUF) per US dollar - |
| Exchange rates: | 225.1 (2012 est.) |
| Exchange rates: | 201.05 (2011 est.) |
| Exchange rates: | 207.94 (2010 est.) |
| Exchange rates: | 202.34 (2009) |
| Exchange rates: | 171.8 (2008) |
