| Economy | Qatar |
| Stock of domestic credit: | $170.1 billion (31 December 2013 est.) |
| Stock of domestic credit: | $149.1 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $126.4 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $125.4 billion (31 December 2011) |
| Market value of publicly traded shares: | $123.6 billion (31 December 2010 est.) |
| Current account balance: | $47.56 billion (2013 est.) |
| Current account balance: | $61.59 billion (2012 est.) |
| Exports: | $12.7 billion (2013 est.) |
| Exports: | $133 billion (2012 est.) |
| Exports - commodities: | liquefied natural gas (LNG), petroleum products, fertilizers, steel |
| Exports - partners: | Japan 26.7%, South Korea 19%, India 12.1%, Singapore 5.7%, China 5.4% (2013 est.) |
| Imports: | $39.58 billion (2013 est.) |
| Imports: | $27.73 billion (2012 est.) |
| Imports - commodities: | machinery and transport equipment, food, chemicals |
| Imports - partners: | US 14.2%, UAE 11.1%, Saudi Arabia 8.6%, UK 6.4%, Japan 6%, China 4.8%, Germany 4.7%, Italy 4.4%, France 4.4% (2013 est.) |
| Reserves of foreign exchange and gold: | $40.09 billion (31 December 2013 est.) |
| Reserves of foreign exchange and gold: | $33.19 billion (31 December 2012 est.) |
| Debt - external: | $149.4 billion (31 December 2013 est.) |
| Debt - external: | $139.2 billion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $33.48 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $32.17 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $28.86 billion (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $26.86 billion (31 December 2012 est.) |
| Exchange rates: | Qatari rials (QAR) per US dollar - |
| Exchange rates: | 3.64 (2013 est.) |
| Exchange rates: | 3.64 (2012 est.) |
| Exchange rates: | 3.64 (2010 est.) |
| Exchange rates: | 3.64 (2009) |
| Exchange rates: | 3.64 (2008) |
