| Economy | ANGOLA |
| GDP - composition, by sector of origin: | agriculture: 10.2% |
| GDP - composition, by sector of origin: | industry: 61.4% |
| GDP - composition, by sector of origin: | services: 28.4% (2011 est.) |
| Agriculture - products: | bananas, sugarcane, coffee, sisal, corn, cotton, cassava (manioc, tapioca), tobacco, vegetables, plantains; livestock; forest products; fish |
| Industries: | petroleum; diamonds, iron ore, phosphates, feldspar, bauxite, uranium, and gold; cement; basic metal products; fish processing; food processing, brewing, tobacco products, sugar; textiles; ship repair |
| Industrial production growth rate: | 5.8% (2014 est.) |
| Labor force: | 10.18 million (2014 est.) |
| Labor force - by occupation: | agriculture: 85% |
| Labor force - by occupation: | industry and services: 15% (2003 est.) |
| Unemployment rate: | NA% |
| Population below poverty line: | 40.5% (2006 est.) |
| Household income or consumption by percentage share: | lowest 10%: 0.6% |
| Household income or consumption by percentage share: | highest 10%: 44.7% (2000) |
| Budget: | revenues: $47.09 billion |
| Budget: | expenditures: $55.8 billion (2014 est.) |
| Taxes and other revenues: | 36.4% of GDP (2014 est.) |
| Budget surplus (+) or deficit (-): | -6.7% of GDP (2014 est.) |
| Public debt: | 34.9% of GDP (2014 est.) |
| Public debt: | 31.8% of GDP (2013 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 7.3% (2014 est.) |
| Inflation rate (consumer prices): | 8.8% (2013 est.) |
| Central bank discount rate: | 9% (31 December 2014) |
| Central bank discount rate: | 25% (31 December 2010) |
| Commercial bank prime lending rate: | 16.38% (31 December 2014 est.) |
| Commercial bank prime lending rate: | 15.81% (31 December 2013 est.) |
| Stock of narrow money: | $30.11 billion (31 December 2014 est.) |
| Stock of narrow money: | $26.52 billion (31 December 2013 est.) |
| Stock of broad money: | $51.71 billion (31 December 2014 est.) |
| Stock of broad money: | $45.06 billion (31 December 2013 est.) |
| Stock of domestic credit: | $23.12 billion (31 December 2014 est.) |
| Stock of domestic credit: | $23.33 billion (31 December 2013 est.) |
| Current account balance: | -$1.951 billion (2014 est.) |
| Current account balance: | $8.348 billion (2013 est.) |
| Exports: | $59.98 billion (2014 est.) |
| Exports: | $68.25 billion (2013 est.) |
| Exports - commodities: | crude oil, diamonds, refined petroleum products, coffee, sisal, fish and fish products, timber, cotton |
| Exports - partners: | China 48.1%, US 8.9%, India 8.8%, Spain 5.6% (2014) |
| Imports: | $29.24 billion (2014 est.) |
| Imports: | $26.34 billion (2013 est.) |
| Imports - commodities: | machinery and electrical equipment, vehicles and spare parts; medicines, food, textiles, military goods |
| Imports - partners: | China 23.7%, Portugal 16.3%, US 8.1%, South Korea 7.1%, Brazil 5%, South Africa 4.2%, France 4.1% (2014) |
| Reserves of foreign exchange and gold: | $18.46 billion (31 December 2015 est.) |
| Reserves of foreign exchange and gold: | $27.09 billion (31 December 2014 est.) |
| Debt - external: | $28.62 billion (31 December 2014 est.) |
| Debt - external: | $24 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $10.57 billion (31 December 2014 est.) |
| Stock of direct foreign investment - at home: | $8.078 billion (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $23.44 billion (31 December 2014 est.) |
| Stock of direct foreign investment - abroad: | $17.1 billion (31 December 2013 est.) |
| Exchange rates: | kwanza (AOA) per US dollar - |
| Exchange rates: | 98.3 (2014 est.) |
| Exchange rates: | 98.3 (2013 est.) |
| Exchange rates: | 95.47 (2012 est.) |
| Exchange rates: | 93.74 (2011 est.) |
| Exchange rates: | 91.91 (2010 est.) |
