| Economy | China |
| Industries: | world leader in gross value of industrial output; mining and ore processing, iron, steel, aluminum, and other metals, coal; machine building; armaments; textiles and apparel; petroleum; cement; chemicals; fertilizers; consumer products (including footwear, toys, and electronics); food processing; transportation equipment, including automobiles, rail cars and locomotives, ships, aircraft; telecommunications equipment, commercial space launch vehicles, satellites |
| Industrial production growth rate: | 7.6% (2013 est.) |
| Labor force: | 797.6 million |
| Labor force: | note: by the end of 2012, China's population at working age (15-64 years) was 1.0040 billion (2013 est.) |
| Labor force - by occupation: | agriculture: 33.6% |
| Labor force - by occupation: | industry: 30.3% |
| Labor force - by occupation: | services: 36.1% |
| Labor force - by occupation: | (2012 est.) |
| Unemployment rate: | 4.1% (2013 est.) |
| Unemployment rate: | 4.1% (2012 est.) |
| Unemployment rate: | note: data are for registered urban unemployment, which excludes private enterprises and migrants |
| Population below poverty line: | 6.1% |
| Population below poverty line: | note: in 2011, China set a new poverty line at RMB 2300 (approximately US $3,630) |
| Population below poverty line: | (2013) |
| Household income or consumption by percentage share: | lowest 10%: 1.7% |
| Household income or consumption by percentage share: | highest 10%: 30% |
| Household income or consumption by percentage share: | note: data are for urban households only (2009) |
| Distribution of family income - Gini index: | 47.3 (2013) |
| Distribution of family income - Gini index: | 47.4 (2012) |
| Budget: | revenues: $2.118 trillion |
| Budget: | expenditures: $2.292 trillion (2013 est.) |
| Taxes and other revenues: | 19.4% of GDP (2013 est.) |
| Budget surplus (+) or deficit (-): | -2.1% of GDP (2013 est.) |
| Public debt: | 22.4% of GDP (2013 est.) |
| Public debt: | 26.1% of GDP (2012) |
| Public debt: | note: official data; data cover both central government debt and local government debt, which China's National Audit Office estimated at RMB 10.72 trillion (approximately US$1.66 trillion) in 2011; data exclude policy bank bonds, Ministry of Railway debt, China Asset Management Company debt, and non-performing loans |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 2.6% (2013 est.) |
| Inflation rate (consumer prices): | 2.6% (2012 est.) |
| Central bank discount rate: | 2.25% (31 December 2013 est.) |
| Central bank discount rate: | 2.25% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 5.73% (31 December 2013 est.) |
| Commercial bank prime lending rate: | 6% (31 December 2012 est.) |
| Stock of narrow money: | $5.532 trillion (31 December 2013 est.) |
| Stock of narrow money: | $4.911 trillion (31 December 2012 est.) |
| Stock of broad money: | $18.15 trillion (31 December 2013 est.) |
| Stock of broad money: | $15.5 trillion (31 December 2012 est.) |
| Stock of domestic credit: | $11.79 trillion (31 December 2013 est.) |
| Stock of domestic credit: | $10.02 trillion (31 December 2012 est.) |
| Market value of publicly traded shares: | $6.499 trillion (31 December 2013 est.) |
| Market value of publicly traded shares: | $5.753 trillion (31 December 2012) |
| Market value of publicly traded shares: | $3.389 trillion (31 December 2011 est.) |
| Current account balance: | $182.8 billion (2013 est.) |
| Current account balance: | $215.4 billion (2012 est.) |
| Exports: | $2.21 trillion (2013 est.) |
| Exports: | $2.049 trillion (2012 est.) |
| Exports - commodities: | electrical and other machinery, including data processing equipment, apparel, radio telephone handsets, textiles, integrated circuits |
| Exports - partners: | Hong Kong 17.4%, US 16.7%, Japan 6.8%, South Korea 4.1% (2013 est.) |
| Imports: | $1.95 trillion (2013 est.) |
| Imports: | $1.818 trillion (2012 est.) |
| Imports - commodities: | electrical and other machinery, oil and mineral fuels; nuclear reactor, boiler, and machinery components; optical and medical equipment, metal ores, motor vehicles; soybeans |
| Imports - partners: | South Korea 9.4%, Japan 8.3%, Taiwan 8%, United States 7.8%, Australia 5%, Germany 4.8% (2013 est.) |
| Reserves of foreign exchange and gold: | $3.821 trillion (31 December 2013 est.) |
| Reserves of foreign exchange and gold: | $3.388 trillion (31 December 2012 est.) |
| Debt - external: | $863.2 billion (31 December 2013 est.) |
| Debt - external: | $737 billion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $1.344 trillion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $1.232 trillion (31 December 2011 est.) |
| Stock of direct foreign investment - abroad: | $541 billion (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $531.9 billion (31 December 2012 est.) |
| Exchange rates: | Renminbi yuan (RMB) per US dollar - |
| Exchange rates: | 6.2 (2013 est.) |
| Exchange rates: | 6.3123 (2012 est.) |
| Exchange rates: | 6.7703 (2010 est.) |
| Exchange rates: | 6.8314 (2009) |
| Exchange rates: | 6.9385 (2008) |
