| Economy | CHINA |
| GDP (official exchange rate): | note: because China's exchange rate is determined by fiat rather than by market forces, the official exchange rate measure of GDP is not an accurate measure of China's output; GDP at the official exchange rate substantially understates the actual level of China's output vis-a-vis the rest of the world; in China's situation, GDP at purchasing power parity provides the best measure for comparing output across countries |
| GDP - real growth rate: | 6.9% (2015 est.) |
| GDP - real growth rate: | 7.3% (2014 est.) |
| GDP - real growth rate: | 7.7% (2013 est.) |
| GDP - per capita (PPP): | $14,100 (2015 est.) |
| GDP - per capita (PPP): | $13,300 (2014 est.) |
| GDP - per capita (PPP): | $12,400 (2013 est.) |
| GDP - per capita (PPP): | note: data are in 2015 US dollars |
| Gross national saving: | 47.9% of GDP (2015 est.) |
| Gross national saving: | 49.3% of GDP (2014 est.) |
| Gross national saving: | 48.8% of GDP (2013 est.) |
| GDP - composition, by end use: | household consumption: 38% |
| GDP - composition, by end use: | government consumption: 13.6% |
| GDP - composition, by end use: | investment in fixed capital: 43.4% |
| GDP - composition, by end use: | investment in inventories: 1.6% |
| GDP - composition, by end use: | exports of goods and services: 21.7% |
| GDP - composition, by end use: | imports of goods and services: -18.3% (2015 est.) |
| GDP - composition, by sector of origin: | agriculture: 8.9% |
| GDP - composition, by sector of origin: | industry: 40.9% |
| GDP - composition, by sector of origin: | services: 50.2% |
| GDP - composition, by sector of origin: | (2015 est.) |
| Agriculture - products: | world leader in gross value of agricultural output; rice, wheat, potatoes, corn, peanuts, tea, millet, barley, apples, cotton, oilseed; pork; fish |
| Industries: | world leader in gross value of industrial output; mining and ore processing, iron, steel, aluminum, and other metals, coal; machine building; armaments; textiles and apparel; petroleum; cement; chemicals; fertilizers; consumer products (including footwear, toys, and electronics); food processing; transportation equipment, including automobiles, rail cars and locomotives, ships, aircraft; telecommunications equipment, commercial space launch vehicles, satellites |
| Industrial production growth rate: | 6% (2015 est.) |
| Labor force: | 806.3 million |
| Labor force: | note: by the end of 2012, China's population at working age (15-64 years) was 1.004 billion (2015 est.) |
| Labor force - by occupation: | agriculture: 33.6% |
| Labor force - by occupation: | industry: 30.3% |
| Labor force - by occupation: | services: 36.1% |
| Labor force - by occupation: | (2012 est.) |
| Unemployment rate: | 4% (2015 est.) |
| Unemployment rate: | 4.1% (2014 est.) |
| Unemployment rate: | note: data are for registered urban unemployment, which excludes private enterprises and migrants |
| Population below poverty line: | 6.1% |
| Population below poverty line: | note: in 2011, China set a new poverty line at RMB 2300 (approximately US $400) |
| Population below poverty line: | (2013 est.) |
| Household income or consumption by percentage share: | lowest 10%: 1.7% |
| Household income or consumption by percentage share: | highest 10%: 30% |
| Household income or consumption by percentage share: | note: data are for urban households only (2009) |
| Distribution of family income - Gini index: | 46.9 (2014 est.) |
| Distribution of family income - Gini index: | 47.3 (2013 est.) |
| Budget: | revenues: $2.444 trillion |
| Budget: | expenditures: $2.822 trillion (2015 est.) |
| Taxes and other revenues: | 22.3% of GDP (2015 est.) |
| Budget surplus (+) or deficit (-): | -3.4% of GDP (2015 est.) |
| Public debt: | 15.3% of GDP (2015 est.) |
| Public debt: | 14.8% of GDP (2014 est.) |
| Public debt: | note: official data; data cover both central government debt and local government debt, which China's National Audit Office estimated at RMB 10.72 trillion (approximately US$1.66 trillion) in 2011; data exclude policy bank bonds, Ministry of Railway debt, China Asset Management Company debt, and non-performing loans |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 1.5% (2015 est.) |
| Inflation rate (consumer prices): | 2.1% (2014 est.) |
| Central bank discount rate: | 2.25% (31 December 2014 est.) |
| Central bank discount rate: | 2.25% (31 December 2013 est.) |
| Commercial bank prime lending rate: | 4.35% (31 December 2015 est.) |
| Commercial bank prime lending rate: | 5.6% (31 December 2014 est.) |
| Stock of narrow money: | $6.176 trillion (31 December 2015 est.) |
| Stock of narrow money: | $5.688 trillion (31 December 2014 est.) |
| Stock of broad money: | $20.93 trillion (31 December 2015 est.) |
| Stock of broad money: | $20.07 trillion (31 December 2014 est.) |
| Stock of domestic credit: | $20.53 trillion (31 December 2015 est.) |
| Stock of domestic credit: | $17.6 trillion (31 December 2014 est.) |
| Market value of publicly traded shares: | $6.065 trillion (31 December 2015 est.) |
| Market value of publicly traded shares: | $6.499 trillion (31 December 2014 est.) |
| Market value of publicly traded shares: | $5.753 trillion (31 December 2013 est.) |
| Current account balance: | $293.2 billion (2015 est.) |
| Current account balance: | $219.7 billion (2014 est.) |
| Exports: | $2.143 trillion (2015 est.) |
| Exports: | $2.244 trillion (2014 est.) |
| Exports - commodities: | electrical and other machinery, including data processing equipment, apparel, furniture, textiles, integrated circuits |
| Exports - partners: | US 18%, Hong Kong 14.6%, Japan 6%, South Korea 4.5% (2015) |
| Imports: | $1.576 trillion (2015 est.) |
| Imports: | $1.809 trillion (2014 est.) |
| Imports - commodities: | electrical and other machinery, oil and mineral fuels; nuclear reactor, boiler, and machinery components; optical and medical equipment, metal ores, motor vehicles; soybeans |
| Imports - partners: | South Korea 10.9%, US 9%, Japan 8.9%, Germany 5.5%, Australia 4.1% (2015) |
| Reserves of foreign exchange and gold: | $3.406 trillion (31 December 2015 est.) |
| Reserves of foreign exchange and gold: | $3.869 trillion (31 December 2014 est.) |
| Debt - external: | $958.3 billion (31 December 2015 est.) |
| Debt - external: | $959.5 billion (31 December 2014 est.) |
| Stock of direct foreign investment - at home: | $1.221 trillion (31 December 2015 est.) |
| Stock of direct foreign investment - at home: | $1.085 trillion (31 December 2014 est.) |
| Stock of direct foreign investment - abroad: | $1.01 trillion (31 December 2015 est.) |
| Stock of direct foreign investment - abroad: | $888.6 billion (31 December 2014 est.) |
| Exchange rates: | Renminbi yuan (RMB) per US dollar - |
| Exchange rates: | 6.2275 (2015 est.) |
| Exchange rates: | 6.1434 (2014 est.) |
| Exchange rates: | 6.1958 (2013 est.) |
| Exchange rates: | 6.3123 (2012 est.) |
| Exchange rates: | 6.4615 (2011 est.) |
