| Economy | Iceland |
| Current account balance: | -$740 million (2012 est.) |
| Exports: | $5.2 billion (2013 est.) |
| Exports: | $5.06 billion (2012 est.) |
| Exports - commodities: | fish and fish products 40%, aluminum, animal products, ferrosilicon, diatomite |
| Exports - partners: | Netherlands 30%, Germany 12.9%, UK 9.8%, Norway 5.1%, US 4.5%, France 4.4% (2012) |
| Imports: | $4.526 billion (2013 est.) |
| Imports: | $4.441 billion (2012 est.) |
| Imports - commodities: | machinery and equipment, petroleum products, foodstuffs, textiles |
| Imports - partners: | Norway 16.6%, US 10.2%, Germany 9.2%, China 7.2%, Brazil 6.7%, Netherlands 6%, Denmark 5.7%, UK 4.6% (2012) |
| Reserves of foreign exchange and gold: | $5.604 billion (31 December 2013 est.) |
| Reserves of foreign exchange and gold: | $4.192 billion (31 December 2012 est.) |
| Debt - external: | $102 billion (31 December 2012 est.) |
| Debt - external: | $110.8 billion (31 December 2011 est.) |
| Stock of direct foreign investment - at home: | $NA |
| Stock of direct foreign investment - at home: | $9.2 billion (31 December 2008) |
| Stock of direct foreign investment - abroad: | $NA |
| Stock of direct foreign investment - abroad: | $8.8 billion (31 December 2008) |
| Exchange rates: | Icelandic kronur (ISK) per US dollar - |
| Exchange rates: | 123.7 (2013 est.) |
| Exchange rates: | 125.08 (2012 est.) |
| Exchange rates: | 122.24 (2010 est.) |
| Exchange rates: | 123.64 (2009) |
| Exchange rates: | 85.619 (2008) |
