| Economy | Finland |
| GDP - composition, by end use: | investment in fixed capital: 19.6% |
| GDP - composition, by end use: | investment in inventories: 1.4% |
| GDP - composition, by end use: | exports of goods and services: 40.5% |
| GDP - composition, by end use: | imports of goods and services: -43.1% |
| GDP - composition, by end use: | (2012 est.) |
| GDP - composition, by sector of origin: | agriculture: 2.8% |
| GDP - composition, by sector of origin: | industry: 25.9% |
| GDP - composition, by sector of origin: | services: 71.2% (2012 est.) |
| Agriculture - products: | barley, wheat, sugar beets, potatoes; dairy cattle; fish |
| Industries: | metals and metal products, electronics, machinery and scientific instruments, shipbuilding, pulp and paper, foodstuffs, chemicals, textiles, clothing |
| Industrial production growth rate: | -5.2% (2012 est.) |
| Labor force: | 2.69 million (2012 est.) |
| Labor force - by occupation: | agriculture and forestry: 4.4% |
| Labor force - by occupation: | industry: 15.5% |
| Labor force - by occupation: | construction: 7.1% |
| Labor force - by occupation: | commerce: 21.3% |
| Labor force - by occupation: | finance, insurance, and business services: 13.3% |
| Labor force - by occupation: | transport and communications: 9.9% |
| Labor force - by occupation: | public services: 28.5% (2011) |
| Unemployment rate: | 7.8% (2012 est.) |
| Unemployment rate: | 7.8% (2011 est.) |
| Population below poverty line: | NA% |
| Household income or consumption by percentage share: | lowest 10%: 3.6% |
| Household income or consumption by percentage share: | highest 10%: 24.7% (2007) |
| Distribution of family income - Gini index: | 26.8 (2008) |
| Distribution of family income - Gini index: | 25.6 (1991) |
| Budget: | revenues: $133.4 billion |
| Budget: | expenditures: $139.1 billion |
| Budget: | note: Central Government Budget (2012 est.) |
| Taxes and other revenues: | 54.6% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | -2.3% of GDP (2012 est.) |
| Public debt: | 53.1% of GDP (2012 est.) |
| Public debt: | 49.3% of GDP (2011 est.) |
| Public debt: | note: data cover general government debt, and includes debt instruments issued (or owned) by government entities other than the treasury; the data include treasury debt held by foreign entities; the data include debt issued by subnational entities, as well as intra-governmental debt; intra-governmental debt consists of treasury borrowings from surpluses in the social funds, such as for retirement, medical care, and unemployment; debt instruments for the social funds are not sold at public auctions |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 3.2% (2012 est.) |
| Inflation rate (consumer prices): | 3.3% (2011 est.) |
| Central bank discount rate: | 1.5% (31 December 2012) |
| Central bank discount rate: | 1.75% (31 December 2010) |
| Central bank discount rate: | note: this is the European Central Bank's rate on the marginal lending facility, which offers overnight credit to banks in the euro area |
| Commercial bank prime lending rate: | 2.06% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 2.68% (31 December 2011 est.) |
| Stock of narrow money: | $126.5 billion (31 December 2012 est.) |
| Stock of narrow money: | $115.5 billion (31 December 2011 est.) |
| Stock of narrow money: | note: see entry for the European Union for money supply in the euro area; the European Central Bank (ECB) controls monetary policy for the 17 members of the Economic and Monetary Union (EMU); individual members of the EMU do not control the quantity of money circulating within their own borders |
| Stock of broad money: | $183.4 billion (31 December 2012 est.) |
| Stock of broad money: | $176.6 billion (31 December 2011 est.) |
| Stock of domestic credit: | $265.3 billion (31 December 2012 est.) |
| Stock of domestic credit: | $248.9 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $143.1 billion (31 December 2011) |
| Market value of publicly traded shares: | $118.2 billion (31 December 2010) |
| Market value of publicly traded shares: | $91.02 billion (31 December 2009) |
| Current account balance: | $-3.679 billion (2012 est.) |
| Current account balance: | $-1.781 billion (2011 est.) |
| Exports: | $76.46 billion (2012 est.) |
| Exports: | $82.76 billion (2011 est.) |
| Exports - commodities: | electrical and optical equipment, machinery, transport equipment, paper and pulp, chemicals, basic metals; timber |
| Exports - partners: | Sweden 11.1%, Russia 9.9%, Germany 9.3%, Netherlands 6.3%, US 6.2%, UK 5.1%, China 4.6% (2012) |
| Imports: | $72.13 billion (2012 est.) |
| Imports: | $79.27 billion (2011 est.) |
| Imports - commodities: | foodstuffs, petroleum and petroleum products, chemicals, transport equipment, iron and steel, machinery, computers, electronic industry products, textile yarn and fabrics, grains |
| Imports - partners: | Russia 17.7%, Sweden 14.8%, Germany 13.9%, Netherlands 8.1%, China 4.4% (2012) |
| Reserves of foreign exchange and gold: | $11.08 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $10.35 billion (31 December 2011 est.) |
| Debt - external: | $599.3 billion (31 December 2012) |
| Debt - external: | $478.5 billion (31 December 2011) |
| Stock of direct foreign investment - at home: | $134.4 billion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $128.2 billion (31 December 2011 est.) |
| Stock of direct foreign investment - abroad: | $186.7 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $173 billion (31 December 2011 est.) |
| Exchange rates: | euros (EUR) per US dollar - |
| Exchange rates: | 0.78 (2012 est.) |
| Exchange rates: | 0.72 (2011 est.) |
| Exchange rates: | 0.76 (2010 est.) |
| Exchange rates: | 0.72 (2009 est.) |
| Exchange rates: | 0.68 (2008 est.) |
