| Economy | Libya |
| GDP - composition, by end use: | imports of goods and services: -22.9% |
| GDP - composition, by end use: | (2012 est.) |
| GDP - composition, by sector of origin: | agriculture: 1.6% |
| GDP - composition, by sector of origin: | industry: 43.6% |
| GDP - composition, by sector of origin: | services: 54.8% (2012 est.) |
| Agriculture - products: | wheat, barley, olives, dates, citrus, vegetables, peanuts, soybeans; cattle |
| Industries: | petroleum, petrochemicals, aluminum, iron and steel, food processing, textiles, handicrafts, cement |
| Industrial production growth rate: | 117% (2012 est.) |
| Labor force: | 1.353 million (2012 est.) |
| Labor force - by occupation: | agriculture: 17% |
| Labor force - by occupation: | industry: 23% |
| Labor force - by occupation: | services: 59% (2004 est.) |
| Unemployment rate: | 30% (2004 est.) |
| Population below poverty line: | NA% |
| Population below poverty line: | note: about one-third of Libyans live at or below the national poverty line |
| Household income or consumption by percentage share: | lowest 10%: NA% |
| Household income or consumption by percentage share: | highest 10%: NA% |
| Budget: | revenues: $57.48 billion |
| Budget: | expenditures: $35.08 billion (2012 est.) |
| Taxes and other revenues: | 71.1% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | 27.7% of GDP (2012 est.) |
| Public debt: | 4.1% of GDP (2012 est.) |
| Public debt: | 12% of GDP (2011 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 6.1% (2012 est.) |
| Inflation rate (consumer prices): | 15.9% (2011 est.) |
| Central bank discount rate: | 9.52% (31 December 2010 est.) |
| Central bank discount rate: | 3% (31 December 2009 est.) |
| Commercial bank prime lending rate: | 6% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 6% (31 December 2011 est.) |
| Stock of narrow money: | $45.2 billion (31 December 2012 est.) |
| Stock of narrow money: | $40.88 billion (31 December 2011 est.) |
| Stock of broad money: | $42.39 billion (31 December 2012 est.) |
| Stock of broad money: | $44.76 billion (31 December 2011 est.) |
| Stock of domestic credit: | $-47.25 billion (31 December 2012 est.) |
| Stock of domestic credit: | $-38.71 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $NA |
| Current account balance: | $27.17 billion (2012 est.) |
| Current account balance: | $-2.799 billion (2011 est.) |
| Exports: | $52.02 billion (2012 est.) |
| Exports: | $12.99 billion (2011 est.) |
| Exports - commodities: | crude oil, refined petroleum products, natural gas, chemicals |
| Exports - partners: | Italy 23.3%, Germany 12.4%, China 11.2%, France 9.7%, Spain 7.6%, UK 4.7%, US 4.5% (2012) |
| Imports: | $18.1 billion (2012 est.) |
| Imports: | $11.2 billion (2011 est.) |
| Imports - commodities: | machinery, semi-finished goods, food, transport equipment, consumer products |
| Imports - partners: | China 13%, Turkey 11.6%, Italy 8.2%, Egypt 7.7%, Tunisia 6.6%, South Korea 5.8%, Greece 5.4%, Germany 4.6% (2012) |
| Reserves of foreign exchange and gold: | $118.6 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $105 billion (31 December 2011 est.) |
| Debt - external: | $5.278 billion (31 December 2012 est.) |
| Debt - external: | $4.882 billion (31 December 2011 est.) |
| Stock of direct foreign investment - at home: | $16.84 billion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $16.24 billion (31 December 2011 est.) |
| Stock of direct foreign investment - abroad: | $17.21 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $16.9 billion (31 December 2011 est.) |
| Exchange rates: | Libyan dinars (LYD) per US dollar - |
| Exchange rates: | 1.26 (2012 est.) |
| Exchange rates: | 1.22 (2011 est.) |
| Exchange rates: | 1.27 (2010 est.) |
| Exchange rates: | 1.25 (2009) |
| Exchange rates: | 1.21 (2008) |
