| Economy | ETHIOPIA |
| GDP - real growth rate: | 10.2% (2015 est.) |
| GDP - real growth rate: | 10.3% (2014 est.) |
| GDP - real growth rate: | 9.9% (2013 est.) |
| GDP - per capita (PPP): | $1,800 (2015 est.) |
| GDP - per capita (PPP): | $1,700 (2014 est.) |
| GDP - per capita (PPP): | $1,500 (2013 est.) |
| GDP - per capita (PPP): | note: data are in 2015 US dollars |
| Gross national saving: | 38% of GDP (2015 est.) |
| Gross national saving: | 38% of GDP (2014 est.) |
| Gross national saving: | 34.1% of GDP (2013 est.) |
| GDP - composition, by end use: | household consumption: 66.8% |
| GDP - composition, by end use: | government consumption: 9.5% |
| GDP - composition, by end use: | investment in fixed capital: 38% |
| GDP - composition, by end use: | investment in inventories: 0% |
| GDP - composition, by end use: | exports of goods and services: 9.5% |
| GDP - composition, by end use: | imports of goods and services: -23.8% (2015 est.) |
| GDP - composition, by sector of origin: | agriculture: 40.5% |
| GDP - composition, by sector of origin: | industry: 16.2% |
| GDP - composition, by sector of origin: | services: 43.3% (2015 est.) |
| Agriculture - products: | cereals, coffee, oilseed, cotton, sugarcane, vegetables, khat, cut flowers; hides, cattle, sheep, goats; fish |
| Industries: | food processing, beverages, textiles, leather, garments, chemicals, metals processing, cement |
| Industrial production growth rate: | 21.6% (2015 est.) |
| Labor force: | 49.27 million (2015 est.) |
| Labor force - by occupation: | agriculture: 85% |
| Labor force - by occupation: | industry: 5% |
| Labor force - by occupation: | services: 10% (2009 est.) |
| Unemployment rate: | 17.5% (2012 est.) |
| Unemployment rate: | 18% (2011 est.) |
| Population below poverty line: | 29.6% (2014 est.) |
| Household income or consumption by percentage share: | lowest 10%: 4.1% |
| Household income or consumption by percentage share: | highest 10%: 25.6% (2005) |
| Distribution of family income - Gini index: | 33 (2011) |
| Distribution of family income - Gini index: | 30 (2000) |
| Budget: | revenues: $9.262 billion |
| Budget: | expenditures: $10.7 billion (2015 est.) |
| Taxes and other revenues: | 15% of GDP (2015 est.) |
| Budget surplus (+) or deficit (-): | -2.3% of GDP (2015 est.) |
| Public debt: | 49.6% of GDP (2015 est.) |
| Public debt: | 54.5% of GDP (2014 est.) |
| Public debt: | note: official data cover central government debt, including debt instruments issued (or owned) by government entities other than the treasury and treasury debt owned by foreign entities; the data exclude debt issued by subnational entities, as well as intragovernmental debt; debt instruments for the social funds are not sold at public auctions |
| Fiscal year: | 8 July - 7 July |
| Inflation rate (consumer prices): | 10.1% (2015 est.) |
| Inflation rate (consumer prices): | 7.4% (2014 est.) |
| Central bank discount rate: | NA% |
| Commercial bank prime lending rate: | 11.5% (31 December 2015 est.) |
| Commercial bank prime lending rate: | 11% (31 December 2014 est.) |
| Stock of narrow money: | $11.97 billion (31 December 2015 est.) |
| Stock of narrow money: | $10.1 billion (31 December 2014 est.) |
| Stock of broad money: | $23.77 billion (31 December 2015 est.) |
| Stock of broad money: | $20.75 billion (31 December 2014 est.) |
| Stock of domestic credit: | $28.41 billion (31 December 2015 est.) |
| Stock of domestic credit: | $22.66 billion (31 December 2014 est.) |
| Market value of publicly traded shares: | $NA |
| Current account balance: | -$7.893 billion (2015 est.) |
| Current account balance: | -$4.407 billion (2014 est.) |
| Exports: | $2.935 billion (2015 est.) |
| Exports: | $3.283 billion (2014 est.) |
| Exports - commodities: | coffee (27%, by value), oilseeds (17%), edible vegetables including khat (17%), gold (13%), flowers (7%), live animals (7%), raw leather products (3%), meat products (3%) |
| Exports - partners: | Switzerland 14.3%, China 11.7%, US 9.5%, Netherlands 8.8%, Saudi Arabia 5.9%, Germany 5.7% (2015) |
| Imports: | $15.87 billion (2015 est.) |
| Imports: | $15.86 billion (2014 est.) |
| Imports - commodities: | machinery and aircraft (14%, by value), metal and metal products, (14%), electrical materials, (13%), petroleum products (12%), motor vehicles, (10%), chemicals and fertilizers (4%) |
| Imports - partners: | China 20.4%, US 9.2%, Saudi Arabia 6.5%, India 4.5% (2015) |
| Reserves of foreign exchange and gold: | $3.113 billion (31 December 2015 est.) |
| Reserves of foreign exchange and gold: | $3.132 billion (31 December 2014 est.) |
| Debt - external: | $19.04 billion (31 December 2015 est.) |
| Debt - external: | $16.59 billion (31 December 2014 est.) |
| Exchange rates: | birr (ETB) per US dollar - |
| Exchange rates: | 21.55 (2015 est.) |
| Exchange rates: | 19.8 (2014 est.) |
| Exchange rates: | 19.8 (2013 est.) |
| Exchange rates: | 17.71 (2012 est.) |
| Exchange rates: | 16.899 (2011 est.) |
