| Economy | DOMINICAN REPUBLIC |
| Commercial bank prime lending rate: | 13.9% (31 December 2014 est.) |
| Stock of narrow money: | $5.986 billion (31 December 2015 est.) |
| Stock of narrow money: | $5.488 billion (31 December 2014 est.) |
| Stock of broad money: | $18.74 billion (31 December 2015 est.) |
| Stock of broad money: | $16.99 billion (31 December 2014 est.) |
| Stock of domestic credit: | $30.9 billion (31 December 2015 est.) |
| Stock of domestic credit: | $27.16 billion (31 December 2014 est.) |
| Market value of publicly traded shares: | $NA |
| Current account balance: | -$1.299 billion (2015 est.) |
| Current account balance: | -$2.026 billion (2014 est.) |
| Exports: | $9.523 billion (2015 est.) |
| Exports: | $9.899 billion (2014 est.) |
| Exports - commodities: | gold, silver, cocoa, sugar, coffee, tobacco, meats, consumer goods |
| Exports - partners: | US 42.5%, Haiti 16.5%, Canada 8.1%, India 4.8% (2015) |
| Imports: | $16.86 billion (2015 est.) |
| Imports: | $17.27 billion (2014 est.) |
| Imports - commodities: | petroleum, foodstuffs, cotton and fabrics, chemicals and pharmaceuticals |
| Imports - partners: | US 42%, China 9.2%, Venezuela 5.6%, Trinidad and Tobago 4.5%, Mexico 4.4% (2015) |
| Reserves of foreign exchange and gold: | $5.266 billion (31 December 2015 est.) |
| Reserves of foreign exchange and gold: | $4.862 billion (31 December 2014 est.) |
| Debt - external: | $25.71 billion (31 December 2015 est.) |
| Debt - external: | $26.71 billion (31 December 2014 est.) |
| Stock of direct foreign investment - at home: | $31.05 billion (31 December 2015 est.) |
| Stock of direct foreign investment - at home: | $28.81 billion (31 December 2014 est.) |
| Stock of direct foreign investment - abroad: | $272 million (31 December 2015 est.) |
| Stock of direct foreign investment - abroad: | $249.6 million (31 December 2014 est.) |
| Exchange rates: | Dominican pesos (DOP) per US dollar - |
| Exchange rates: | 45.052 (2015 est.) |
| Exchange rates: | 43.556 (2014 est.) |
| Exchange rates: | 43.556 (2013 est.) |
| Exchange rates: | 39.34 (2012 est.) |
| Exchange rates: | 38.232 (2011 est.) |
