| Economy | Philippines |
| Agriculture - products: | rice, fish, livestock, poultry, bananas, coconut/copra, corn, sugarcane, mangoes, pineapple, cassava |
| Industries: | semiconductors and electronics assembly, business process outsourcing, food and beverage manufacturing, construction, electric/gas/water supply, chemical products, radio/television/communications equipment and apparatus, petroleum and fuel, textile and garments, non-metallic minerals, basic metal industries, transport equipment |
| Industrial production growth rate: | 7.2% (2017 est.) |
| Labor force: | 42.78 million (2017 est.) |
| Labor force - by occupation: | agriculture: 25.4% |
| Labor force - by occupation: | industry: 18.3% |
| Labor force - by occupation: | services: 56.3% (2017 est.) |
| Unemployment rate: | 5.7% (2017 est.) |
| Unemployment rate: | 5.5% (2016 est.) |
| Population below poverty line: | 21.6% (2017 est.) |
| Household income or consumption by percentage share: | lowest 10%: 3.2% |
| Household income or consumption by percentage share: | highest 10%: 29.5% (2015 est.) |
| Distribution of family income - Gini index: | 44.4 (2015 est.) |
| Distribution of family income - Gini index: | 46 (2012 est.) |
| Budget: | revenues: 49.07 billion (2017 est.) |
| Budget: | expenditures: 56.02 billion (2017 est.) |
| Taxes and other revenues: | 15.6% (of GDP) (2017 est.) |
| Budget surplus (+) or deficit (-): | -2.2% (of GDP) (2017 est.) |
| Public debt: | 39.9% of GDP (2017 est.) |
| Public debt: | 39% of GDP (2016 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 2.9% (2017 est.) |
| Inflation rate (consumer prices): | 1.3% (2016 est.) |
| Central bank discount rate: | 3.56% (31 December 2017) |
| Central bank discount rate: | 3.56% (31 December 2016) |
| Commercial bank prime lending rate: | 5.63% (31 December 2017 est.) |
| Commercial bank prime lending rate: | 5.64% (31 December 2016 est.) |
| Stock of narrow money: | $71.13 billion (31 December 2017 est.) |
| Stock of narrow money: | $61.62 billion (31 December 2016 est.) |
| Stock of broad money: | $71.13 billion (31 December 2017 est.) |
| Stock of broad money: | $61.62 billion (31 December 2016 est.) |
| Stock of domestic credit: | $209.8 billion (31 December 2017 est.) |
| Stock of domestic credit: | $184.6 billion (31 December 2016 est.) |
| Market value of publicly traded shares: | $352.2 billion (31 December 2017 est.) |
| Market value of publicly traded shares: | $290.4 billion (31 December 2017 est.) |
| Market value of publicly traded shares: | $286.1 billion (31 December 2015 est.) |
| Current account balance: | -$2.518 billion (2017 est.) |
| Current account balance: | -$1.199 billion (2016 est.) |
| Exports: | $48.2 billion (2017 est.) |
| Exports: | $57.41 billion (2016 est.) |
| Exports - partners: | Japan 16.4%, US 14.6%, Hong Kong 13.7%, China 11%, Singapore 6.1%, Thailand 4.3%, Germany 4.1%, South Korea 4% (2017) |
| Exports - commodities: | semiconductors and electronic products, machinery and transport equipment, wood manufactures, chemicals, processed food and beverages, garments, coconut oil, copper concentrates, seafood, bananas/fruits |
| Imports: | $89.39 billion (2017 est.) |
| Imports: | $78.28 billion (2016 est.) |
| Imports - commodities: | electronic products, mineral fuels, machinery and transport equipment, iron and steel, textile fabrics, grains, chemicals, plastic |
| Imports - partners: | China 18.1%, Japan 11.4%, South Korea 8.8%, US 7.4%, Thailand 7.1%, Indonesia 6.7%, Singapore 5.9% (2017) |
| Reserves of foreign exchange and gold: | $81.57 billion (31 December 2017 est.) |
| Reserves of foreign exchange and gold: | $80.69 billion (31 December 2016 est.) |
| Debt - external: | $76.18 billion (31 December 2017 est.) |
| Debt - external: | $74.76 billion (31 December 2016 est.) |
| Stock of direct foreign investment - at home: | $78.79 billion (31 December 2017 est.) |
| Stock of direct foreign investment - at home: | $64.51 billion (31 December 2016 est.) |
| Stock of direct foreign investment - abroad: | $47.82 billion (31 December 2017 est.) |
| Stock of direct foreign investment - abroad: | $43.89 billion (31 December 2016 est.) |
| Exchange rates: | Philippine pesos (PHP) per US dollar - |
| Exchange rates: | 50.4 (2017 est.) |
| Exchange rates: | 47.493 (2016 est.) |
| Exchange rates: | 47.493 (2015 est.) |
| Exchange rates: | 45.503 (2014 est.) |
| Exchange rates: | 44.395 (2013 est.) |
