| Economy | Serbia |
| GDP - composition, by end use: | (2013 est.) |
| GDP - composition, by sector of origin: | agriculture: 7.9% |
| GDP - composition, by sector of origin: | industry: 31.8% |
| GDP - composition, by sector of origin: | services: 60.3% (2013 est.) |
| Agriculture - products: | wheat, maize, sunflower, sugar beets, fruits (raspberries, apples, sour cherries), vegetables (tomatoes, peppers, potatoes), beef, pork, and meat products, milk and dairy products, grapes/wine |
| Industries: | automobiles, base metals, furniture, food processing, machinery, chemicals, sugar, tires, clothes, pharmaceuticals |
| Industrial production growth rate: | 5.5% (2013 est.) |
| Labor force: | 1.703 million (2013 est.) |
| Labor force - by occupation: | agriculture: 23.9% |
| Labor force - by occupation: | industry: 16.5% |
| Labor force - by occupation: | services: 59.6% (2013 est.) |
| Unemployment rate: | 20.1% (2013 est.) |
| Unemployment rate: | 22.4% (2012 est.) |
| Population below poverty line: | 9.1% (2013 est.) |
| Distribution of family income - Gini index: | 38 (2013 est.) |
| Distribution of family income - Gini index: | 28.2 (2008 est.) |
| Budget: | revenues: $17.47 billion |
| Budget: | expenditures: $19.6 billion |
| Budget: | note: this is the consolidated budget, including both central government and local goverment budgets (2013 est.) |
| Taxes and other revenues: | 40% of GDP (2013 est.) |
| Budget surplus (+) or deficit (-): | -4.9% of GDP (2013 est.) |
| Public debt: | 61.2% of GDP (2013 est.) |
| Public debt: | 59.3% of GDP (2012 est.) |
| Public debt: | note: data cover general government debt, and includes debt instruments issued or owned by government entities other than the treasury (for which the GOS issued guarantees); the data include treasury debt held by foreign entities; the data include debt issued by subnational entities (for which the GOS issued guarantees), as well as intra-governmental debt; intra-governmental debt consists of treasury borrowings from surpluses in the social funds, such as for retirement, medical care, and unemployment, debt instruments for the social funds are not sold at public auctions |
| Inflation rate (consumer prices): | 2.2% (2013 est.) |
| Inflation rate (consumer prices): | 12.2% (2012 est.) |
| Central bank discount rate: | 9.5% (18 March 2014) |
| Central bank discount rate: | 11.75% (6 February 2013) |
| Commercial bank prime lending rate: | 13.85% (31 December 2013 est.) |
| Commercial bank prime lending rate: | 14.99% (31 December 2012 est.) |
| Stock of narrow money: | $4.626 billion (31 December 2013 est.) |
| Stock of narrow money: | $3.595 billion (31 December 2012 est.) |
| Stock of broad money: | $20.47 billion (31 December 2013 est.) |
| Stock of broad money: | $19.12 billion (31 December 2012 est.) |
| Stock of domestic credit: | $25.48 billion (31 December 2013 est.) |
| Stock of domestic credit: | $26.26 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $9.199 billion (31 December 2013 est.) |
| Market value of publicly traded shares: | $7.451 billion (31 December 2012) |
| Market value of publicly traded shares: | $8.365 billion (31 December 2011 est.) |
| Current account balance: | -$1.807 billion (2013 est.) |
| Current account balance: | -$4.012 billion (2012 est.) |
| Exports: | $14.61 billion (2013 est.) |
| Exports: | $11.35 billion (2012 est.) |
| Exports - commodities: | iron and steel, rubber, clothes, wheat, fruit and vegetables, nonferrous metals, electric appliances, metal products, weapons and ammunition, automobiles |
| Imports: | $20.54 billion (2013 est.) |
| Imports: | $19.01 billion (2012 est.) |
| Reserves of foreign exchange and gold: | $15.87 billion (31 December 2013 est.) |
| Reserves of foreign exchange and gold: | $14.4 billion (31 December 2012 est.) |
| Debt - external: | $33.6 billion (31 December 2013 est.) |
| Debt - external: | $33.42 billion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $26.41 billion (31 December 2009 est.) |
| Stock of direct foreign investment - at home: | $11.95 billion (2006 est.) |
| Stock of direct foreign investment - abroad: | $NA |
| Exchange rates: | Serbian dinars (RSD) per US dollar - |
| Exchange rates: | 85.67 (2013 est.) |
| Exchange rates: | 87.992 (2012 est.) |
| Exchange rates: | 77.729 (2010 est.) |
| Exchange rates: | 67.634 (2009) |
| Exchange rates: | 62.9 (2008) |
