| Economy | Serbia |
| GDP - per capita (PPP): | $10,700 (2012 est.) |
| GDP - per capita (PPP): | $10,900 (2011 est.) |
| GDP - per capita (PPP): | $10,700 (2010 est.) |
| GDP - per capita (PPP): | note: data are in 2012 US dollars |
| GDP - composition, by end use: | household consumption: 78.4% |
| GDP - composition, by end use: | government consumption: 20.6% |
| GDP - composition, by end use: | investment in fixed capital: 17.3% |
| GDP - composition, by end use: | investment in inventories: 3.3% |
| GDP - composition, by end use: | exports of goods and services: 39.6% |
| GDP - composition, by end use: | imports of goods and services: -59.1% |
| GDP - composition, by end use: | (2012 est.) |
| GDP - composition, by sector of origin: | agriculture: 7.6% |
| GDP - composition, by sector of origin: | industry: 31.7% |
| GDP - composition, by sector of origin: | services: 60.7% (2012 est.) |
| Agriculture - products: | wheat, maize, sugar beets, sunflower, raspberries; beef, pork, milk |
| Industries: | base metals, furniture, food processing, machinery, chemicals, sugar, tires, clothes, pharmaceuticals |
| Industrial production growth rate: | -2.9% (2012 est.) |
| Labor force: | 3.17 million (2012 est.) |
| Labor force - by occupation: | agriculture: 21.9% |
| Labor force - by occupation: | industry: 19.5% |
| Labor force - by occupation: | services: 58.6% (2010) |
| Unemployment rate: | 25.9% (2012 est.) |
| Unemployment rate: | 23.7% (2011 est.) |
| Population below poverty line: | 9.2% (2010 est.) |
| Distribution of family income - Gini index: | 28.2 (2008) |
| Distribution of family income - Gini index: | 30 (2003) |
| Budget: | revenues: $15.54 billion |
| Budget: | expenditures: $18.41 billion |
| Budget: | note: this is the consolidated budget, including both central government and local goverment budgets (2012 est.) |
| Taxes and other revenues: | 40.9% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | -7.6% of GDP (2012 est.) |
| Public debt: | 62% of GDP (2012 est.) |
| Public debt: | 48.7% of GDP (2011 est.) |
| Public debt: | note: data cover general government debt, and includes debt instruments issued or owned by government entities other than the treasury (for which the GOS issued guarantees); the data include treasury debt held by foreign entities; the data include debt issued by subnational entities (for which the GOS issued guarantees), as well as intra-governmental debt; intra-governmental debt consists of treasury borrowings from surpluses in the social funds, such as for retirement, medical care, and unemployment, debt instruments for the social funds are not sold at public auctions |
| Inflation rate (consumer prices): | 7.3% (2012 est.) |
| Inflation rate (consumer prices): | 11.2% (2011 est.) |
| Central bank discount rate: | 11.75% (6 February 2013) |
| Central bank discount rate: | 9.5% (January 2012) |
| Commercial bank prime lending rate: | 17.73% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 18.4% (31 December 2011 est.) |
| Stock of narrow money: | $5.79 billion (31 December 2012 est.) |
| Stock of narrow money: | $5.783 billion (31 December 2011 est.) |
| Stock of broad money: | $19.78 billion (31 December 2012 est.) |
| Stock of broad money: | $18.55 billion (31 December 2011 est.) |
| Stock of domestic credit: | $21.55 billion (31 December 2012 est.) |
| Stock of domestic credit: | $21.43 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $9.54 billion (13 February 2013) |
| Market value of publicly traded shares: | $8.365 billion (31 December 2011) |
| Market value of publicly traded shares: | $9.69 billion (31 December 2010) |
| Current account balance: | $-4.082 billion (2012 est.) |
| Current account balance: | $-3.982 billion (2011 est.) |
| Exports: | $11.33 billion (2012 est.) |
| Exports: | $11.78 billion (2011 est.) |
| Exports - commodities: | iron and steel, rubber, clothes, wheat, fruit and vegetables, nonferrous metals, electric appliances, metal products, weapons and ammunition, automobiles |
| Imports: | $18.35 billion (2012 est.) |
| Imports: | $19.18 billion (2011 est.) |
| Reserves of foreign exchange and gold: | $14.4 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $15.6 billion (31 December 2011 est.) |
| Debt - external: | $33.69 billion (31 December 2012 est.) |
| Debt - external: | $31.57 billion (31 December 2011 est.) |
| Stock of direct foreign investment - at home: | $24.71 billion (31 December 2009 est.) |
| Stock of direct foreign investment - at home: | $11.95 billion (2006 est.) |
| Stock of direct foreign investment - abroad: | $NA |
| Exchange rates: | Serbian dinars (RSD) per US dollar - |
| Exchange rates: | 87.99 (2012 est.) |
| Exchange rates: | 73.1 (2011 est.) |
| Exchange rates: | 77.73 (2010 est.) |
| Exchange rates: | 67.63 (2009) |
| Exchange rates: | 62.9 (2008) |
