| Economy | Belgium |
| Population below poverty line: | 15.1% (2013 est.) |
| Household income or consumption by percentage share: | lowest 10%: 3.4% |
| Household income or consumption by percentage share: | highest 10%: 28.4% (2006) |
| Distribution of family income - Gini index: | 25.9 (2013 est.) |
| Distribution of family income - Gini index: | 28.7 (1996) |
| Budget: | revenues: 253.5 billion (2017 est.) |
| Budget: | expenditures: 258.6 billion (2017 est.) |
| Taxes and other revenues: | 51.3% (of GDP) (2017 est.) |
| Budget surplus (+) or deficit (-): | -1% (of GDP) (2017 est.) |
| Public debt: | 103.4% of GDP (2017 est.) |
| Public debt: | 106% of GDP (2016 est.) |
| Public debt: | note: data cover general government debt and includes debt instruments issued (or owned) by government entities other than the treasury; the data include treasury debt held by foreign entities; the data include debt issued by subnational entities, as well as intra-governmental debt; intra-governmental debt consists of treasury borrowings from surpluses in the social funds, such as for retirement, medical care, and unemployment; debt instruments for the social funds are not sold at public auctions; general government debt is defined by the Maastricht definition and calculated by the National Bank of Belgium as consolidated gross debt; the debt is defined in European Regulation EC479/2009 concerning the implementation of the protocol on the excessive deficit procedure annexed to the Treaty on European Union (Treaty of Maastricht) of 7 February 1992; the sub-sectors of consolidated gross debt are: federal government, communities and regions, local government, and social security funds |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 2.2% (2017 est.) |
| Inflation rate (consumer prices): | 1.8% (2016 est.) |
| Central bank discount rate: | 0% (31 December 2017) |
| Central bank discount rate: | 0% (31 December 2010) |
| Central bank discount rate: | note: this is the European Central Bank's rate on the marginal lending facility, which offers overnight credit to banks in the euro area |
| Commercial bank prime lending rate: | 2.08% (31 December 2017 est.) |
| Commercial bank prime lending rate: | 2.02% (31 December 2016 est.) |
| Stock of narrow money: | $240.5 billion (31 December 2017 est.) |
| Stock of narrow money: | $198 billion (31 December 2016 est.) |
| Stock of narrow money: | note: see entry for the European Union for money supply for the entire euro area; the European Central Bank (ECB) controls monetary policy for the 18 members of the Economic and Monetary Union (EMU); individual members of the EMU do not control the quantity of money circulating within their own borders |
| Stock of broad money: | $240.5 billion (31 December 2017 est.) |
| Stock of broad money: | $198 billion (31 December 2016 est.) |
| Stock of domestic credit: | $711.3 billion (31 December 2017 est.) |
| Stock of domestic credit: | $684.8 billion (31 December 2016 est.) |
| Market value of publicly traded shares: | $414.6 billion (31 December 2015 est.) |
| Market value of publicly traded shares: | $378.5 billion (31 December 2014 est.) |
| Market value of publicly traded shares: | $374.3 billion (31 December 2013 est.) |
| Current account balance: | -$807 million (2017 est.) |
| Current account balance: | $451 million (2016 est.) |
| Exports: | $300.8 billion (2017 est.) |
| Exports: | $277.7 billion (2016 est.) |
| Exports - partners: | Germany 16.6%, France 14.9%, Netherlands 12%, UK 8.4%, Italy 4.9%, US 4.8% (2017) |
| Exports - commodities: | chemicals, machinery and equipment, finished diamonds, metals and metal products, foodstuffs |
| Imports: | $300.4 billion (2017 est.) |
| Imports: | $273.4 billion (2016 est.) |
| Imports - commodities: | raw materials, machinery and equipment, chemicals, raw diamonds, pharmaceuticals, foodstuffs, transportation equipment, oil products |
| Imports - partners: | Netherlands 17.3%, Germany 13.8%, France 9.5%, US 7.1%, UK 4.9%, Ireland 4.2%, China 4.1% (2017) |
| Reserves of foreign exchange and gold: | $26.16 billion (31 December 2017 est.) |
| Reserves of foreign exchange and gold: | $24.1 billion (31 December 2015 est.) |
| Debt - external: | $1.281 trillion (31 March 2016 est.) |
| Debt - external: | $1.214 trillion (31 March 2015 est.) |
| Stock of direct foreign investment - at home: | $1.035 trillion (31 December 2017 est.) |
| Stock of direct foreign investment - at home: | $1.054 trillion (31 December 2016 est.) |
| Stock of direct foreign investment - abroad: | $1.159 trillion (31 December 2017 est.) |
| Stock of direct foreign investment - abroad: | $1.016 trillion (31 December 2016 est.) |
| Exchange rates: | euros (EUR) per US dollar - |
| Exchange rates: | 0.885 (2017 est.) |
| Exchange rates: | 0.903 (2016 est.) |
| Exchange rates: | 0.9214 (2015 est.) |
| Exchange rates: | 0.885 (2014 est.) |
| Exchange rates: | 0.7634 (2013 est.) |
