| Economy | Austria |
| GDP - composition, by end use: | investment in fixed capital: 20.8% |
| GDP - composition, by end use: | investment in inventories: 0.5% |
| GDP - composition, by end use: | exports of goods and services: 56.9% |
| GDP - composition, by end use: | imports of goods and services: -52% |
| GDP - composition, by end use: | (2013 est.) |
| GDP - composition, by sector of origin: | agriculture: 1.6% |
| GDP - composition, by sector of origin: | industry: 28.6% |
| GDP - composition, by sector of origin: | services: 69.8% (2013 est.) |
| Agriculture - products: | grains, potatoes, wine, fruit; dairy products, cattle, pigs, poultry; lumber |
| Industries: | construction, machinery, vehicles and parts, food, metals, chemicals, lumber and wood, paper and paperboard, communications equipment, tourism |
| Industrial production growth rate: | 0.5% (2013 est.) |
| Labor force: | 3.737 million (2013 est.) |
| Labor force - by occupation: | agriculture: 5.5% |
| Labor force - by occupation: | industry: 26% |
| Labor force - by occupation: | services: 68.5% (2012 est.) |
| Unemployment rate: | 4.9% (2013 est.) |
| Unemployment rate: | 4.4% (2012 est.) |
| Population below poverty line: | 6.2% (2012) |
| Household income or consumption by percentage share: | lowest 10%: 4% |
| Household income or consumption by percentage share: | highest 10%: 22% (2011) |
| Distribution of family income - Gini index: | 26.3 (2007) |
| Distribution of family income - Gini index: | 31 (1995) |
| Budget: | revenues: $200 billion |
| Budget: | expenditures: $212.1 billion (2013 est.) |
| Taxes and other revenues: | 47.9% of GDP (2013 est.) |
| Budget surplus (+) or deficit (-): | -2.9% of GDP (2013 est.) |
| Public debt: | 75.7% of GDP (2013 est.) |
| Public debt: | 74.1% of GDP (2012 est.) |
| Public debt: | note: this is general government gross debt, defined in the Maastricht Treaty as consolidated general government gross debt at nominal value, outstanding at the end of the year; it covers the following categories of government liabilities (as defined in ESA95): currency and deposits (AF.2), securities other than shares excluding financial derivatives (AF.3, excluding AF.34), and loans (AF.4); the general government sector comprises the sub-sectors of central government, state government, local government and social security funds; as a percentage of GDP, the GDP used as a denominator is the gross domestic product in current year prices |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 2.1% (2013 est.) |
| Inflation rate (consumer prices): | 2.6% (2012 est.) |
| Commercial bank prime lending rate: | 2.2% (31 December 2013 est.) |
| Commercial bank prime lending rate: | 2.5% (31 December 2012 est.) |
| Stock of narrow money: | $204.5 billion (31 December 2013 est.) |
| Stock of narrow money: | $201.1 billion (31 December 2012 est.) |
| Stock of narrow money: | note: see entry for the European Union for money supply for the entire euro area; the European Central Bank (ECB) controls monetary policy for the 17 members of the Economic and Monetary Union (EMU); individual members of the EMU do not control the quantity of money circulating within their own borders |
| Stock of broad money: | $419 billion (31 December 2013 est.) |
| Stock of broad money: | $414 billion (31 December 2012 est.) |
| Stock of domestic credit: | $544.2 billion (31 December 2013 est.) |
| Stock of domestic credit: | $543 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $106 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $82.37 billion (31 December 2011) |
| Market value of publicly traded shares: | $NA (31 December 2010 est.) |
| Current account balance: | $10.6 billion (2013 est.) |
| Current account balance: | $7.085 billion (2012 est.) |
| Exports: | $165.6 billion (2013 est.) |
| Exports: | $160.1 billion (2012 est.) |
| Exports - commodities: | machinery and equipment, motor vehicles and parts, paper and paperboard, metal goods, chemicals, iron and steel, textiles, foodstuffs |
| Exports - partners: | Germany 29.31%, Italy 6.25%, Switzerland 5.08%, United States 5%, France 4.27% (2013 est.) |
| Imports: | $167.9 billion (2013 est.) |
| Imports: | $163.2 billion (2012 est.) |
| Imports - commodities: | machinery and equipment, motor vehicles, chemicals, metal goods, oil and oil products; foodstuffs |
| Imports - partners: | Germany 40.39%, Italy 6.13%, Switzerland 5.36% (2013 est.) |
| Reserves of foreign exchange and gold: | $27.21 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $25.16 billion (31 December 2011 est.) |
| Debt - external: | $812 billion (31 December 2012 est.) |
| Debt - external: | $786.1 billion (31 December 2011) |
| Stock of direct foreign investment - at home: | $269.5 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $265.3 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $345.2 billion (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $331.4 billion (31 December 2012 est.) |
| Exchange rates: | euros (EUR) per US dollar - |
| Exchange rates: | 0.7634 (2013 est.) |
| Exchange rates: | 0.7752 (2012 est.) |
| Exchange rates: | 0.755 (2010 est.) |
| Exchange rates: | 0.7198 (2009 est.) |
| Exchange rates: | 0.6827 (2008 est.) |
