| Economy | Burundi |
| Household income or consumption by percentage share: | highest 10%: 28% (2006) |
| Distribution of family income - Gini index: | 42.4 (1998) |
| Budget: | revenues: $788.1 million |
| Budget: | expenditures: $880.3 million (2012 est.) |
| Taxes and other revenues: | 32.3% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | -3.8% of GDP (2012 est.) |
| Public debt: | 50.3% of GDP (2012 est.) |
| Public debt: | 54.2% of GDP (2011 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 18% (2012 est.) |
| Inflation rate (consumer prices): | 9.7% (2011 est.) |
| Central bank discount rate: | 11.25% (31 December 2010 est.) |
| Central bank discount rate: | 10% (31 December 2009 est.) |
| Commercial bank prime lending rate: | 14.32% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 13.23% (31 December 2011 est.) |
| Stock of narrow money: | $332.5 million (31 December 2012 est.) |
| Stock of narrow money: | $335.7 million (31 December 2011 est.) |
| Stock of broad money: | $519 million (31 December 2012 est.) |
| Stock of broad money: | $465.4 million (31 December 2011 est.) |
| Stock of domestic credit: | $572.2 million (31 December 2012 est.) |
| Stock of domestic credit: | $576.3 million (31 December 2011 est.) |
| Market value of publicly traded shares: | $NA |
| Current account balance: | $-432.1 million (2012 est.) |
| Current account balance: | $-323.4 million (2011 est.) |
| Exports: | $134.7 million (2012 est.) |
| Exports: | $124 million (2011 est.) |
| Exports - commodities: | coffee, tea, sugar, cotton, hides |
| Exports - partners: | Switzerland 23.9%, UK 12.9%, Belgium 7.4%, Pakistan 7.4%, Democratic Republic of the Congo 7.4%, Uganda 5.6%, Germany 5.2%, China 4.9%, Egypt 4.7% (2012) |
| Imports: | $886.2 million (2012 est.) |
| Imports: | $771.7 million (2011 est.) |
| Imports - commodities: | capital goods, petroleum products, foodstuffs |
| Imports - partners: | Saudi Arabia 11.3%, Belgium 10.1%, China 9.1%, India 7.9%, Tanzania 6.5%, Kenya 6%, Uganda 5.7%, Zambia 4.6%, US 4.1% (2012) |
| Reserves of foreign exchange and gold: | $308.8 million (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $295.5 million (31 December 2011 est.) |
| Debt - external: | $641.9 million (31 December 2012 est.) |
| Debt - external: | $627.7 million (31 December 2011 est.) |
| Exchange rates: | Burundi francs (BIF) per US dollar - |
| Exchange rates: | 1,442.51 (2012 est.) |
| Exchange rates: | 1,261.07 (2011 est.) |
| Exchange rates: | 1,230.8 (2010 est.) |
| Exchange rates: | 1,230.18 (2009) |
| Exchange rates: | 1,198 (2008) |
