| Economy | CAMEROON |
| GDP - composition, by sector of origin: | services: 52.5% (2014 est.) |
| Agriculture - products: | coffee, cocoa, cotton, rubber, bananas, oilseed, grains, cassava (manioc, tapioca); livestock; timber |
| Industries: | petroleum production and refining, aluminum production, food processing, light consumer goods, textiles, lumber, ship repair |
| Industrial production growth rate: | 4.9% (2014 est.) |
| Labor force: | 9.105 million (2014 est.) |
| Labor force - by occupation: | agriculture: 70% |
| Labor force - by occupation: | industry: 13% |
| Labor force - by occupation: | services: 17% (2001 est.) |
| Unemployment rate: | 30% (2001 est.) |
| Population below poverty line: | 48% (2000 est.) |
| Household income or consumption by percentage share: | lowest 10%: 2.3% |
| Household income or consumption by percentage share: | highest 10%: 35.4% (2001) |
| Distribution of family income - Gini index: | 44.6 (2001) |
| Distribution of family income - Gini index: | 47.7 (1996) |
| Budget: | revenues: $5.503 billion |
| Budget: | expenditures: $6.92 billion (2014 est.) |
| Taxes and other revenues: | 17.1% of GDP (2014 est.) |
| Budget surplus (+) or deficit (-): | -4.4% of GDP (2014 est.) |
| Public debt: | 22.7% of GDP (2014 est.) |
| Public debt: | 19.4% of GDP (2013 est.) |
| Fiscal year: | 1 July - 30 June |
| Inflation rate (consumer prices): | 1.9% (2014 est.) |
| Inflation rate (consumer prices): | 1.9% (2013 est.) |
| Central bank discount rate: | 4.25% (31 December 2009) |
| Commercial bank prime lending rate: | 13.8% (31 December 2014 est.) |
| Commercial bank prime lending rate: | 14% (31 December 2013 est.) |
| Stock of narrow money: | $3.861 billion (31 December 2014 est.) |
| Stock of narrow money: | $3.988 billion (31 December 2013 est.) |
| Stock of broad money: | $6.439 billion (31 December 2014 est.) |
| Stock of broad money: | $6.633 billion (31 December 2013 est.) |
| Stock of domestic credit: | $3.318 billion (31 December 2014 est.) |
| Stock of domestic credit: | $3.114 billion (31 December 2013 est.) |
| Market value of publicly traded shares: | $230 million (31 December 2012 est.) |
| Current account balance: | -$1.333 billion (2014 est.) |
| Current account balance: | -$1.332 billion (2013 est.) |
| Exports: | $6.376 billion (2014 est.) |
| Exports: | $5.819 billion (2013 est.) |
| Exports - commodities: | crude oil and petroleum products, lumber, cocoa beans, aluminum, coffee, cotton |
| Exports - partners: | Spain 13.9%, China 12%, India 10.1%, Italy 8.1%, Netherlands 8%, Belgium 5.1%, France 4.6%, Norway 4.5%, UK 4.3% (2014) |
| Imports: | $6.937 billion (2014 est.) |
| Imports: | $6.484 billion (2013 est.) |
| Imports - commodities: | machinery, electrical equipment, transport equipment, fuel, food |
| Imports - partners: | China 26.2%, Nigeria 12%, France 11.8%, Belgium 4.9%, US 4.2% (2014) |
| Reserves of foreign exchange and gold: | $3.503 billion (31 December 2014 est.) |
| Reserves of foreign exchange and gold: | $3.384 billion (31 December 2013 est.) |
| Debt - external: | $5.006 billion (31 December 2014 est.) |
| Debt - external: | $4.217 billion (31 December 2013 est.) |
| Exchange rates: | Cooperation Financiere en Afrique Centrale francs (XAF) per dollar - |
| Exchange rates: | 491.2 (2014 est.) |
| Exchange rates: | 494.04 (2013 est.) |
| Exchange rates: | 510.53 (2012 est.) |
| Exchange rates: | 471.87 (2011 est.) |
| Exchange rates: | 495.28 (2010 est.) |
