| Economy | Honduras |
| Central bank discount rate: | 6.25% (31 December 2010 est.) |
| Central bank discount rate: | NA% (31 December 2009 est.) |
| Commercial bank prime lending rate: | 18.45% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 18.56% (31 December 2011 est.) |
| Stock of narrow money: | $1.913 billion (31 December 2012 est.) |
| Stock of narrow money: | $2.154 billion (31 December 2011 est.) |
| Stock of broad money: | $9.112 billion (31 December 2011 est.) |
| Stock of broad money: | $8.127 billion (31 December 2010 est.) |
| Stock of domestic credit: | $10.43 billion (31 December 2012 est.) |
| Stock of domestic credit: | $9.517 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $NA |
| Current account balance: | $-1.744 billion (2012 est.) |
| Current account balance: | $-1.498 billion (2011 est.) |
| Exports: | $7.931 billion (2012 est.) |
| Exports: | $7.8 billion (2011 est.) |
| Exports - commodities: | apparel, coffee, shrimp, automobile wire harnesses, cigars, bananas, gold, palm oil, fruit, lobster, lumber |
| Exports - partners: | US 34.5%, Germany 11.6%, Belgium 6.8%, El Salvador 6.6%, Guatemala 4.9%, Nicaragua 4.6% (2012) |
| Imports: | $11.18 billion (2012 est.) |
| Imports: | $10.99 billion (2011 est.) |
| Imports - commodities: | machinery and transport equipment, industrial raw materials, chemical products, fuels, foodstuffs |
| Imports - partners: | US 44.3%, Guatemala 8.5%, El Salvador 5.7%, Mexico 5.6%, China 4.7%, Costa Rica 4.1% (2012) |
| Reserves of foreign exchange and gold: | $2.533 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $2.793 billion (31 December 2011 est.) |
| Debt - external: | $5.233 billion (31 December 2012 est.) |
| Debt - external: | $4.642 billion (31 December 2011 est.) |
| Exchange rates: | lempiras (HNL) per US dollar - |
| Exchange rates: | 19.64 (2012 est.) |
| Exchange rates: | 19.05 (2011 est.) |
| Exchange rates: | 18.9 (2010 est.) |
| Exchange rates: | 18.9 (2009) |
| Exchange rates: | 18.98 (2008) |
