| Economy | Moldova |
| GDP - composition, by end use: | household consumption: 85.8% (2017 est.) |
| GDP - composition, by end use: | government consumption: 19% (2017 est.) |
| GDP - composition, by end use: | investment in fixed capital: 21.9% (2017 est.) |
| GDP - composition, by end use: | investment in inventories: 1.4% (2017 est.) |
| GDP - composition, by end use: | exports of goods and services: 42.5% (2017 est.) |
| GDP - composition, by end use: | imports of goods and services: -70.7% (2017 est.) |
| GDP - composition, by sector of origin: | agriculture: 17.7% (2017 est.) |
| GDP - composition, by sector of origin: | industry: 20.3% (2017 est.) |
| GDP - composition, by sector of origin: | services: 62% (2017 est.) |
| Agriculture - products: | vegetables, fruits, grapes, grain, sugar beets, sunflower seeds, tobacco; beef, milk; wine |
| Industries: | sugar processing, vegetable oil, food processing, agricultural machinery; foundry equipment, refrigerators and freezers, washing machines; hosiery, shoes, textiles |
| Industrial production growth rate: | 3% (2017 est.) |
| Labor force: | 1.295 million (2017 est.) |
| Labor force - by occupation: | agriculture: 32.3% |
| Labor force - by occupation: | industry: 12% |
| Labor force - by occupation: | services: 55.7% (2017 est.) |
| Unemployment rate: | 4.1% (2017 est.) |
| Unemployment rate: | 4.2% (2016 est.) |
| Population below poverty line: | 9.6% (2015 est.) |
| Household income or consumption by percentage share: | lowest 10%: 4.2% |
| Household income or consumption by percentage share: | highest 10%: 22.1% (2014 est.) |
| Distribution of family income - Gini index: | 26.8 (2015 est.) |
| Distribution of family income - Gini index: | 26.8 (2014 est.) |
| Budget: | revenues: 2.886 billion (2017 est.) |
| Budget: | expenditures: 2.947 billion (2017 est.) |
| Budget: | note: National Public Budget |
| Taxes and other revenues: | 30.2% (of GDP) (2017 est.) |
| Budget surplus (+) or deficit (-): | -0.6% (of GDP) (2017 est.) |
| Public debt: | 31.5% of GDP (2017 est.) |
| Public debt: | 35.8% of GDP (2016 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 6.6% (2017 est.) |
| Inflation rate (consumer prices): | 6.4% (2016 est.) |
| Central bank discount rate: | 6.5% (31 December 2017) |
| Central bank discount rate: | 9% (31 December 2016) |
| Central bank discount rate: | note: this is the basic rate on short-term operations |
| Commercial bank prime lending rate: | 10.36% (31 December 2017 est.) |
| Commercial bank prime lending rate: | 14.28% (31 December 2016 est.) |
| Stock of narrow money: | $2.026 billion (31 December 2017 est.) |
| Stock of narrow money: | $1.406 billion (31 December 2016 est.) |
| Stock of broad money: | $2.026 billion (31 December 2017 est.) |
| Stock of broad money: | $1.406 billion (31 December 2016 est.) |
| Stock of domestic credit: | $2.135 billion (31 December 2017 est.) |
| Stock of domestic credit: | $1.942 billion (31 December 2016 est.) |
| Market value of publicly traded shares: | $18.42 million (31 December 2015 est.) |
| Market value of publicly traded shares: | $9.723 million (31 December 2015 est.) |
| Market value of publicly traded shares: | $50.47 million (31 December 2014 est.) |
| Current account balance: | -$602 million (2017 est.) |
| Current account balance: | -$268 million (2016 est.) |
| Exports: | $1.858 billion (2017 est.) |
| Exports: | $2.045 billion (2016 est.) |
| Exports - partners: | Romania 24.6%, Russia 13.7%, Italy 9.1%, Germany 6.2%, Ukraine 5.3%, UK 4.6%, Poland 4.6% (2017) |
| Exports - commodities: | foodstuffs, textiles, machinery |
| Imports: | $4.427 billion (2017 est.) |
| Imports: | $3.635 billion (2016 est.) |
| Imports - commodities: | mineral products and fuel, machinery and equipment, chemicals, textiles |
| Imports - partners: | Romania 15.5%, Ukraine 11.4%, Russia 10.6%, China 10.4%, Germany 8.9%, Italy 6.9%, Turkey 6.1% (2017) |
| Reserves of foreign exchange and gold: | $2.803 billion (31 December 2017 est.) |
| Reserves of foreign exchange and gold: | $2.206 billion (31 December 2016 est.) |
| Debt - external: | $6.549 billion (31 December 2017 est.) |
| Debt - external: | $6.138 billion (31 December 2016 est.) |
| Stock of direct foreign investment - at home: | $3.701 billion (31 December 2017 est.) |
| Stock of direct foreign investment - at home: | $3.581 billion (31 December 2016 est.) |
| Stock of direct foreign investment - abroad: | $252.7 million (31 December 2017) |
| Stock of direct foreign investment - abroad: | $206.1 million (31 December 2016) |
| Exchange rates: | Moldovan lei (MDL) per US dollar - |
| Exchange rates: | 18.49 (2017 est.) |
| Exchange rates: | 19.924 (2016 est.) |
| Exchange rates: | 19.924 (2015 est.) |
| Exchange rates: | 19.83 (2014 est.) |
| Exchange rates: | 14.036 (2013 est.) |
