| Economy | Taiwan |
| GDP (official exchange rate): | $572.6 billion (2017 est.) |
| GDP - real growth rate: | 2.9% (2017 est.) |
| GDP - real growth rate: | 1.4% (2016 est.) |
| GDP - real growth rate: | 0.8% (2015 est.) |
| GDP - per capita (PPP): | $50,500 (2017 est.) |
| GDP - per capita (PPP): | $49,100 (2016 est.) |
| GDP - per capita (PPP): | $48,500 (2015 est.) |
| GDP - per capita (PPP): | note: data are in 2017 dollars |
| Gross national saving: | 34.9% of GDP (2017 est.) |
| Gross national saving: | 35.5% of GDP (2016 est.) |
| Gross national saving: | 36.3% of GDP (2015 est.) |
| GDP - composition, by end use: | household consumption: 53% (2017 est.) |
| GDP - composition, by end use: | government consumption: 14.1% (2017 est.) |
| GDP - composition, by end use: | investment in fixed capital: 20.5% (2017 est.) |
| GDP - composition, by end use: | investment in inventories: -0.2% (2017 est.) |
| GDP - composition, by end use: | exports of goods and services: 65.2% (2017 est.) |
| GDP - composition, by end use: | imports of goods and services: -52.6% (2017 est.) |
| GDP - composition, by sector of origin: | agriculture: 1.8% (2017 est.) |
| GDP - composition, by sector of origin: | industry: 36% (2017 est.) |
| GDP - composition, by sector of origin: | services: 62.1% (2017 est.) |
| Agriculture - products: | rice, vegetables, fruit, tea, flowers; pigs, poultry; fish |
| Industries: | electronics, communications and information technology products, petroleum refining, chemicals, textiles, iron and steel, machinery, cement, food processing, vehicles, consumer products, pharmaceuticals |
| Industrial production growth rate: | 3.9% (2017 est.) |
| Labor force: | 11.78 million (2017 est.) |
| Labor force - by occupation: | agriculture: 4.9% |
| Labor force - by occupation: | industry: 35.9% |
| Labor force - by occupation: | services: 59.2% (2016 est.) |
| Unemployment rate: | 3.8% (2017 est.) |
| Unemployment rate: | 3.9% (2016 est.) |
| Population below poverty line: | 1.5% (2012 est.) |
| Household income or consumption by percentage share: | lowest 10%: 6.4% (2010) |
| Household income or consumption by percentage share: | highest 10%: 40.3% (2010) |
| Distribution of family income - Gini index: | 33.6 (2014) |
| Distribution of family income - Gini index: | 32.6 (2000) |
| Budget: | revenues: 91.62 billion (2017 est.) |
| Budget: | expenditures: 92.03 billion (2017 est.) |
| Taxes and other revenues: | 16% (of GDP) (2017 est.) |
| Budget surplus (+) or deficit (-): | -0.1% (of GDP) (2017 est.) |
| Public debt: | 35.7% of GDP (2017 est.) |
| Public debt: | 36.2% of GDP (2016 est.) |
| Public debt: | note: data for central government |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 1.1% (2017 est.) |
| Inflation rate (consumer prices): | 1% (2016 est.) |
| Central bank discount rate: | 1.38% (31 December 2016) |
| Central bank discount rate: | 1.63% (31 December 2015) |
| Commercial bank prime lending rate: | 2.63% (31 December 2017 est.) |
| Commercial bank prime lending rate: | 2.63% (31 December 2016 est.) |
| Stock of narrow money: | $560.9 billion (31 December 2017 est.) |
| Stock of narrow money: | $501.2 billion (31 December 2016 est.) |
| Stock of broad money: | $560.9 billion (31 December 2017 est.) |
| Stock of broad money: | $501.2 billion (31 December 2016 est.) |
| Stock of domestic credit: | $880.8 billion (31 December 2017 est.) |
| Stock of domestic credit: | $778.3 billion (31 December 2016 est.) |
| Market value of publicly traded shares: | $851.2 billion (31 December 2016) |
| Market value of publicly traded shares: | $742.5 billion (31 December 2015) |
| Market value of publicly traded shares: | $848.3 billion (31 December 2014) |
| Current account balance: | $82.88 billion (2017 est.) |
| Current account balance: | $72.78 billion (2016 est.) |
| Exports: | $349.8 billion (2017 est.) |
| Exports: | $310.4 billion (2016 est.) |
| Exports - partners: | China 28.8%, Hong Kong 12.4%, US 11.8%, Japan 6.9%, Singapore 5.2%, South Korea 4.8% (2018) |
| Exports - commodities: | semiconductors, petrochemicals, automobile/auto parts, ships, wireless communication equipment, flat display displays, steel, electronics, plastics, computers |
| Imports: | $259 billion (2017 est.) |
| Imports: | $239.3 billion (2016 est.) |
| Imports - commodities: | oil/petroleum, semiconductors, natural gas, coal, steel, computers, wireless communication equipment, automobiles, fine chemicals, textiles |
| Imports - partners: | China 19.3%, Japan 16.2%, ASEAN 12%, US 11.7%, EU 10%, South Korea 6.5% (2017) |
| Reserves of foreign exchange and gold: | $456.7 billion (31 December 2017 est.) |
| Reserves of foreign exchange and gold: | $439 billion (31 December 2016 est.) |
| Debt - external: | $181.9 billion (31 December 2017 est.) |
| Debt - external: | $172.2 billion (31 December 2016 est.) |
| Stock of direct foreign investment - at home: | $78.3 billion (31 December 2017 est.) |
| Stock of direct foreign investment - at home: | $80.68 billion (31 December 2016 est.) |
| Stock of direct foreign investment - abroad: | $332.4 billion (31 December 2017 est.) |
| Stock of direct foreign investment - abroad: | $354 billion (31 December 2016 est.) |
| Exchange rates: | New Taiwan dollars (TWD) per US dollar - |
| Exchange rates: | 30.68 (2017 est.) |
| Exchange rates: | 32.325 (2016 est.) |
| Exchange rates: | 32.325 (2015 est.) |
| Exchange rates: | 31.911 (2014 est.) |
| Exchange rates: | 30.363 (2013 est.) |
