| Economy | TAIWAN |
| Imports: | $318.8 billion (2014 est.) |
| Imports - commodities: | oil/petroleum, semiconductors, natural gas, coal, steel, computers, wireless communication equipment, automobiles, fine chemicals, textiles |
| Imports - partners: | Japan 17.6%, China 16.1%, US 9.5% (2012 est.) |
| Reserves of foreign exchange and gold: | $430.7 billion (31 December 2015 est.) |
| Reserves of foreign exchange and gold: | $423.9 billion (31 December 2014 est.) |
| Debt - external: | $159 billion (31 December 2015 est.) |
| Debt - external: | $177.9 billion (31 December 2014 est.) |
| Stock of direct foreign investment - at home: | $72.34 billion (31 December 2015 est.) |
| Stock of direct foreign investment - at home: | $69.93 billion (31 December 2014 est.) |
| Stock of direct foreign investment - abroad: | $336.1 billion (31 December 2015 est.) |
| Stock of direct foreign investment - abroad: | $321.4 billion (31 December 2014 est.) |
| Exchange rates: | New Taiwan dollars (TWD) per US dollar - |
| Exchange rates: | 31.911 (2015 est.) |
| Exchange rates: | 30.363 (2014 est.) |
| Exchange rates: | 30.363 (2013 est.) |
| Exchange rates: | 29.62 (2012 est.) |
| Exchange rates: | 29.47 (2011 est.) |
