| Economy | CONGO, DEMOCRATIC REPUBLIC OF THE |
| GDP - composition, by end use: | imports of goods and services: -38.9% |
| GDP - composition, by end use: | (2014 est.) |
| GDP - composition, by sector of origin: | agriculture: 21.2% |
| GDP - composition, by sector of origin: | industry: 33.2% |
| GDP - composition, by sector of origin: | services: 45.7% (2014 est.) |
| Agriculture - products: | coffee, sugar, palm oil, rubber, tea, cotton, cocoa, quinine, cassava (manioc, tapioca), bananas, plantains, peanuts, root crops, corn, fruits; wood products |
| Industries: | mining (copper, cobalt, gold, diamonds, coltan, zinc, tin, tungsten), mineral processing, consumer products (textiles, plastics, footwear, cigarettes), metal products, processed foods and beverages, timber, cement, commercial ship repair |
| Industrial production growth rate: | 9.2% (2014 est.) |
| Labor force: | 27.61 million (2014 est.) |
| Labor force - by occupation: | agriculture: NA% |
| Labor force - by occupation: | industry: NA% |
| Labor force - by occupation: | services: NA% |
| Unemployment rate: | NA% |
| Population below poverty line: | 63% (2012 est.) |
| Household income or consumption by percentage share: | lowest 10%: 2.3% |
| Household income or consumption by percentage share: | highest 10%: 34.7% (2006) |
| Budget: | revenues: $5.806 billion |
| Budget: | expenditures: $6.385 billion (2014 est.) |
| Taxes and other revenues: | 16.2% of GDP (2014 est.) |
| Budget surplus (+) or deficit (-): | -1.6% of GDP (2014 est.) |
| Public debt: | 21.5% of GDP (2014 est.) |
| Public debt: | 21.1% of GDP (2013 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 1% (2014 est.) |
| Inflation rate (consumer prices): | 0.8% (2013 est.) |
| Central bank discount rate: | 4% (31 December 2012) |
| Central bank discount rate: | 20% (31 December 2011) |
| Commercial bank prime lending rate: | 18.69% (31 December 2014 est.) |
| Commercial bank prime lending rate: | 19.38% (31 December 2013 est.) |
| Stock of narrow money: | $1.284 billion (31 December 2014 est.) |
| Stock of narrow money: | $1.137 billion (31 December 2013 est.) |
| Stock of broad money: | $4.402 billion (31 December 2014 est.) |
| Stock of broad money: | $3.774 billion (31 December 2013 est.) |
| Stock of domestic credit: | $2.607 billion (31 December 2014 est.) |
| Stock of domestic credit: | $2.212 billion (31 December 2013 est.) |
| Market value of publicly traded shares: | $NA |
| Current account balance: | -$3.291 billion (2014 est.) |
| Current account balance: | -$3.479 billion (2013 est.) |
| Exports: | $12.98 billion (2014 est.) |
| Exports: | $11.61 billion (2013 est.) |
| Exports - commodities: | diamonds, copper, gold, cobalt, wood products, crude oil, coffee |
| Exports - partners: | China 39.3%, Zambia 24.7%, Italy 8.6%, Belgium 4.4% (2014) |
| Imports: | $11.98 billion (2014 est.) |
| Imports: | $10.81 billion (2013 est.) |
| Imports - commodities: | foodstuffs, mining and other machinery, transport equipment, fuels |
| Imports - partners: | China 19.6%, South Africa 17.9%, Zambia 15.9%, Belgium 6.1%, Zimbabwe 4.9% (2014) |
| Reserves of foreign exchange and gold: | $1.443 billion (31 December 2015 est.) |
| Reserves of foreign exchange and gold: | $1.557 billion (31 December 2014 est.) |
| Debt - external: | $6.562 billion (31 December 2014 est.) |
| Debt - external: | $6.082 billion (31 December 2013 est.) |
| Exchange rates: | Congolese francs (CDF) per US dollar - |
| Exchange rates: | 925.23 (2014 est.) |
| Exchange rates: | 925.23 (2013 est.) |
| Exchange rates: | 920.25 (2012 est.) |
| Exchange rates: | 899 (2011 est.) |
| Exchange rates: | 905.91 (2010 est.) |
