| Economy | Ghana |
| Household income or consumption by percentage share: | lowest 10%: 2% |
| Household income or consumption by percentage share: | highest 10%: 32.8% (2006) |
| Distribution of family income - Gini index: | 39.4 (2005-06) |
| Distribution of family income - Gini index: | 40.7 (1999) |
| Budget: | revenues: $9.282 billion |
| Budget: | expenditures: $14.13 billion (2012 est.) |
| Taxes and other revenues: | 23.3% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | -12.2% of GDP (2012 est.) |
| Public debt: | 50% of GDP (2012 est.) |
| Public debt: | 41.8% of GDP (2011 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 9.2% (2012 est.) |
| Inflation rate (consumer prices): | 8.7% (2011 est.) |
| Central bank discount rate: | 18% (31 December 2009) |
| Central bank discount rate: | 17% (31 December 2008) |
| Commercial bank prime lending rate: | 22.8% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 18.2% (31 December 2011 est.) |
| Stock of narrow money: | $6.153 billion (31 December 2012 est.) |
| Stock of narrow money: | $5.925 billion (31 December 2011 est.) |
| Stock of broad money: | $11.56 billion (31 December 2012 est.) |
| Stock of broad money: | $11.79 billion (31 December 2011 est.) |
| Stock of domestic credit: | $12.56 billion (31 December 2012 est.) |
| Stock of domestic credit: | $10.6 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $3.097 billion (31 December 2011) |
| Market value of publicly traded shares: | $3.531 billion (31 December 2010) |
| Market value of publicly traded shares: | $2.508 billion (31 December 2009) |
| Current account balance: | $-4.778 billion (2012 est.) |
| Current account balance: | $-3.504 billion (2011 est.) |
| Exports: | $13.54 billion (2012 est.) |
| Exports: | $12.79 billion (2011 est.) |
| Exports - commodities: | oil, gold, cocoa, timber, tuna, bauxite, aluminum, manganese ore, diamonds, horticultural products |
| Exports - partners: | France 13.6%, Italy 12.4%, Netherlands 8.9%, China 7.4%, Germany 4.3% (2012) |
| Imports: | $17.76 billion (2012 est.) |
| Imports: | $15.84 billion (2011 est.) |
| Imports - commodities: | capital equipment, petroleum, foodstuffs |
| Imports - partners: | China 25.6%, Nigeria 11%, US 7%, Netherlands 6.2%, Singapore 4.5%, UK 4.1%, India 4% (2012) |
| Reserves of foreign exchange and gold: | $5.705 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $5.805 billion (31 December 2011 est.) |
| Debt - external: | $12.64 billion (31 December 2012 est.) |
| Debt - external: | $11.29 billion (31 December 2011 est.) |
| Stock of direct foreign investment - at home: | $NA |
| Stock of direct foreign investment - abroad: | $NA |
| Exchange rates: | cedis (GHC) per US dollar - |
| Exchange rates: | 1.8 (2012 est.) |
| Exchange rates: | 1.51 (2011 est.) |
| Exchange rates: | 1.43 (2010 est.) |
| Exchange rates: | 1.41 (2009) |
| Exchange rates: | 1.1 (2008) |
