| Economy | INDIA |
| Gross national saving: | 30.2% of GDP (2014 est.) |
| Gross national saving: | 30.8% of GDP (2013 est.) |
| Gross national saving: | 31.5% of GDP (2012 est.) |
| GDP - composition, by end use: | household consumption: 60% |
| GDP - composition, by end use: | government consumption: 11.4% |
| GDP - composition, by end use: | investment in fixed capital: 28.7% |
| GDP - composition, by end use: | investment in inventories: 2.2% |
| GDP - composition, by end use: | exports of goods and services: 23.2% |
| GDP - composition, by end use: | imports of goods and services: -25.5% |
| GDP - composition, by end use: | (2014 est.) |
| GDP - composition, by sector of origin: | agriculture: 17% |
| GDP - composition, by sector of origin: | industry: 30% |
| GDP - composition, by sector of origin: | services: 53% (2014 est.) |
| Agriculture - products: | rice, wheat, oilseed, cotton, jute, tea, sugarcane, lentils, onions, potatoes; dairy products, sheep, goats, poultry; fish |
| Industries: | textiles, chemicals, food processing, steel, transportation equipment, cement, mining, petroleum, machinery, software, pharmaceuticals |
| Industrial production growth rate: | 6.1% (2014 est.) |
| Labor force: | 492.4 million (2014 est.) |
| Labor force - by occupation: | agriculture: 49% |
| Labor force - by occupation: | industry: 20% |
| Labor force - by occupation: | services: 31% (2012 est.) |
| Unemployment rate: | 7.3% (2014 est.) |
| Unemployment rate: | 8.2% (2013 est.) |
| Population below poverty line: | 29.8% (2010 est.) |
| Household income or consumption by percentage share: | lowest 10%: 3.6% |
| Household income or consumption by percentage share: | highest 10%: 31.1% (2005) |
| Distribution of family income - Gini index: | 33.6 (2012) |
| Distribution of family income - Gini index: | 37.8 (1997) |
| Budget: | revenues: $187.3 billion |
| Budget: | expenditures: $269.5 billion (2014 est.) |
| Taxes and other revenues: | 9.1% of GDP (2014 est.) |
| Budget surplus (+) or deficit (-): | -4% of GDP (2014 est.) |
| Public debt: | 51.7% of GDP (2014 est.) |
| Public debt: | 51.7% of GDP (2013 est.) |
| Public debt: | note: data cover central government debt, and exclude debt instruments issued (or owned) by government entities other than the treasury; the data include treasury debt held by foreign entities; the data exclude debt issued by subnational entities, as well as intra-governmental debt; intra-governmental debt consists of treasury borrowings from surpluses in the social funds, such as for retirement, medical care, and unemployment; debt instruments for the social funds are not sold at public auctions |
| Fiscal year: | 1 April - 31 March |
| Inflation rate (consumer prices): | 5.9% (2014 est.) |
| Inflation rate (consumer prices): | 10% (2013 est.) |
| Central bank discount rate: | 7.75% (31 December 2014) |
| Central bank discount rate: | 7.75% (31 December 2013) |
| Central bank discount rate: | note: this is the Indian central bank's policy rate - the repurchase rate |
| Commercial bank prime lending rate: | 10.25% (31 December 2014 est.) |
| Commercial bank prime lending rate: | 10.29% (31 December 2013 est.) |
| Stock of narrow money: | $345.6 billion (31 December 2014 est.) |
| Stock of narrow money: | $321.5 billion (31 December 2013 est.) |
| Stock of broad money: | $1.612 trillion (31 December 2014 est.) |
| Stock of broad money: | $1.49 trillion (31 December 2013 est.) |
| Stock of domestic credit: | $1.494 trillion (31 December 2014 est.) |
| Stock of domestic credit: | $1.414 trillion (31 December 2013 est.) |
| Market value of publicly traded shares: | $1.263 trillion (31 December 2012 est.) |
| Market value of publicly traded shares: | $1.015 trillion (31 December 2011) |
| Market value of publicly traded shares: | $1.616 trillion (31 December 2010 est.) |
| Current account balance: | -$27.53 billion (2014 est.) |
| Current account balance: | -$32.4 billion (2013 est.) |
| Exports: | $329.6 billion (2014 est.) |
| Exports: | $319.7 billion (2013 est.) |
| Exports - commodities: | petroleum products, precious stones, vehicles, machinery, iron and steel, chemicals, pharmaceutical products, cereals, apparel |
| Exports - partners: | US 13.4%, UAE 10.4%, Hong Kong 4.3%, China 4.2%, Saudi Arabia 4% (2014) |
| Imports: | $472.8 billion (2014 est.) |
| Imports: | $482.3 billion (2013 est.) |
| Imports - commodities: | crude oil, precious stones, machinery, chemicals, fertilizer, plastics, iron and steel |
| Imports - partners: | China 12.7%, Saudi Arabia 7.1%, UAE 5.9%, US 4.6%, Switzerland 4.6% (2014) |
| Reserves of foreign exchange and gold: | $322.8 billion (31 December 2014 est.) |
| Reserves of foreign exchange and gold: | $296.2 billion (31 December 2013 est.) |
| Debt - external: | $440.9 billion (31 December 2014 est.) |
| Debt - external: | $427.6 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $252.1 billion (31 December 2014 est.) |
| Stock of direct foreign investment - at home: | $226.5 billion (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $129.8 billion (31 December 2014 est.) |
| Stock of direct foreign investment - abroad: | $119.8 billion (31 December 2013 est.) |
| Exchange rates: | Indian rupees (INR) per US dollar - |
| Exchange rates: | 61.03 (2014 est.) |
| Exchange rates: | 61.03 (2013 est.) |
| Exchange rates: | 53.44 (2012 est.) |
| Exchange rates: | 46.671 (2011 est.) |
| Exchange rates: | 45.726 (2010 est.) |
