| Economy | AZERBAIJAN |
| GDP - composition, by end use: | exports of goods and services: 43.3% |
| GDP - composition, by end use: | imports of goods and services: -26.2% |
| GDP - composition, by end use: | (2014 est.) |
| GDP - composition, by sector of origin: | agriculture: 5.7% |
| GDP - composition, by sector of origin: | industry: 58.3% |
| GDP - composition, by sector of origin: | services: 36% (2014 est.) |
| Agriculture - products: | fruit, vegetables, grain, rice, grapes, tea, cotton, tobacco; cattle, pigs, sheep, goats |
| Industries: | petroleum and petroleum products, natural gas, oilfield equipment; steel, iron ore; cement; chemicals and petrochemicals; textiles |
| Industrial production growth rate: | 0.3% (2014 est.) |
| Labor force: | 4.841 million (2014 est.) |
| Labor force - by occupation: | agriculture: 38.3% |
| Labor force - by occupation: | industry: 12.1% |
| Labor force - by occupation: | services: 49.6% (2008) |
| Unemployment rate: | 5.4% (2014 est.) |
| Unemployment rate: | 5% (2013 est.) |
| Population below poverty line: | 6% (2012 est.) |
| Household income or consumption by percentage share: | lowest 10%: 3.4% |
| Household income or consumption by percentage share: | highest 10%: 27.4% (2008) |
| Distribution of family income - Gini index: | 33.7 (2008) |
| Distribution of family income - Gini index: | 36.5 (2001) |
| Budget: | revenues: $23.46 billion |
| Budget: | expenditures: $23.84 billion (2014 est.) |
| Taxes and other revenues: | 31.6% of GDP (2014 est.) |
| Budget surplus (+) or deficit (-): | -0.5% of GDP (2014 est.) |
| Public debt: | 8.9% of GDP (2014 est.) |
| Public debt: | 8.5% of GDP (2013 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 1.4% (2014 est.) |
| Inflation rate (consumer prices): | 2.4% (2013 est.) |
| Central bank discount rate: | 5% (31 December 2012) |
| Central bank discount rate: | 5.25% (31 December 2011) |
| Central bank discount rate: | note: this is the Refinancing Rate, the key policy rate for the National Bank of Azerbaijan |
| Commercial bank prime lending rate: | 14.19% (31 December 2014 est.) |
| Commercial bank prime lending rate: | 14.43% (31 December 2013 est.) |
| Stock of narrow money: | $16.36 billion (31 December 2014 est.) |
| Stock of narrow money: | $16.24 billion (31 December 2013 est.) |
| Stock of broad money: | $24.18 billion (31 December 2014 est.) |
| Stock of broad money: | $20.95 billion (31 December 2013 est.) |
| Stock of domestic credit: | $25.38 billion (31 December 2014 est.) |
| Stock of domestic credit: | $18.76 billion (31 December 2013 est.) |
| Market value of publicly traded shares: | $NA |
| Current account balance: | $10.43 billion (2014 est.) |
| Current account balance: | $12.05 billion (2013 est.) |
| Exports: | $28.26 billion (2014 est.) |
| Exports: | $31.7 billion (2013 est.) |
| Exports - commodities: | oil and gas 90%, machinery, foodstuffs, cotton |
| Exports - partners: | Italy 22%, Indonesia 9.2%, Germany 8.8%, Israel 8.1%, France 7% (2014) |
| Imports: | $9.332 billion (2014 est.) |
| Imports: | $10.32 billion (2013 est.) |
| Imports - commodities: | machinery and equipment, foodstuffs, metals, chemicals |
| Imports - partners: | Russia 14.3%, Turkey 14%, UK 10.7%, Germany 7.7%, China 7.6%, US 6.1%, Ukraine 4.6% (2014) |
| Reserves of foreign exchange and gold: | $15.55 billion (31 December 2014 est.) |
| Reserves of foreign exchange and gold: | $15.01 billion (31 December 2013 est.) |
| Debt - external: | $9.833 billion (31 December 2014 est.) |
| Debt - external: | $9.219 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $59.02 billion (31 December 2014 est.) |
| Stock of direct foreign investment - at home: | $50.97 billion (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $11.22 billion (31 December 2014 est.) |
| Stock of direct foreign investment - abroad: | $9.007 billion (31 December 2013 est.) |
| Exchange rates: | Azerbaijani manats (AZN) per US dollar - |
| Exchange rates: | 0.7844 (2014 est.) |
| Exchange rates: | 0.7844 (2013 est.) |
| Exchange rates: | 0.79 (2012 est.) |
| Exchange rates: | 0.7897 (2011 est.) |
| Exchange rates: | 0.8027 (2010 est.) |
