| Economy | GERMANY |
| Stock of narrow money: | note: see entry for the European Union for money supply for the entire euro area; the European Central Bank (ECB) controls monetary policy for the 18 members of the Economic and Monetary Union (EMU); individual members of the EMU do not control the quantity of money circulating within their own borders |
| Stock of broad money: | $4.347 trillion (31 December 2014 est.) |
| Stock of broad money: | $4.451 trillion (31 December 2013 est.) |
| Stock of domestic credit: | $4.209 trillion (31 December 2014 est.) |
| Stock of domestic credit: | $4.323 trillion (31 December 2013 est.) |
| Market value of publicly traded shares: | $1.486 trillion (31 December 2012 est.) |
| Market value of publicly traded shares: | $1.184 trillion (31 December 2011) |
| Market value of publicly traded shares: | $1.43 trillion (31 December 2010 est.) |
| Current account balance: | $287.5 billion (2014 est.) |
| Current account balance: | $274 billion (2013 est.) |
| Exports: | $1.547 trillion (2014 est.) |
| Exports: | $1.506 trillion (2013 est.) |
| Exports - commodities: | motor vehicles, machinery, chemicals, computer and electronic products, electrical equipment, pharmaceuticals, metals, transport equipment, foodstuffs, textiles, rubber and plastic products |
| Exports - partners: | France 9.6%, UK 7.9%, US 6.9%, Netherlands 6.9%, China 5.8%, Austria 5.3%, Italy 5.1%, Poland 4.5%, Switzerland 4.3% (2014) |
| Imports: | $1.319 trillion (2014 est.) |
| Imports: | $1.249 trillion (2013 est.) |
| Imports - commodities: | machinery, data processing equipment, vehicles, chemicals, oil and gas, metals, electric equipment, pharmaceuticals, foodstuffs, agricultural products |
| Imports - partners: | Netherlands 13.8%, France 8%, China 6.6%, Belgium 6.3%, Italy 5.4%, UK 4.8%, Poland 4.6%, Czech Republic 4.4%, Austria 4.3%, Switzerland 4.1% (2014) |
| Reserves of foreign exchange and gold: | $198.2 billion (31 December 2013 est.) |
| Debt - external: | $5.717 trillion (31 December 2012 est.) |
| Debt - external: | $5.338 trillion (31 December 2011) |
| Stock of direct foreign investment - at home: | $1.424 trillion (31 December 2014 est.) |
| Stock of direct foreign investment - at home: | $1.384 trillion (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $2.048 trillion (31 December 2014 est.) |
| Stock of direct foreign investment - abroad: | $1.971 trillion (31 December 2013 est.) |
| Exchange rates: | euros (EUR) per US dollar - |
| Exchange rates: | 0.7489 (2014 est.) |
| Exchange rates: | 0.7634 (2013 est.) |
| Exchange rates: | 0.78 (2012 est.) |
| Exchange rates: | 0.7185 (2011 est.) |
| Exchange rates: | 0.755 (2010 est.) |
