| Economy | Cyprus |
| Imports: | $7.957 billion (2007 est.) |
| Imports - commodities: | consumer goods, petroleum and lubricants, intermediate goods, machinery, transport equipment |
| Imports - partners: | Greece 16.9%, Italy 10.7%, UK 8.7%, Germany 8.3%, Israel 8.2%, China 5.3%, Netherlands 4.1%, France 4% (2008) |
| Reserves of foreign exchange and gold: | $1.003 billion (31 December 2008 est.) |
| Reserves of foreign exchange and gold: | $6.507 billion (31 December 2007 est.) |
| Debt - external: | $32.86 billion (31 December 2008 est.) |
| Debt - external: | $26.97 billion (31 December 2007 est.) |
| Stock of direct foreign investment - at home: | $15.69 billion (31 December 2008 est.) |
| Stock of direct foreign investment - at home: | $13.83 billion (31 December 2007 est.) |
| Stock of direct foreign investment - abroad: | $7.097 billion (31 December 2008 est.) |
| Stock of direct foreign investment - abroad: | $5.591 billion (31 December 2007 est.) |
| Exchange rates: | euros (EUR) per US dollar - 0.6827 (2008 est.), Cypriot pounds (CYP) per US dollar - 0.4286 (2007), 0.4586 (2006), 0.4641 (2005), 0.4686 (2004) |
| Economy of the area administered by Turkish Cypriots: | Economy - overview: The Turkish Cypriot economy has roughly 40% of the per capita GDP of the south, and economic growth tends to be volatile, given the north's relative isolation, bloated public sector, reliance on the Turkish lira, and small market size. Agriculture and services, together, employ more than half of the work force. The Turkish Cypriot economy grew around 10.6% in 2006, fueled by growth in the construction and education sectors, as well as increased employment of Turkish Cypriots in the area under government control. GDP declined about 2.0% in 2007. The Turkish Cypriots are heavily dependent on transfers from the Turkish Government. Ankara directly finances about one-third of the "TRNC's" budget. Aid from Turkey has exceeded $400 million annually in recent years. The Turkish Cypriot economy probably will experience a sharp slowdown in 2008-2009 due to the global financial crisis, because the Turkish Cypriot financial sector is dominated by mainland Turkish banks, and because of its reliance on British and Turkish tourism, which has declined due to the recession. |
| Economy of the area administered by Turkish Cypriots: | GDP (purchasing power parity): $1.829 billion (2007 est.) |
| Economy of the area administered by Turkish Cypriots: | GDP - real growth rate: -2% (2007 est.) |
| Economy of the area administered by Turkish Cypriots: | GDP - per capita: $11,700 (2007 est.) |
| Economy of the area administered by Turkish Cypriots: | GDP - composition by sector: agriculture: 8.6%, industry: 22.5%, services: 69.1% (2006 est.) |
| Economy of the area administered by Turkish Cypriots: | Labor force: 95,030 (2007 est.) |
| Economy of the area administered by Turkish Cypriots: | Labor force - by occupation: agriculture: 14.5%, industry: 29%, services: 56.5% (2004) |
| Economy of the area administered by Turkish Cypriots: | Unemployment rate: 9.4% (2005 est.) |
| Economy of the area administered by Turkish Cypriots: | Population below poverty line: %NA |
| Economy of the area administered by Turkish Cypriots: | Inflation rate: 11.4% (2006) |
| Economy of the area administered by Turkish Cypriots: | Budget: revenues: $2.5 billion, expenditures: $2.5 billion (2006) |
| Economy of the area administered by Turkish Cypriots: | Agriculture - products: citrus fruit, dairy, potatoes, grapes, olives, poultry, lamb |
| Economy of the area administered by Turkish Cypriots: | Industries: foodstuffs, textiles, clothing, ship repair, clay, gypsum, copper, furniture |
| Economy of the area administered by Turkish Cypriots: | Industrial production growth rate: -0.3% (2007 est.) |
| Economy of the area administered by Turkish Cypriots: | Electricity production: 998.9 million kWh (2005) |
| Economy of the area administered by Turkish Cypriots: | Electricity consumption: 797.9 million kWh (2005) |
| Economy of the area administered by Turkish Cypriots: | Exports: $68.1 million, f.o.b. (2007 est.) |
| Economy of the area administered by Turkish Cypriots: | Export - commodities: citrus, dairy, potatoes, textiles |
| Economy of the area administered by Turkish Cypriots: | Export - partners: Turkey 40%; direct trade between the area administered by Turkish Cypriots and the area under government control remains limited |
| Economy of the area administered by Turkish Cypriots: | Imports: $1.2 billion, f.o.b. (2007 est.) |
| Economy of the area administered by Turkish Cypriots: | Import - commodities: vehicles, fuel, cigarettes, food, minerals, chemicals, machinery |
| Economy of the area administered by Turkish Cypriots: | Import - partners: Turkey 60%; direct trade between the area administered by Turkish Cypriots and the area under government control remains limited |
| Economy of the area administered by Turkish Cypriots: | Reserves of foreign exchange and gold: $NA |
| Economy of the area administered by Turkish Cypriots: | Debt - external: $NA |
| Economy of the area administered by Turkish Cypriots: | Currency (code): Turkish new lira (YTL) |
| Economy of the area administered by Turkish Cypriots: | Exchange rates: Turkish new lira per US dollar: 1.319 (2007) 1.4286 (2006) 1.3436 (2005) 1.4255 (2004) 1.5009 (2003) |
