| Economy | Kosovo |
| GDP - composition, by end use: | government consumption: 13.6% (2017 est.) |
| GDP - composition, by end use: | investment in fixed capital: 29% (2017 est.) |
| GDP - composition, by end use: | investment in inventories: 0% (2016 est.) |
| GDP - composition, by end use: | exports of goods and services: 27% (2017 est.) |
| GDP - composition, by end use: | imports of goods and services: -53.8% (2017 est.) |
| Ease of Doing Business Index scores: | 95.9 (2020) |
| Agriculture - products: | wheat, corn, berries, potatoes, peppers, fruit; dairy, livestock; fish |
| Industries: | mineral mining, construction materials, base metals, leather, machinery, appliances, foodstuffs and beverages, textiles |
| Industrial production growth rate: | 1.2% (2016 est.) |
| Labor force: | 500,300 (2017 est.) |
| Labor force: | note: includes those estimated to be employed in the gray economy |
| Labor force - by occupation: | agriculture: 4.4% |
| Labor force - by occupation: | industry: 17.4% |
| Labor force - by occupation: | services: 78.2% (2017 est.) |
| Unemployment rate: | 30.5% (2017 est.) |
| Unemployment rate: | 27.5% (2016 est.) |
| Unemployment rate: | note: Kosovo has a large informal sector that may not be reflected in these data |
| Population below poverty line: | 17.6% (2015 est.) |
| Household income or consumption by percentage share: | lowest 10%: 3.8% |
| Household income or consumption by percentage share: | highest 10%: 22% (2015 est.) |
| Budget: | revenues: 2.054 billion (2017 est.) |
| Budget: | expenditures: 2.203 billion (2017 est.) |
| Taxes and other revenues: | 29% (of GDP) (2017 est.) |
| Budget surplus (+) or deficit (-): | -2.1% (of GDP) (2017 est.) |
| Public debt: | 21.2% of GDP (2017 est.) |
| Public debt: | 19.4% of GDP (2016 est.) |
| Current account balance: | -$467 million (2017 est.) |
| Current account balance: | -$533 million (2016 est.) |
| Exports: | $428 million (2017 est.) |
| Exports: | $340 million (2016 est.) |
| Exports - partners: | Albania 16%, India 14%, North Macedonia 12.1%, Serbia 10.6%, Switzerland 5.6%, Germany 5.4% (2017) |
| Exports - commodities: | mining and processed metal products, scrap metals, leather products, machinery, appliances, prepared foodstuffs, beverages and tobacco, vegetable products, textiles and apparel |
| Imports: | $3.223 billion (2017 est.) |
| Imports: | $2.876 billion (2016 est.) |
| Imports - commodities: | foodstuffs, livestock, wood, petroleum, chemicals, machinery, minerals, textiles, stone, ceramic and glass products, electrical equipment |
| Imports - partners: | Germany 12.4%, Serbia 12.3%, Turkey 9.6%, China 9.1%, Italy 6.4%, North Macedonia 5.1%, Albania 5%, Greece 4.4% (2017) |
| Reserves of foreign exchange and gold: | $683.9 million (31 December 2016 est.) |
| Reserves of foreign exchange and gold: | $708.7 million (31 December 2015 est.) |
| Debt - external: | $506 million (31 December 2017 est.) |
| Debt - external: | $448 million (31 December 2016 est.) |
| Exchange rates: | euros (EUR) per US dollar - |
| Exchange rates: | 0.885 (2017 est.) |
| Exchange rates: | 0.903 (2016 est.) |
| Exchange rates: | 0.9214 (2015 est.) |
| Exchange rates: | 0.885 (2014 est.) |
| Exchange rates: | 0.7634 (2013 est.) |
