| Economy | Bosnia and Herzegovina |
| GDP - per capita (PPP): | $8,100 (2012 est.) |
| GDP - per capita (PPP): | $8,200 (2011 est.) |
| GDP - per capita (PPP): | $8,100 (2010 est.) |
| GDP - per capita (PPP): | note: data are in 2012 US dollars |
| GDP - composition, by end use: | household consumption: 82.1% |
| GDP - composition, by end use: | government consumption: 22.1% |
| GDP - composition, by end use: | investment in fixed capital: 17.7% |
| GDP - composition, by end use: | investment in inventories: 1.5% |
| GDP - composition, by end use: | exports of goods and services: 29% |
| GDP - composition, by end use: | imports of goods and services: -52.4% |
| GDP - composition, by end use: | (2012 est.) |
| GDP - composition, by sector of origin: | agriculture: 7.4% |
| GDP - composition, by sector of origin: | industry: 25.5% |
| GDP - composition, by sector of origin: | services: 67.1% (2012 est.) |
| Agriculture - products: | wheat, corn, fruits, vegetables; livestock |
| Industries: | steel, coal, iron ore, lead, zinc, manganese, bauxite, aluminum, vehicle assembly, textiles, tobacco products, wooden furniture, ammunition, domestic appliances, oil refining |
| Industrial production growth rate: | 3% (2012 est.) |
| Labor force: | 1.49 million (2012 est.) |
| Labor force - by occupation: | agriculture: 20.5% |
| Labor force - by occupation: | industry: 32.6% |
| Labor force - by occupation: | services: 47% (2008) |
| Unemployment rate: | 44.1% (2012 est.) |
| Unemployment rate: | 43.3% (2011 est.) |
| Unemployment rate: | note: official rate; actual rate is lower as many technically unemployed persons work in the gray economy |
| Population below poverty line: | 18.6% (2007 est.) |
| Household income or consumption by percentage share: | lowest 10%: 2.7% |
| Household income or consumption by percentage share: | highest 10%: 27.3% (2007) |
| Distribution of family income - Gini index: | 36.2 (2007) |
| Budget: | revenues: $8.213 billion |
| Budget: | expenditures: $8.714 billion (2012 est.) |
| Taxes and other revenues: | 48.1% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | -2.9% of GDP (2012 est.) |
| Public debt: | 43.8% of GDP (2012 est.) |
| Public debt: | 40.6% of GDP (2011 est.) |
| Public debt: | note: data cover general government debt, and includes debt instruments issued (or owned) by government entities other than the treasury; the data include treasury debt held by foreign entities; the data include debt issued by subnational entities, as well as intra-governmental debt; intra-governmental debt consists of treasury borrowings from surpluses in the social funds, such as for retirement, medical care, and unemployment; debt instruments for the social funds are not sold at public auctions. |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 2.1% (2012 est.) |
| Inflation rate (consumer prices): | 3.7% (2011 est.) |
| Commercial bank prime lending rate: | 6.73% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 7.14% (31 December 2011 est.) |
| Stock of narrow money: | $4.123 billion (31 December 2012 est.) |
| Stock of narrow money: | $4.092 billion (31 December 2011 est.) |
| Stock of broad money: | $9.577 billion (31 December 2012 est.) |
| Stock of broad money: | $9.538 billion (31 December 2011 est.) |
| Stock of domestic credit: | $10.7 billion (31 December 2012 est.) |
| Stock of domestic credit: | $10.13 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $NA |
| Current account balance: | $-1.633 billion (2012 est.) |
| Current account balance: | $-1.803 billion (2011 est.) |
| Exports: | $3.306 billion (2012 est.) |
| Exports: | $3.653 billion (2011 est.) |
| Exports - commodities: | metals, clothing, wood products |
| Exports - partners: | Slovenia 17.5%, Croatia 16.6%, Italy 13.7%, Germany 12.9%, Austria 12.8% (2012) |
| Imports: | $8.849 billion (2012 est.) |
| Imports: | $9.591 billion (2011 est.) |
| Imports - commodities: | machinery and equipment, chemicals, fuels, foodstuffs |
| Imports - partners: | Croatia 21.9%, Germany 13%, Slovenia 12.8%, Italy 9.3%, Russia 7.6%, Austria 6.3%, Hungary 5.1% (2012) |
| Reserves of foreign exchange and gold: | $4.283 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $4.15 billion (31 December 2011 est.) |
| Debt - external: | $10.81 billion (31 December 2012 est.) |
| Debt - external: | $10.73 billion (31 December 2011 est.) |
| Exchange rates: | konvertibilna markas (BAM) per US dollar - |
| Exchange rates: | 1.52 (2012 est.) |
| Exchange rates: | 1.41 (2011 est.) |
| Exchange rates: | 1.48 (2010 est.) |
| Exchange rates: | 1.41 (2009) |
| Exchange rates: | 1.31 (2008) |
