| Economy | HONG KONG |
| GDP - per capita (PPP): | $54,700 (2014 est.) |
| GDP - per capita (PPP): | $53,500 (2013 est.) |
| GDP - per capita (PPP): | $52,000 (2012 est.) |
| GDP - per capita (PPP): | note: data are in 2014 US dollars |
| Gross national saving: | 25.3% of GDP (2014 est.) |
| Gross national saving: | 25.3% of GDP (2013 est.) |
| Gross national saving: | 26.8% of GDP (2012 est.) |
| GDP - composition, by end use: | household consumption: 66.1% |
| GDP - composition, by end use: | government consumption: 9.5% |
| GDP - composition, by end use: | investment in fixed capital: 22.2% |
| GDP - composition, by end use: | investment in inventories: 0.4% |
| GDP - composition, by end use: | exports of goods and services: 226.1% |
| GDP - composition, by end use: | imports of goods and services: -224.4% |
| GDP - composition, by end use: | (2014 est.) |
| GDP - composition, by sector of origin: | agriculture: 0.1% |
| GDP - composition, by sector of origin: | industry: 6.6% |
| GDP - composition, by sector of origin: | services: 93.3% (2014 est.) |
| Agriculture - products: | fresh vegetables and fruit; poultry, pork; fish |
| Industries: | textiles, clothing, tourism, banking, shipping, electronics, plastics, toys, watches, clocks |
| Industrial production growth rate: | 0.2% (2014 est.) |
| Labor force: | 3.871 million (2014 est.) |
| Labor force - by occupation: | manufacturing: 3.8% |
| Labor force - by occupation: | construction: 2.8% |
| Labor force - by occupation: | wholesale and retail trade, restaurants, and hotels: 53.3% |
| Labor force - by occupation: | financing, insurance, and real estate: 12.5% |
| Labor force - by occupation: | transport and communications: 10.1% |
| Labor force - by occupation: | community and social services: 17.1% |
| Labor force - by occupation: | note: above data exclude public sector (2013 est.) |
| Unemployment rate: | 3.1% (2014 est.) |
| Unemployment rate: | 3.1% (2013 est.) |
| Population below poverty line: | 19.6% (2012 est.) |
| Household income or consumption by percentage share: | lowest 10%: NA% |
| Household income or consumption by percentage share: | highest 10%: NA% |
| Distribution of family income - Gini index: | 53.7 (2011) |
| Distribution of family income - Gini index: | 53.3 (2007) |
| Budget: | revenues: $57.78 billion |
| Budget: | expenditures: $55.84 billion (2014 est.) |
| Taxes and other revenues: | 19.7% of GDP (2014 est.) |
| Budget surplus (+) or deficit (-): | 0.7% of GDP (2014 est.) |
| Public debt: | 37% of GDP (2014 est.) |
| Public debt: | 37.2% of GDP (2013 est.) |
| Fiscal year: | 1 April - 31 March |
| Inflation rate (consumer prices): | 4.4% (2014 est.) |
| Inflation rate (consumer prices): | 4.3% (2013 est.) |
| Central bank discount rate: | 0.5% (31 December 2013) |
| Central bank discount rate: | 0.5% (31 December 2012) |
| Commercial bank prime lending rate: | 5% (31 December 2014 est.) |
| Commercial bank prime lending rate: | 5% (31 December 2013 est.) |
| Stock of narrow money: | $204.8 billion (31 December 2014 est.) |
| Stock of narrow money: | $194.9 billion (31 December 2013 est.) |
| Stock of broad money: | $1.414 trillion (31 December 2014 est.) |
| Stock of broad money: | $1.297 trillion (31 December 2013 est.) |
| Stock of domestic credit: | $827.9 billion (31 December 2013 est.) |
| Stock of domestic credit: | $714 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $3.082 trillion (31 December 2013 est.) |
| Market value of publicly traded shares: | $2.814 trillion (31 December 2012) |
| Market value of publicly traded shares: | $2.248 trillion (31 December 2011 est.) |
| Current account balance: | $4.544 billion (2014 est.) |
| Current account balance: | $5.095 billion (2013 est.) |
| Exports: | $528.2 billion (2014 est.) |
| Exports: | $535 billion (2013 est.) |
| Exports - commodities: | electrical machinery and appliances, textiles, apparel, footwear, watches and clocks, toys, plastics, precious stones, printed material |
| Exports - partners: | China 53.9%, US 9.3% (2014) |
| Imports: | $560.2 billion (2014 est.) |
| Imports: | $622 billion (2013 est.) |
| Imports - commodities: | raw materials and semi-manufactures, consumer goods, capital goods, foodstuffs, fuel (most is reexported) |
| Imports - partners: | China 47.1%, Japan 6.9%, Singapore 6.2%, US 5.2%, South Korea 4.2% (2014) |
| Reserves of foreign exchange and gold: | $324 billion (31 December 2014 est.) |
| Reserves of foreign exchange and gold: | $311.2 billion (31 December 2013 est.) |
| Debt - external: | $171.3 billion (31 December 2014 est.) |
| Debt - external: | $165.6 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $1.523 trillion (31 December 2014 est.) |
| Stock of direct foreign investment - at home: | $1.444 trillion (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $1.439 trillion (31 December 2014 est.) |
| Stock of direct foreign investment - abroad: | $1.352 trillion (31 December 2013 est.) |
| Exchange rates: | Hong Kong dollars (HKD) per US dollar - |
| Exchange rates: | 7.753 (2014 est.) |
| Exchange rates: | 7.756 (2013 est.) |
| Exchange rates: | 7.756 (2012 est.) |
| Exchange rates: | 7.784 (2011 est.) |
| Exchange rates: | 7.77 (2010 est.) |
