| Economy | HONG KONG |
| GDP (purchasing power parity): | note: data are in 2015 US dollars |
| GDP (official exchange rate): | $309.9 billion (2015 est.) |
| GDP - real growth rate: | 2.4% (2015 est.) |
| GDP - real growth rate: | 2.6% (2014 est.) |
| GDP - real growth rate: | 3.1% (2013 est.) |
| GDP - per capita (PPP): | $56,700 (2015 est.) |
| GDP - per capita (PPP): | $55,700 (2014 est.) |
| GDP - per capita (PPP): | $54,600 (2013 est.) |
| GDP - per capita (PPP): | note: data are in 2015 US dollars |
| Gross national saving: | 24.8% of GDP (2015 est.) |
| Gross national saving: | 25.1% of GDP (2014 est.) |
| Gross national saving: | 25.5% of GDP (2013 est.) |
| GDP - composition, by end use: | household consumption: 66.3% |
| GDP - composition, by end use: | government consumption: 9.7% |
| GDP - composition, by end use: | investment in fixed capital: 22.7% |
| GDP - composition, by end use: | investment in inventories: -1% |
| GDP - composition, by end use: | exports of goods and services: 201.6% |
| GDP - composition, by end use: | imports of goods and services: -199.3% (2015 est.) |
| GDP - composition, by sector of origin: | agriculture: 0.1% |
| GDP - composition, by sector of origin: | industry: 7.1% |
| GDP - composition, by sector of origin: | services: 92.8% (2015 est.) |
| Agriculture - products: | fresh vegetables and fruit; poultry, pork; fish |
| Industries: | textiles, clothing, tourism, banking, shipping, electronics, plastics, toys, watches, clocks |
| Industrial production growth rate: | 1% (2015 est.) |
| Labor force: | 3.926 million (2015 est.) |
| Labor force - by occupation: | manufacturing: 3.8% |
| Labor force - by occupation: | construction: 2.8% |
| Labor force - by occupation: | wholesale and retail trade, restaurants, and hotels: 53.3% |
| Labor force - by occupation: | financing, insurance, and real estate: 12.5% |
| Labor force - by occupation: | transport and communications: 10.1% |
| Labor force - by occupation: | community and social services: 17.1% |
| Labor force - by occupation: | note: above data exclude public sector (2013 est.) |
| Unemployment rate: | 3.3% (2015 est.) |
| Unemployment rate: | 3.2% (2014 est.) |
| Population below poverty line: | 19.6% (2012 est.) |
| Household income or consumption by percentage share: | lowest 10%: NA% |
| Household income or consumption by percentage share: | highest 10%: NA% |
| Distribution of family income - Gini index: | 53.7 (2011) |
| Distribution of family income - Gini index: | 53.3 (2007) |
| Budget: | revenues: $66.06 billion |
| Budget: | expenditures: $56.47 billion (2015 est.) |
| Taxes and other revenues: | 21.3% of GDP (2015 est.) |
| Budget surplus (+) or deficit (-): | 3.1% of GDP (2015 est.) |
| Public debt: | 37% of GDP (2015 est.) |
| Public debt: | 39.5% of GDP (2014 est.) |
| Fiscal year: | 1 April - 31 March |
| Inflation rate (consumer prices): | 3% (2015 est.) |
| Inflation rate (consumer prices): | 4.4% (2014 est.) |
| Central bank discount rate: | 0.5% (31 December 2013) |
| Central bank discount rate: | 0.5% (31 December 2012) |
| Commercial bank prime lending rate: | 5% (31 December 2015 est.) |
| Commercial bank prime lending rate: | 5% (31 December 2014 est.) |
| Stock of narrow money: | $254.3 billion (31 December 2015 est.) |
| Stock of narrow money: | $220.3 billion (31 December 2014 est.) |
| Stock of broad money: | $1.576 trillion (31 December 2015 est.) |
| Stock of broad money: | $1.42 trillion (31 December 2014 est.) |
| Stock of domestic credit: | $655.7 billion (31 December 2015 est.) |
| Stock of domestic credit: | $687.7 billion (31 December 2014 est.) |
| Market value of publicly traded shares: | $3.082 trillion (31 December 2015 est.) |
| Market value of publicly traded shares: | $2.814 trillion (31 December 2014 est.) |
| Market value of publicly traded shares: | $2.248 trillion (31 December 2013 est.) |
| Current account balance: | $9.395 billion (2015 est.) |
| Current account balance: | $3.787 billion (2014 est.) |
| Exports: | $505.7 billion (2015 est.) |
| Exports: | $515.7 billion (2014 est.) |
| Exports - commodities: | electrical machinery and appliances, textiles, apparel, footwear, watches and clocks, toys, plastics, precious stones, printed material |
| Exports - partners: | China 53.7%, US 9.5% (2015) |
| Imports: | $528.5 billion (2015 est.) |
| Imports: | $548.1 billion (2014 est.) |
| Imports - commodities: | raw materials and semi-manufactures, consumer goods, capital goods, foodstuffs, fuel (most is reexported) |
| Imports - partners: | China 49%, Japan 6.4%, Singapore 6.1%, US 5.2%, South Korea 4.3% (2015) |
| Reserves of foreign exchange and gold: | $358.8 billion (31 December 2015 est.) |
| Reserves of foreign exchange and gold: | $328.5 billion (31 December 2014 est.) |
| Debt - external: | $491.9 billion (31 December 2015 est.) |
| Debt - external: | $460.9 billion (31 December 2014 est.) |
| Stock of direct foreign investment - at home: | $1.744 trillion (31 December 2015 est.) |
| Stock of direct foreign investment - at home: | $1.639 trillion (31 December 2014 est.) |
| Stock of direct foreign investment - abroad: | $1.657 trillion (31 December 2015 est.) |
| Stock of direct foreign investment - abroad: | $1.594 trillion (31 December 2014 est.) |
| Exchange rates: | Hong Kong dollars (HKD) per US dollar - |
| Exchange rates: | 7.7524 (2015 est.) |
| Exchange rates: | 7.755 (2014 est.) |
| Exchange rates: | 7.754 (2013 est.) |
| Exchange rates: | 7.756 (2012 est.) |
| Exchange rates: | 7.784 (2011 est.) |
