| Economy | Hong Kong |
| GDP - per capita (PPP): | $50,900 (2012 est.) |
| GDP - per capita (PPP): | $50,600 (2011 est.) |
| GDP - per capita (PPP): | $48,700 (2010 est.) |
| GDP - per capita (PPP): | note: data are in 2012 US dollars |
| Gross national saving: | 28.3% of GDP (2012 est.) |
| Gross national saving: | 29.7% of GDP (2011 est.) |
| Gross national saving: | 30.9% of GDP (2010 est.) |
| GDP - composition, by end use: | household consumption: 63.7% |
| GDP - composition, by end use: | government consumption: 9.1% |
| GDP - composition, by end use: | investment in fixed capital: 26.4% |
| GDP - composition, by end use: | investment in inventories: -0.4% |
| GDP - composition, by end use: | exports of goods and services: 224.8% |
| GDP - composition, by end use: | imports of goods and services: -223.5% |
| GDP - composition, by end use: | (2012 est.) |
| GDP - composition, by sector of origin: | agriculture: 0% |
| GDP - composition, by sector of origin: | industry: 7.1% |
| GDP - composition, by sector of origin: | services: 92.8% (2012 est.) |
| Agriculture - products: | fresh vegetables; poultry, pork; fish |
| Industries: | textiles, clothing, tourism, banking, shipping, electronics, plastics, toys, watches, clocks |
| Industrial production growth rate: | 5.9% (2012 est.) |
| Labor force: | 3.792 million (2012 est.) |
| Labor force - by occupation: | manufacturing: 4% |
| Labor force - by occupation: | construction: 2.7% |
| Labor force - by occupation: | wholesale and retail trade, restaurants, and hotels: 40.9% |
| Labor force - by occupation: | financing, insurance, and real estate: 12.5% |
| Labor force - by occupation: | transport and communications: 9.9% |
| Labor force - by occupation: | community and social services: 16.9% |
| Labor force - by occupation: | note: above data exclude public sector (2012 est.) |
| Unemployment rate: | 3.3% (2012 est.) |
| Unemployment rate: | 3.4% (2011 est.) |
| Population below poverty line: | NA% |
| Household income or consumption by percentage share: | lowest 10%: NA% |
| Household income or consumption by percentage share: | highest 10%: NA% |
| Distribution of family income - Gini index: | 53.7 (2011) |
| Distribution of family income - Gini index: | 53.3 (2007) |
| Budget: | revenues: $57.87 billion |
| Budget: | expenditures: $49.79 billion (2012 est.) |
| Taxes and other revenues: | 22.3% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | 3.1% of GDP (2012 est.) |
| Public debt: | 37.8% of GDP (2012 est.) |
| Public debt: | 39% of GDP (2011 est.) |
| Fiscal year: | 1 April - 31 March |
| Inflation rate (consumer prices): | 4.1% (2012 est.) |
| Inflation rate (consumer prices): | 5.3% (2011 est.) |
| Central bank discount rate: | 0.5% (31 December 2012) |
| Central bank discount rate: | 0.5% (31 December 2011) |
| Commercial bank prime lending rate: | 5% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 5% (31 December 2011 est.) |
| Stock of narrow money: | $177.7 billion (31 December 2012 est.) |
| Stock of narrow money: | $145.2 billion (31 December 2011 est.) |
| Stock of broad money: | $1.148 trillion (31 December 2012 est.) |
| Stock of broad money: | $1.033 trillion (31 December 2011 est.) |
| Stock of domestic credit: | $714 billion (31 December 2012 est.) |
| Stock of domestic credit: | $651.4 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $2.81 trillion (31 December 2012) |
| Market value of publicly traded shares: | $2.24 trillion (31 December 2011) |
| Market value of publicly traded shares: | $2.711 trillion (31 December 2010 est.) |
| Current account balance: | $6.064 billion (2012 est.) |
| Current account balance: | $14.01 billion (2011 est.) |
| Exports: | $466 billion (2012 est.) |
| Exports: | $437.7 billion (2011 est.) |
| Exports - commodities: | electrical machinery and appliances, textiles, apparel, footwear, watches and clocks, toys, plastics, precious stones, printed material |
| Exports - partners: | China 54.1%, US 9.9%, Japan 4.2% (2012 est.) |
| Imports: | $487.4 billion (2012 est.) |
| Imports: | $445.1 billion (2011 est.) |
| Imports - commodities: | raw materials and semi-manufactures, consumer goods, capital goods, foodstuffs, fuel (most is reexported) |
| Imports - partners: | China 46.9%, Japan 8.4%, Taiwan 7.5%, South Korea 5%, US 4.7% (2012 est.) |
| Reserves of foreign exchange and gold: | $317.4 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $285.4 billion (31 December 2011 est.) |
| Debt - external: | $134.7 billion (31 December 2012 est.) |
| Debt - external: | $126 billion (31 December 2011 est.) |
| Stock of direct foreign investment - at home: | $1.422 trillion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $1.185 trillion (31 December 2011 est.) |
| Stock of direct foreign investment - abroad: | $1.31 trillion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $1.129 trillion (31 December 2011 est.) |
| Exchange rates: | Hong Kong dollars (HKD) per US dollar - |
| Exchange rates: | 7.76 (2012 est.) |
| Exchange rates: | 7.78 (2011 est.) |
| Exchange rates: | 7.77 (2010 est.) |
| Exchange rates: | 7.75 (2009) |
| Exchange rates: | 7.75 (2008) |
