| Economy | European Union |
| Population below poverty line: | note: see individual country entries of member states |
| Household income or consumption by percentage share: | lowest 10%: 23.8% (2016 est.) |
| Household income or consumption by percentage share: | highest 10%: 23.8% (2016 est.) |
| Distribution of family income - Gini index: | 30.8 (2016 est.) |
| Distribution of family income - Gini index: | 31 (2015 est.) |
| Taxes and other revenues: | 45.2% (of GDP) (2014) |
| Budget surplus (+) or deficit (-): | -3% (of GDP) (2014) |
| Public debt: | 86.8% of GDP (2014) |
| Public debt: | 85.5% of GDP (2013) |
| Fiscal year: | NA |
| Inflation rate (consumer prices): | 1.5% (2017 est.) |
| Inflation rate (consumer prices): | 1.1% (2016 est.) |
| Central bank discount rate: | 0% (31 December 2017 est.) |
| Central bank discount rate: | 0% (31 December 2016 est.) |
| Central bank discount rate: | note: this is the European Central Bank's rate on the marginal lending facility, which offers overnight credit to banks in the euro area |
| Commercial bank prime lending rate: | 0.25% (31 December 2017 est.) |
| Commercial bank prime lending rate: | 0.25% (31 December 2016 est.) |
| Stock of narrow money: | $8.775 trillion (31 December 2017 est.) |
| Stock of narrow money: | $13.13 trillion (31 December 2016 est.) |
| Stock of narrow money: | note: this is the quantity of money, M1, for the euro area, converted into US dollars at the exchange rate for the date indicated; it excludes the stock of money carried by non-euro-area members of the European Union, e.g., UK pounds, Danish kroner, and Czech koruny |
| Stock of broad money: | $8.138 trillion (31 December 2017 est.) |
| Stock of broad money: | $12.62 trillion (31 December 2016 est.) |
| Stock of broad money: | note: this is the quantity of broad money for the euro area, converted into US dollars at the exchange rate for the date indicated; it excludes the stock of broad money carried by non-euro-area members of the European Union |
| Stock of domestic credit: | $22.74 trillion (31 December 2016 est.) |
| Stock of domestic credit: | $22.92 trillion (31 December 2015 est.) |
| Stock of domestic credit: | note: this figure refers to the euro area only; it excludes credit data for non-euro-area members of the EU |
| Market value of publicly traded shares: | $7.185 trillion (31 December 2014 est.) |
| Market value of publicly traded shares: | $7.932 trillion (31 December 2013 est.) |
| Market value of publicly traded shares: | $10.4 trillion (31 December 2012 est.) |
| Current account balance: | $404.9 billion (2017 est.) |
| Current account balance: | $359.7 billion (2016 est.) |
| Exports: | $1.929 trillion (2016 est.) |
| Exports: | $1.985 trillion (2015 est.) |
| Exports: | note: external exports, excluding intra-EU trade |
| Exports - partners: | United States 20.7%, China 9.6%, Switzerland 8.1%, Turkey 4.4%, Russia 4.1% (2016 est.) |
| Exports - commodities: | machinery, motor vehicles, pharmaceuticals and other chemicals, fuels, aircraft, plastics, iron and steel, wood pulp and paper products, alcoholic beverages, furniture |
| Imports: | $1.895 trillion (2016 est.) |
| Imports: | $1.92 trillion (2015 est.) |
| Imports: | note: external imports, excluding intra-EU trade |
| Imports - commodities: | fuels and crude oil, machinery, vehicles, pharmaceuticals and other chemicals, precious gemstones, textiles, aircraft, plastics, metals, ships |
| Imports - partners: | China 20.1%, United States 14.5%, Switzerland 7.1%, Russia 6.3% (2016 est.) |
| Reserves of foreign exchange and gold: | $740.9 billion (31 December 2014 est.) |
| Reserves of foreign exchange and gold: | $746.9 billion (31 December 2013) |
| Reserves of foreign exchange and gold: | note: data are for the European Central Bank |
| Debt - external: | $29.27 trillion (31 December 2016 est.) |
| Debt - external: | $28.68 trillion (31 December 2015 est.) |
| Stock of direct foreign investment - at home: | $6.938 trillion (31 December 2016 est.) |
| Stock of direct foreign investment - at home: | $6.482 trillion (31 December 2015 est.) |
| Stock of direct foreign investment - abroad: | $8.411 trillion (31 December 2016 est.) |
| Stock of direct foreign investment - abroad: | $7.649 trillion (31 December 2015 est.) |
| Exchange rates: | euros per US dollar - |
| Exchange rates: | 0.885 (2017 est.) |
| Exchange rates: | 0.903 (2016 est.) |
| Exchange rates: | 0.9214 (2015 est.) |
| Exchange rates: | 0.885 (2014 est.) |
| Exchange rates: | 0.7634 (2013 est.) |
