| Economy | CAMEROON |
| Unemployment rate: | 30% (2001 est.) |
| Population below poverty line: | 48% (2000 est.) |
| Household income or consumption by percentage share: | lowest 10%: 2.3% |
| Household income or consumption by percentage share: | highest 10%: 35.4% (2001) |
| Distribution of family income - Gini index: | 44.6 (2001) |
| Distribution of family income - Gini index: | 47.7 (1996) |
| Budget: | revenues: $4.788 billion |
| Budget: | expenditures: $6.292 billion (2015 est.) |
| Taxes and other revenues: | 16.8% of GDP (2015 est.) |
| Budget surplus (+) or deficit (-): | -5.3% of GDP (2015 est.) |
| Public debt: | 28.6% of GDP (2015 est.) |
| Public debt: | 22.7% of GDP (2014 est.) |
| Fiscal year: | 1 July - 30 June |
| Inflation rate (consumer prices): | 2.7% (2015 est.) |
| Inflation rate (consumer prices): | 1.9% (2014 est.) |
| Central bank discount rate: | 4.25% (31 December 2009) |
| Commercial bank prime lending rate: | 13% (31 December 2015 est.) |
| Commercial bank prime lending rate: | 13% (31 December 2014 est.) |
| Stock of narrow money: | $3.691 billion (31 December 2015 est.) |
| Stock of narrow money: | $3.877 billion (31 December 2014 est.) |
| Stock of broad money: | $5.53 billion (31 December 2015 est.) |
| Stock of broad money: | $6.217 billion (31 December 2014 est.) |
| Stock of domestic credit: | $4.448 billion (31 December 2015 est.) |
| Stock of domestic credit: | $4.769 billion (31 December 2014 est.) |
| Market value of publicly traded shares: | $230 million (31 December 2012 est.) |
| Current account balance: | -$1.647 billion (2015 est.) |
| Current account balance: | -$1.396 billion (2014 est.) |
| Exports: | $5.756 billion (2015 est.) |
| Exports: | $6.679 billion (2014 est.) |
| Exports - commodities: | crude oil and petroleum products, lumber, cocoa beans, aluminum, coffee, cotton |
| Exports - partners: | China 16.7%, India 15.7%, Spain 6.2%, Belgium 6.1%, France 6.1%, Portugal 5.6%, Netherlands 5%, Italy 5% (2015) |
| Imports: | $6.5 billion (2015 est.) |
| Imports: | $6.915 billion (2014 est.) |
| Imports - commodities: | machinery, electrical equipment, transport equipment, fuel, food |
| Imports - partners: | China 27.9%, Nigeria 13.9%, France 10.9%, Belgium 4.1% (2015) |
| Reserves of foreign exchange and gold: | $2.714 billion (31 December 2015 est.) |
| Reserves of foreign exchange and gold: | $3.204 billion (31 December 2014 est.) |
| Debt - external: | $6.3 billion (31 December 2015 est.) |
| Debt - external: | $5.289 billion (31 December 2014 est.) |
| Exchange rates: | Cooperation Financiere en Afrique Centrale francs (XAF) per dollar - |
| Exchange rates: | 591.45 (2015 est.) |
| Exchange rates: | 494.42 (2014 est.) |
| Exchange rates: | 494.42 (2013 est.) |
| Exchange rates: | 510.53 (2012 est.) |
| Exchange rates: | 471.87 (2011 est.) |
