| Economy | Paraguay |
| Budget: | expenditures: $6.287 billion (2013 est.) |
| Taxes and other revenues: | 18.9% of GDP (2013 est.) |
| Budget surplus (+) or deficit (-): | -1.6% of GDP (2013 est.) |
| Public debt: | 15.7% of GDP (2013 est.) |
| Public debt: | 14.7% of GDP (2012 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 2.3% (2013 est.) |
| Inflation rate (consumer prices): | 3.7% (2012 est.) |
| Central bank discount rate: | 5.5% (31 December 2012 est.) |
| Central bank discount rate: | 6% (31 December 2011 est.) |
| Commercial bank prime lending rate: | 28.9% (31 December 2013 est.) |
| Commercial bank prime lending rate: | 29.1% (31 December 2012 est.) |
| Stock of narrow money: | $4.364 billion (31 December 2013 est.) |
| Stock of narrow money: | $4.135 billion (31 December 2012 est.) |
| Stock of broad money: | $8.215 billion (31 December 2013 est.) |
| Stock of broad money: | $7.637 billion (31 December 2012 est.) |
| Stock of domestic credit: | $11 billion (31 December 2013 est.) |
| Stock of domestic credit: | $9.747 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $962.3 million (31 December 2012 est.) |
| Market value of publicly traded shares: | $958.1 million (31 December 2011) |
| Market value of publicly traded shares: | $NA (31 December 2010 est.) |
| Current account balance: | $1.376 billion (2013 est.) |
| Current account balance: | $115.6 million (2012 est.) |
| Exports: | $14.7 billion (2013 est.) |
| Exports: | $11.9 billion (2012 est.) |
| Exports - commodities: | soybeans, feed, cotton, meat, edible oils, wood, leather |
| Exports - partners: | Uruguay 17.7%, Brazil 16.4%, Argentina 15.6%, Russia 12% (2012) |
| Imports: | $12.37 billion (2013 est.) |
| Imports: | $11.06 billion (2012 est.) |
| Imports - commodities: | road vehicles, consumer goods, tobacco, petroleum products, electrical machinery, tractors, chemicals, vehicle parts |
| Imports - partners: | Brazil 24.2%, China 19.5%, Argentina 18.3%, US 11.5% (2012) |
| Reserves of foreign exchange and gold: | $6.336 billion (31 December 2013 est.) |
| Reserves of foreign exchange and gold: | $4.994 billion (31 December 2012 est.) |
| Debt - external: | $7.013 billion (31 December 2013 est.) |
| Debt - external: | $5.985 billion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $4.526 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $4.145 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $213.6 million (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $213.6 million (31 December 2012 est.) |
| Exchange rates: | guarani (PYG) per US dollar - |
| Exchange rates: | 4,315.1 (2013 est.) |
| Exchange rates: | 4,424.9 (2012 est.) |
| Exchange rates: | 4,735.5 (2010 est.) |
| Exchange rates: | 4,965.4 (2009) |
| Exchange rates: | 4,337.7 (2008) |
