| Economy | MALAYSIA |
| GDP - per capita (PPP): | $23,300 (2013 est.) |
| GDP - per capita (PPP): | $22,200 (2012 est.) |
| GDP - per capita (PPP): | note: data are in 2014 US dollars |
| Gross national saving: | 29.8% of GDP (2014 est.) |
| Gross national saving: | 30.1% of GDP (2013 est.) |
| Gross national saving: | 31.7% of GDP (2012 est.) |
| GDP - composition, by end use: | household consumption: 51.5% |
| GDP - composition, by end use: | government consumption: 13.7% |
| GDP - composition, by end use: | investment in fixed capital: 25.5% |
| GDP - composition, by end use: | investment in inventories: 0% |
| GDP - composition, by end use: | exports of goods and services: 83% |
| GDP - composition, by end use: | imports of goods and services: -73.7% |
| GDP - composition, by end use: | (2014 est.) |
| GDP - composition, by sector of origin: | agriculture: 9.3% |
| GDP - composition, by sector of origin: | industry: 34.7% |
| GDP - composition, by sector of origin: | services: 56% (2014 est.) |
| Agriculture - products: | Peninsular Malaysia - palm oil, rubber, cocoa, rice; Sabah - palm oil, subsistence crops; rubber, timber; Sarawak - palm oil, rubber, timber; pepper |
| Industries: | Peninsular Malaysia - rubber and oil palm processing and manufacturing, petroleum and natural gas, light manufacturing, pharmaceuticals, medical technology, electronics and semiconductors, timber processing; Sabah - logging, petroleum and natural gas production; Sarawak - agriculture processing, petroleum and natural gas production, logging |
| Industrial production growth rate: | 5.6% (2014 est.) |
| Labor force: | 14.01 million (2014 est.) |
| Labor force - by occupation: | agriculture: 11% |
| Labor force - by occupation: | industry: 36% |
| Labor force - by occupation: | services: 53% (2012 est.) |
| Unemployment rate: | 2.9% (2014 est.) |
| Unemployment rate: | 3.1% (2013 est.) |
| Population below poverty line: | 3.8% (2009 est.) |
| Household income or consumption by percentage share: | lowest 10%: 1.8% |
| Household income or consumption by percentage share: | highest 10%: 34.7% (2009 est.) |
| Distribution of family income - Gini index: | 46.2 (2009) |
| Distribution of family income - Gini index: | 49.2 (1997) |
| Budget: | revenues: $68.09 billion |
| Budget: | expenditures: $79.63 billion (2014 est.) |
| Taxes and other revenues: | 20.2% of GDP (2014 est.) |
| Budget surplus (+) or deficit (-): | -3.4% of GDP (2014 est.) |
| Public debt: | 54.2% of GDP (2014 est.) |
| Public debt: | 54.7% of GDP (2013 est.) |
| Public debt: | note: this figure is based on the amount of federal government debt, RM501.6 billion ($167.2 billion) in 2012; this includes Malaysian Treasury bills and other government securities, as well as loans raised externally and bonds and notes issued overseas; this figure excludes debt issued by non-financial public enterprises and guaranteed by the federal government, which was an additional $47.7 billion in 2012 |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 3.1% (2014 est.) |
| Inflation rate (consumer prices): | 2.1% (2013 est.) |
| Inflation rate (consumer prices): | note: approximately 30% of goods are price-controlled |
| Central bank discount rate: | 3% (31 December 2011) |
| Central bank discount rate: | 2.83% (31 December 2010) |
| Commercial bank prime lending rate: | 4.5% (31 December 2014 est.) |
| Commercial bank prime lending rate: | 4.56% (31 December 2013 est.) |
| Stock of narrow money: | $113.1 billion (31 December 2014 est.) |
| Stock of narrow money: | $99.8 billion (31 December 2013 est.) |
| Stock of broad money: | $478.7 billion (31 December 2014 est.) |
| Stock of broad money: | $440.3 billion (31 December 2013 est.) |
| Stock of domestic credit: | $460.9 billion (31 December 2014 est.) |
| Stock of domestic credit: | $428.8 billion (31 December 2013 est.) |
| Market value of publicly traded shares: | $476.3 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $395.1 billion (31 December 2011) |
| Market value of publicly traded shares: | $410.5 billion (31 December 2010 est.) |
| Current account balance: | $15.13 billion (2014 est.) |
| Current account balance: | $11.73 billion (2013 est.) |
| Exports: | $231.3 billion (2014 est.) |
| Exports: | $219.2 billion (2013 est.) |
| Exports - commodities: | semiconductors and electronic equipment, palm oil, petroleum and liquefied natural gas, wood and wood products, palm oil, rubber, textiles, chemicals, solar panels |
| Exports - partners: | China 14.2%, Singapore 13.9%, Japan 10.9%, US 8.2%, Thailand 5.4%, Indonesia 4.5%, Hong Kong 4.2% (2013) |
| Imports: | $193.6 billion (2014 est.) |
| Imports: | $186.7 billion (2013 est.) |
| Imports - commodities: | electronics, machinery, petroleum products, plastics, vehicles, iron and steel products, chemicals |
| Imports - partners: | China 17%, Singapore 13.2%, Japan 8.5%, US 7.6%, Thailand 5.9%, South Korea 4.6%, Indonesia 4.3% (2013) |
| Reserves of foreign exchange and gold: | $133.4 billion (31 December 2014 est.) |
| Reserves of foreign exchange and gold: | $134.9 billion (31 December 2013 est.) |
| Debt - external: | $109.3 billion (31 December 2014 est.) |
| Debt - external: | $106.7 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $144 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $132.4 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $146.7 billion (31 December 2014 est.) |
| Stock of direct foreign investment - abroad: | $133.4 billion (31 December 2013 est.) |
| Exchange rates: | ringgits (MYR) per US dollar - |
| Exchange rates: | 3.24 (2014 est.) |
| Exchange rates: | 3.15 (2013 est.) |
| Exchange rates: | 3.09 (2012 est.) |
| Exchange rates: | 3.06 (2011 est.) |
| Exchange rates: | 3.22 (2010 est.) |
