| Economy | ARGENTINA |
| Market value of publicly traded shares: | $63.91 billion (31 December 2010 est.) |
| Current account balance: | -$4.68 billion (2014 est.) |
| Current account balance: | -$4.635 billion (2013 est.) |
| Exports: | $76.47 billion (2014 est.) |
| Exports: | $81.53 billion (2013 est.) |
| Exports - commodities: | soybeans and derivatives, petroleum and gas, vehicles, corn, wheat |
| Exports - partners: | Brazil 20.3%, China 6.9%, US 5.5% (2014) |
| Imports: | $65.9 billion (2014 est.) |
| Imports: | $70.54 billion (2013 est.) |
| Imports - commodities: | machinery, motor vehicles, petroleum and natural gas, organic chemicals, plastics |
| Imports - partners: | Brazil 23.7%, US 17.9%, China 12.7%, Germany 5.1%, Bolivia 4.2% (2014) |
| Reserves of foreign exchange and gold: | $26.6 billion (31 December 2014 est.) |
| Reserves of foreign exchange and gold: | $30.53 billion (31 December 2013 est.) |
| Debt - external: | $115.7 billion (31 December 2014 est.) |
| Debt - external: | $118.7 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $116.7 billion (31 December 2014 est.) |
| Stock of direct foreign investment - at home: | $109.9 billion (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $35.98 billion (31 December 2014 est.) |
| Stock of direct foreign investment - abroad: | $34.33 billion (31 December 2013 est.) |
| Exchange rates: | Argentine pesos (ARS) per US dollar - |
| Exchange rates: | 8.223 (2014 est.) |
| Exchange rates: | 5.4594 (2013 est.) |
| Exchange rates: | 4.54 (2012 est.) |
| Exchange rates: | 4.1101 (2011 est.) |
| Exchange rates: | 3.8963 (2010 est.) |
