| Economy | UNITED ARAB EMIRATES |
| GDP - composition, by end use: | imports of goods and services: -77.9% |
| GDP - composition, by end use: | (2014 est.) |
| GDP - composition, by sector of origin: | agriculture: 0.7% |
| GDP - composition, by sector of origin: | industry: 55.1% |
| GDP - composition, by sector of origin: | services: 44.3% (2014 est.) |
| Agriculture - products: | dates, vegetables, watermelons; poultry, eggs, dairy products; fish |
| Industries: | petroleum and petrochemicals; fishing, aluminum, cement, fertilizers, commercial ship repair, construction materials, handicrafts, textiles |
| Industrial production growth rate: | 4.5% (2014 est.) |
| Labor force: | 4.891 million |
| Labor force: | note: expatriates account for about 85% of the work force (2014 est.) |
| Labor force - by occupation: | agriculture: 7% |
| Labor force - by occupation: | industry: 15% |
| Labor force - by occupation: | services: 78% (2000 est.) |
| Unemployment rate: | 2.4% (2001 est.) |
| Population below poverty line: | 19.5% (2003 est.) |
| Household income or consumption by percentage share: | lowest 10%: NA% |
| Household income or consumption by percentage share: | highest 10%: NA% |
| Budget: | revenues: $150.8 billion |
| Budget: | expenditures: $130.9 billion |
| Budget: | note: the UAE federal budget does not account for emirate-level spending in Abu Dhabi and Dubai (2014 est.) |
| Taxes and other revenues: | 37.8% of GDP (2014 est.) |
| Budget surplus (+) or deficit (-): | 5% of GDP (2014 est.) |
| Public debt: | 45.4% of GDP (2014 est.) |
| Public debt: | 44.7% of GDP (2013 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 2.3% (2014 est.) |
| Inflation rate (consumer prices): | 1.1% (2013 est.) |
| Central bank discount rate: | NA% |
| Stock of narrow money: | $118.7 billion (31 December 2014 est.) |
| Stock of narrow money: | $103.3 billion (31 December 2013 est.) |
| Stock of broad money: | $343.6 billion (31 December 2014 est.) |
| Stock of broad money: | $287.7 billion (31 December 2013 est.) |
| Stock of domestic credit: | $331.7 billion (31 December 2014 est.) |
| Stock of domestic credit: | $320.2 billion (31 December 2013 est.) |
| Market value of publicly traded shares: | $67.95 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $71.33 billion (31 December 2011) |
| Market value of publicly traded shares: | $77.08 billion (31 December 2010 est.) |
| Current account balance: | $54.63 billion (2014 est.) |
| Current account balance: | $71.38 billion (2013 est.) |
| Exports: | $370.6 billion (2014 est.) |
| Exports: | $374.2 billion (2013 est.) |
| Exports - commodities: | crude oil 45%, natural gas, reexports, dried fish, dates (2012 est.) |
| Exports - partners: | Japan 14.8%, Iran 11.4%, India 9.6%, South Korea 5.7%, China 5.5%, Singapore 5.4%, Thailand 4.5% (2014) |
| Imports: | $239.8 billion (2014 est.) |
| Imports: | $230 billion (2013 est.) |
| Imports - commodities: | machinery and transport equipment, chemicals, food |
| Imports - partners: | China 15.7%, India 13.4%, US 8.9%, Germany 5.3% (2014) |
| Reserves of foreign exchange and gold: | $79.92 billion (31 December 2015 est.) |
| Reserves of foreign exchange and gold: | $78.42 billion (31 December 2014 est.) |
| Debt - external: | $171.9 billion (31 December 2014 est.) |
| Debt - external: | $167.1 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $116.4 billion (31 December 2014 est.) |
| Stock of direct foreign investment - at home: | $103.4 billion (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $81.6 billion (31 December 2014 est.) |
| Stock of direct foreign investment - abroad: | $72.59 billion (31 December 2013 est.) |
| Exchange rates: | Emirati dirhams (AED) per US dollar - |
| Exchange rates: | 3.673 (2014 est.) |
| Exchange rates: | 3.673 (2013 est.) |
| Exchange rates: | 3.67 (2012 est.) |
| Exchange rates: | 3.673 (2011 est.) |
| Exchange rates: | 3.6725 (2010 est.) |
