| Economy | MALI |
| Labor force - by occupation: | agriculture: 80% |
| Labor force - by occupation: | industry and services: 20% (2005 est.) |
| Unemployment rate: | 8.1% (2016 est.) |
| Unemployment rate: | 8.1% (2015 est.) |
| Population below poverty line: | 36.1% (2005 est.) |
| Household income or consumption by percentage share: | lowest 10%: 3.5% |
| Household income or consumption by percentage share: | highest 10%: 25.8% (2010 est.) |
| Distribution of family income - Gini index: | 40.1 (2001) |
| Distribution of family income - Gini index: | 50.5 (1994) |
| Budget: | revenues: $2.567 billion |
| Budget: | expenditures: $3.12 billion (2016 est.) |
| Taxes and other revenues: | 18.4% of GDP (2016 est.) |
| Budget surplus (+) or deficit (-): | -4% of GDP (2016 est.) |
| Public debt: | 29.7% of GDP (2016 est.) |
| Public debt: | 29.3% of GDP (2015 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | -1.8% (2016 est.) |
| Inflation rate (consumer prices): | 1.4% (2015 est.) |
| Central bank discount rate: | 16% (31 December 2010) |
| Central bank discount rate: | 4.25% (31 December 2009) |
| Commercial bank prime lending rate: | 5.3% (31 December 2016 est.) |
| Commercial bank prime lending rate: | 5.15% (31 December 2015 est.) |
| Stock of narrow money: | $2.687 billion (31 December 2016 est.) |
| Stock of narrow money: | $2.573 billion (31 December 2015 est.) |
| Stock of broad money: | $3.858 billion (31 December 2016 est.) |
| Stock of broad money: | $3.715 billion (31 December 2015 est.) |
| Stock of domestic credit: | $2.931 billion (31 December 2016 est.) |
| Stock of domestic credit: | $2.822 billion (31 December 2015 est.) |
| Market value of publicly traded shares: | $NA |
| Current account balance: | $-996 million (2016 est.) |
| Current account balance: | $-685.1 million (2015 est.) |
| Exports: | $2.803 billion (2016 est.) |
| Exports: | $2.715 billion (2015 est.) |
| Exports - commodities: | cotton, gold, livestock |
| Exports - partners: | Switzerland 30.4%, India 12.2%, Ukraine 5.1%, China 5.1%, Burkina Faso 4.9%, Senegal 4.3%, France 4%, South Africa 4% (2016) |
| Imports: | $3.443 billion (2016 est.) |
| Imports: | $3.192 billion (2015 est.) |
| Imports - commodities: | petroleum, machinery and equipment, construction materials, foodstuffs, textiles |
| Imports - partners: | Senegal 12.2%, China 12.2%, France 10.3%, Benin 8.6%, Cote dIvoire 8.4% (2016) |
| Debt - external: | $3.981 billion (31 December 2016 est.) |
| Debt - external: | $3.668 billion (31 December 2015 est.) |
| Stock of direct foreign investment - at home: | $3.266 billion (31 December 2016 est.) |
| Stock of direct foreign investment - at home: | $3.101 billion (31 December 2015 est.) |
| Stock of direct foreign investment - abroad: | $62.2 million (31 December 2016 est.) |
| Stock of direct foreign investment - abroad: | $54.2 million (31 December 2015 est.) |
| Exchange rates: | Communaute Financiere Africaine francs (XOF) per US dollar - |
| Exchange rates: | 593.01 (2016 est.) |
| Exchange rates: | 593.01 (2015 est.) |
| Exchange rates: | 591.45 (2014 est.) |
| Exchange rates: | 494.42 (2013 est.) |
| Exchange rates: | 510.53 (2012 est.) |
