| Economy | Ukraine |
| GDP - real growth rate: | 2.4% (2016 est.) |
| GDP - real growth rate: | -9.8% (2015 est.) |
| GDP - per capita (PPP): | $8,800 (2017 est.) |
| GDP - per capita (PPP): | $8,500 (2016 est.) |
| GDP - per capita (PPP): | $8,300 (2015 est.) |
| GDP - per capita (PPP): | note: data are in 2017 dollars |
| Gross national saving: | 18.9% of GDP (2017 est.) |
| Gross national saving: | 20.2% of GDP (2016 est.) |
| Gross national saving: | 17.7% of GDP (2015 est.) |
| GDP - composition, by end use: | household consumption: 66.5% (2017 est.) |
| GDP - composition, by end use: | government consumption: 20.4% (2017 est.) |
| GDP - composition, by end use: | investment in fixed capital: 16% (2017 est.) |
| GDP - composition, by end use: | investment in inventories: 4.7% (2017 est.) |
| GDP - composition, by end use: | exports of goods and services: 47.9% (2017 est.) |
| GDP - composition, by end use: | imports of goods and services: -55.6% (2017 est.) |
| GDP - composition, by sector of origin: | agriculture: 12.2% (2017 est.) |
| GDP - composition, by sector of origin: | industry: 28.6% (2017 est.) |
| GDP - composition, by sector of origin: | services: 60% (2017 est.) |
| Agriculture - products: | grain, sugar beets, sunflower seeds, vegetables; beef, milk |
| Industries: | coal, electric power, ferrous and nonferrous metals, machinery and transport equipment, chemicals, food processing |
| Industrial production growth rate: | 3.1% (2017 est.) |
| Labor force: | 17.99 million (2017 est.) |
| Labor force - by occupation: | agriculture: 5.8% |
| Labor force - by occupation: | industry: 26.5% |
| Labor force - by occupation: | services: 67.8% (2014) |
| Unemployment rate: | 9.2% (2017 est.) |
| Unemployment rate: | 9.3% (2016 est.) |
| Unemployment rate: | note: officially registered workers; large number of unregistered or underemployed workers |
| Population below poverty line: | 3.8% (2016 est.) |
| Household income or consumption by percentage share: | lowest 10%: 4.2% |
| Household income or consumption by percentage share: | highest 10%: 21.6% (2015 est.) |
| Distribution of family income - Gini index: | 25.5 (2015) |
| Distribution of family income - Gini index: | 28.2 (2009) |
| Budget: | revenues: 29.82 billion (2017 est.) |
| Budget: | expenditures: 31.55 billion (2017 est.) |
| Budget: | note: this is the planned, consolidated budget |
| Taxes and other revenues: | 26.6% (of GDP) (2017 est.) |
| Budget surplus (+) or deficit (-): | -1.5% (of GDP) (2017 est.) |
| Public debt: | 71% of GDP (2017 est.) |
| Public debt: | 81.2% of GDP (2016 est.) |
| Public debt: | note: the total public debt of $64.5 billion consists of: domestic public debt ($23.8 billion); external public debt ($26.1 billion); and sovereign guarantees ($14.6 billion) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 14.4% (2017 est.) |
| Inflation rate (consumer prices): | 13.9% (2016 est.) |
| Inflation rate (consumer prices): | note: Excluding the temporarily occupied territories of the Autonomous Republic of Crimea, the city of Sevastopol and part of the anti-terrorist operation zone |
| Central bank discount rate: | 22% (23 December 2015) |
| Central bank discount rate: | 7.5% (31 January 2012) |
| Commercial bank prime lending rate: | 16.38% (31 December 2017 est.) |
| Commercial bank prime lending rate: | 19.24% (31 December 2016 est.) |
| Stock of narrow money: | $21.92 billion (31 December 2017 est.) |
| Stock of narrow money: | $19.49 billion (31 December 2016 est.) |
| Stock of broad money: | $21.92 billion (31 December 2017 est.) |
| Stock of broad money: | $19.49 billion (31 December 2016 est.) |
| Stock of domestic credit: | $63.63 billion (31 December 2017 est.) |
| Stock of domestic credit: | $61.65 billion (31 December 2016 est.) |
| Market value of publicly traded shares: | $20.71 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $25.56 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $39.46 billion (31 December 2010 est.) |
| Current account balance: | -$2.088 billion (2017 est.) |
| Current account balance: | -$1.394 billion (2016 est.) |
| Exports: | $39.69 billion (2017 est.) |
| Exports: | $33.56 billion (2016 est.) |
| Exports - partners: | Russia 9.2%, Poland 6.5%, Turkey 5.6%, India 5.5%, Italy 5.2%, China 4.6%, Germany 4.3% (2017) |
| Exports - commodities: | ferrous and nonferrous metals, fuel and petroleum products, chemicals, machinery and transport equipment, foodstuffs |
| Imports: | $49.06 billion (2017 est.) |
| Imports: | $40.5 billion (2016 est.) |
| Imports - commodities: | energy, machinery and equipment, chemicals |
| Imports - partners: | Russia 14.5%, China 11.3%, Germany 11.2%, Poland 7%, Belarus 6.7%, US 5.1% (2017) |
| Reserves of foreign exchange and gold: | $18.81 billion (31 December 2017 est.) |
| Reserves of foreign exchange and gold: | $15.54 billion (31 December 2016 est.) |
| Debt - external: | $130 billion (31 December 2017 est.) |
| Debt - external: | $121.1 billion (31 December 2016 est.) |
| Stock of direct foreign investment - at home: | $67.22 billion (31 December 2017 est.) |
| Stock of direct foreign investment - at home: | $64.95 billion (31 December 2016 est.) |
| Stock of direct foreign investment - abroad: | $7.59 billion (31 December 2017 est.) |
| Stock of direct foreign investment - abroad: | $7.983 billion (31 December 2016 est.) |
| Exchange rates: | hryvnia (UAH) per US dollar - |
| Exchange rates: | 26.71 (2017 est.) |
| Exchange rates: | 25.5513 (2016 est.) |
| Exchange rates: | 25.5513 (2015 est.) |
| Exchange rates: | 21.8447 (2014 est.) |
| Exchange rates: | 11.8867 (2013 est.) |
