| Economy | TURKEY |
| Exports - partners: | Germany 9.8%, UK 8.2%, Iraq 5.4%, Italy 5.3%, US 4.7%, France 4.2% (2016) |
| Imports: | $191 billion (2016 est.) |
| Imports: | $200.1 billion (2015 est.) |
| Imports - commodities: | machinery, chemicals, semi-finished goods, fuels, transport equipment |
| Imports - partners: | China 12.8%, Germany 10.8%, Russia 7.6%, US 5.5%, Italy 5.2% (2016) |
| Reserves of foreign exchange and gold: | $106.1 billion (31 December 2016 est.) |
| Reserves of foreign exchange and gold: | $110.5 billion (31 December 2015 est.) |
| Debt - external: | $404.9 billion (31 December 2016 est.) |
| Debt - external: | $397.7 billion (31 December 2015 est.) |
| Stock of direct foreign investment - at home: | $133.2 billion (31 December 2016 est.) |
| Stock of direct foreign investment - at home: | $150.1 billion (31 December 2015 est.) |
| Stock of direct foreign investment - abroad: | $38.31 billion (31 December 2016 est.) |
| Stock of direct foreign investment - abroad: | $35.15 billion (31 December 2015 est.) |
| Exchange rates: | Turkish liras (TRY) per US dollar - |
| Exchange rates: | 3.0201 (2016 est.) |
| Exchange rates: | 3.0201 (2015 est.) |
| Exchange rates: | 2.72 (2014 est.) |
| Exchange rates: | 2.1885 (2013 est.) |
| Exchange rates: | 1.8 (2012 est.) |
