| Economy | India |
| Gross national saving: | 31.8% of GDP (2010 est.) |
| GDP - composition, by end use: | household consumption: 56.8% |
| GDP - composition, by end use: | government consumption: 11.9% |
| GDP - composition, by end use: | investment in fixed capital: 29.6% |
| GDP - composition, by end use: | investment in inventories: 3.5% |
| GDP - composition, by end use: | exports of goods and services: 23.8% |
| GDP - composition, by end use: | imports of goods and services: -25.6% |
| GDP - composition, by end use: | (2012 est.) |
| GDP - composition, by sector of origin: | agriculture: 17.4% |
| GDP - composition, by sector of origin: | industry: 17.6% |
| GDP - composition, by sector of origin: | services: 65% (2012 est.) |
| Agriculture - products: | rice, wheat, oilseed, cotton, jute, tea, sugarcane, lentils, onions, potatoes; dairy products, sheep, goats, poultry; fish |
| Industries: | textiles, chemicals, food processing, steel, transportation equipment, cement, mining, petroleum, machinery, software, pharmaceuticals |
| Industrial production growth rate: | 1.2% (2012 est.) |
| Labor force: | 482.3 million (2012 est.) |
| Labor force - by occupation: | agriculture: 53% |
| Labor force - by occupation: | industry: 19% |
| Labor force - by occupation: | services: 28% (2011 est.) |
| Unemployment rate: | 8.5% (2012 est.) |
| Unemployment rate: | 8.1% (2011 est.) |
| Population below poverty line: | 29.8% (2010 est.) |
| Household income or consumption by percentage share: | lowest 10%: 3.6% |
| Household income or consumption by percentage share: | highest 10%: 31.1% (2005) |
| Distribution of family income - Gini index: | 36.8 (2004) |
| Distribution of family income - Gini index: | 37.8 (1997) |
| Budget: | revenues: $172.1 billion |
| Budget: | expenditures: $263.8 billion (2012 est.) |
| Taxes and other revenues: | 9.5% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | -5% of GDP (2012 est.) |
| Public debt: | 51.7% of GDP (2012 est.) |
| Public debt: | 51.3% of GDP (2011 est.) |
| Public debt: | note: data cover central government debt, and exclude debt instruments issued (or owned) by government entities other than the treasury; the data include treasury debt held by foreign entities; the data exclude debt issued by subnational entities, as well as intra-governmental debt; intra-governmental debt consists of treasury borrowings from surpluses in the social funds, such as for retirement, medical care, and unemployment; debt instruments for the social funds are not sold at public auctions |
| Fiscal year: | 1 April - 31 March |
| Inflation rate (consumer prices): | 9.7% (2012 est.) |
| Inflation rate (consumer prices): | 9.6% (2011 est.) |
| Central bank discount rate: | 5.5% (31 December 2010 est.) |
| Central bank discount rate: | 6% (31 December 2009 est.) |
| Central bank discount rate: | note: the Indian central bank's policy rate - the repurchase rate - was 8% during December 2012 |
| Commercial bank prime lending rate: | 10.63% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 10.19% (31 December 2011 est.) |
| Stock of narrow money: | $317.4 billion (31 December 2012 est.) |
| Stock of narrow money: | $305.7 billion (31 December 2011 est.) |
| Stock of broad money: | $1.451 trillion (31 December 2012 est.) |
| Stock of broad money: | $1.293 trillion (31 December 2011 est.) |
| Stock of domestic credit: | $1.401 trillion (31 December 2012 est.) |
| Stock of domestic credit: | $1.249 trillion (31 December 2011 est.) |
| Market value of publicly traded shares: | $1.015 trillion (31 December 2011) |
| Market value of publicly traded shares: | $1.616 trillion (31 December 2010) |
| Market value of publicly traded shares: | $1.179 trillion (31 December 2009) |
| Current account balance: | $-91.47 billion (2012 est.) |
| Current account balance: | $-62.8 billion (2011 est.) |
| Exports: | $301.9 billion (2012 est.) |
| Exports: | $307.2 billion (2011 est.) |
| Exports - commodities: | petroleum products, precious stones, machinery, iron and steel, chemicals, vehicles, apparel |
| Exports - partners: | UAE 12.3%, US 12.2%, China 5%, Singapore 4.9%, Hong Kong 4.1% (2012) |
| Imports: | $503.5 billion (2012 est.) |
| Imports: | $475.3 billion (2011 est.) |
| Imports - commodities: | crude oil, precious stones, machinery, fertilizer, iron and steel, chemicals |
| Imports - partners: | China 10.7%, UAE 7.8%, Saudi Arabia 6.8%, Switzerland 6.2%, US 5.1% (2012) |
| Reserves of foreign exchange and gold: | $297.8 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $297.9 billion (31 December 2011 est.) |
| Debt - external: | $378.9 billion (31 December 2012 est.) |
| Debt - external: | $334.3 billion (31 December 2011 est.) |
| Stock of direct foreign investment - at home: | $225.1 billion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $206.4 billion (31 December 2011 est.) |
| Stock of direct foreign investment - abroad: | $118.1 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $109.5 billion (31 December 2011 est.) |
| Exchange rates: | Indian rupees (INR) per US dollar - |
| Exchange rates: | 53.44 (2012 est.) |
| Exchange rates: | 46.67 (2011 est.) |
| Exchange rates: | 45.73 (2010 est.) |
| Exchange rates: | 48.41 (2009) |
| Exchange rates: | 43.32 (2008) |
