| Economy | KENYA |
| GDP - per capita (PPP): | $3,200 (2014 est.) |
| GDP - per capita (PPP): | note: data are in 2016 dollars |
| Gross national saving: | 15.5% of GDP (2016 est.) |
| Gross national saving: | 10.9% of GDP (2015 est.) |
| Gross national saving: | 12.1% of GDP (2014 est.) |
| GDP - composition, by end use: | household consumption: 79.1% |
| GDP - composition, by end use: | government consumption: 13.6% |
| GDP - composition, by end use: | investment in fixed capital: 17.3% |
| GDP - composition, by end use: | investment in inventories: -1.2% |
| GDP - composition, by end use: | exports of goods and services: 14.6% |
| GDP - composition, by end use: | imports of goods and services: -23.4% (2016 est.) |
| GDP - composition, by sector of origin: | agriculture: 35.6% |
| GDP - composition, by sector of origin: | industry: 17.2% |
| GDP - composition, by sector of origin: | services: 47.3% (2016 est.) |
| Agriculture - products: | tea, coffee, corn, wheat, sugarcane, fruit, vegetables; dairy products, beef, fish, pork, poultry, eggs |
| Industries: | small-scale consumer goods (plastic, furniture, batteries, textiles, clothing, soap, cigarettes, flour), agricultural products, horticulture, oil refining; aluminum, steel, lead; cement, commercial ship repair, tourism |
| Industrial production growth rate: | 6.5% (2016 est.) |
| Labor force: | 19.14 million (2016 est.) |
| Labor force - by occupation: | agriculture: 61.1% |
| Labor force - by occupation: | industry: 6.7% |
| Labor force - by occupation: | services: 32.2% (2005 est.) |
| Unemployment rate: | 40% (2013 est.) |
| Unemployment rate: | 40% (2001 est.) |
| Population below poverty line: | 43.4% (2012 est.) |
| Household income or consumption by percentage share: | lowest 10%: 1.8% |
| Household income or consumption by percentage share: | highest 10%: 37.8% (2005) |
| Distribution of family income - Gini index: | 42.5 (2008 est.) |
| Distribution of family income - Gini index: | 44.9 (1997) |
| Budget: | revenues: $13.06 billion |
| Budget: | expenditures: $17.94 billion (2016 est.) |
| Taxes and other revenues: | 18.9% of GDP (2016 est.) |
| Budget surplus (+) or deficit (-): | -7.1% of GDP (2016 est.) |
| Public debt: | 53.5% of GDP (2016 est.) |
| Public debt: | 50.4% of GDP (2015 est.) |
| Fiscal year: | 1 July - 30 June |
| Inflation rate (consumer prices): | 6.3% (2016 est.) |
| Inflation rate (consumer prices): | 6.6% (2015 est.) |
| Central bank discount rate: | 11.5% (20 January 2016) |
| Central bank discount rate: | 7% (31 December 2010) |
| Commercial bank prime lending rate: | 16.58% (31 December 2016 est.) |
| Commercial bank prime lending rate: | 16.16% (31 December 2015 est.) |
| Stock of narrow money: | $12.77 billion (31 December 2016 est.) |
| Stock of narrow money: | $9.927 billion (31 December 2015 est.) |
| Stock of broad money: | $22.86 billion (31 December 2016 est.) |
| Stock of broad money: | $21.77 billion (31 December 2015 est.) |
| Stock of domestic credit: | $29.88 billion (31 December 2016 est.) |
| Stock of domestic credit: | $27.77 billion (31 December 2015 est.) |
| Market value of publicly traded shares: | $26.16 billion (31 December 2014 est.) |
| Market value of publicly traded shares: | $22.09 billion (31 December 2013 est.) |
| Market value of publicly traded shares: | $14.79 billion (31 December 2012 est.) |
| Current account balance: | $-3.653 billion (2016 est.) |
| Current account balance: | $-4.308 billion (2015 est.) |
| Exports: | $5.747 billion (2016 est.) |
| Exports: | $5.982 billion (2015 est.) |
| Exports - commodities: | tea, horticultural products, coffee, petroleum products, fish, cement |
| Exports - partners: | Uganda 10.1%, Tanzania 8.6%, US 7.7%, Netherlands 7.4%, UK 7.3%, UAE 4.6%, Pakistan 4.5% (2016) |
| Imports: | $13.64 billion (2016 est.) |
| Imports: | $14.36 billion (2015 est.) |
| Imports - commodities: | machinery and transportation equipment, petroleum products, motor vehicles, iron and steel, resins and plastics |
| Imports - partners: | China 24.1%, India 11.2%, UAE 7.7%, Japan 5.4% (2016) |
| Reserves of foreign exchange and gold: | $7.601 billion (31 December 2016 est.) |
| Reserves of foreign exchange and gold: | $7.548 billion (31 December 2015 est.) |
| Debt - external: | $22.6 billion (31 December 2016 est.) |
| Debt - external: | $19.15 billion (31 December 2015 est.) |
| Stock of direct foreign investment - at home: | $5.317 billion (31 December 2016 est.) |
| Stock of direct foreign investment - at home: | $4.562 billion (31 December 2015 est.) |
| Stock of direct foreign investment - abroad: | $NA (31 December 2016 est.) |
| Stock of direct foreign investment - abroad: | $NA (31 December 2015 est.) |
| Exchange rates: | Kenyan shillings (KES) per US dollar - |
| Exchange rates: | 101.504 (2016 est.) |
| Exchange rates: | 101.504 (2015 est.) |
| Exchange rates: | 98.179 (2014 est.) |
| Exchange rates: | 87.921 (2013 est.) |
| Exchange rates: | 84.53 (2012 est.) |
