| Economy | PAKISTAN |
| GDP - composition, by end use: | investment in inventories: 1.6% |
| GDP - composition, by end use: | exports of goods and services: 10.6% |
| GDP - composition, by end use: | imports of goods and services: -17% (2015 est.) |
| GDP - composition, by sector of origin: | agriculture: 25.1% |
| GDP - composition, by sector of origin: | industry: 20% |
| GDP - composition, by sector of origin: | services: 54.9% (2015 est.) |
| Agriculture - products: | cotton, wheat, rice, sugarcane, fruits, vegetables; milk, beef, mutton, eggs |
| Industries: | textiles and apparel, food processing, pharmaceuticals, construction materials, paper products, fertilizer, shrimp |
| Industrial production growth rate: | 4.8% (2015 est.) |
| Labor force: | 63.34 million |
| Labor force: | note: extensive export of labor, mostly to the Middle East, and use of child labor (2015 est.) |
| Labor force - by occupation: | agriculture: 43.7% |
| Labor force - by occupation: | industry: 22.4% |
| Labor force - by occupation: | services: 33.9% (FY2013 est.) |
| Unemployment rate: | 6.4% (2015 est.) |
| Unemployment rate: | 6.3% (2014 est.) |
| Unemployment rate: | note: substantial underemployment exists |
| Population below poverty line: | 22.3% (FY2005 est.) |
| Household income or consumption by percentage share: | lowest 10%: 4.2% |
| Household income or consumption by percentage share: | highest 10%: 25.6% (FY2011) |
| Distribution of family income - Gini index: | 29.6 (FY2011) |
| Distribution of family income - Gini index: | 31.4 (FY2008) |
| Budget: | revenues: $38.25 billion |
| Budget: | expenditures: $52.43 billion (2015 est.) |
| Taxes and other revenues: | 14.2% of GDP (2015 est.) |
| Budget surplus (+) or deficit (-): | -5.3% of GDP (2015 est.) |
| Public debt: | 57.3% of GDP (2015 est.) |
| Public debt: | 56% of GDP (2014 est.) |
| Fiscal year: | 1 July - 30 June |
| Inflation rate (consumer prices): | 2.5% (2015 est.) |
| Inflation rate (consumer prices): | 7.2% (2014 est.) |
| Central bank discount rate: | 6% (15 November 2015) |
| Central bank discount rate: | 9.5% (18 December 2014) |
| Commercial bank prime lending rate: | 8.37% (31 December 2015 est.) |
| Commercial bank prime lending rate: | 10.51% (31 December 2014 est.) |
| Stock of narrow money: | $89.3 billion (31 December 2015 est.) |
| Stock of narrow money: | $79.67 billion (31 December 2014 est.) |
| Stock of broad money: | $107 billion (31 October 2015 est.) |
| Stock of broad money: | $97.95 billion (31 December 2014 est.) |
| Stock of domestic credit: | $127.5 billion (31 December 2015 est.) |
| Stock of domestic credit: | $119.4 billion (31 December 2014 est.) |
| Market value of publicly traded shares: | $43.68 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $32.76 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $38.17 billion (31 December 2010 est.) |
| Current account balance: | -$2.627 billion (2015 est.) |
| Current account balance: | -$3.13 billion (2014 est.) |
| Exports: | $22.73 billion (2015 est.) |
| Exports: | $24.78 billion (2014 est.) |
| Exports - commodities: | textiles (garments, bed linen, cotton cloth, yarn), rice, leather goods, sporting goods, chemicals, manufactures, carpets and rugs |
| Exports - partners: | US 13.1%, UAE 9.1%, Afghanistan 9.1%, China 8.8%, UK 5.4%, Germany 4.9% (2015) |
| Imports: | $39.29 billion (2015 est.) |
| Imports: | $42.65 billion (2014 est.) |
| Imports - commodities: | petroleum, petroleum products, machinery, plastics, transportation equipment, edible oils, paper and paperboard, iron and steel, tea |
| Imports - partners: | China 28.1%, Saudi Arabia 10.9%, UAE 10.8%, Kuwait 5.6% (2015) |
| Reserves of foreign exchange and gold: | $20.05 billion (31 December 2015 est.) |
| Reserves of foreign exchange and gold: | $14.29 billion (31 December 2014 est.) |
| Debt - external: | $60.91 billion (31 December 2015 est.) |
| Debt - external: | $62.18 billion (31 December 2014 est.) |
| Stock of direct foreign investment - at home: | $31.82 billion (31 December 2015 est.) |
| Stock of direct foreign investment - at home: | $32.64 billion (31 December 2014 est.) |
| Stock of direct foreign investment - abroad: | $2.009 billion (31 December 2015 est.) |
| Stock of direct foreign investment - abroad: | $1.784 billion (31 December 2014 est.) |
| Exchange rates: | Pakistani rupees (PKR) per US dollar - |
| Exchange rates: | 102.769 (FY2015 est.) |
| Exchange rates: | 101.1 (FY2014 est.) |
| Exchange rates: | 101.1 (FY2013 est.) |
| Exchange rates: | 93.4 (2012 est.) |
| Exchange rates: | 86.3434 (2011 est.) |
