| Economy | Germany |
| Stock of narrow money: | note: see entry for the European Union for money supply in the euro area; the European Central Bank (ECB) controls monetary policy for the 17 members of the Economic and Monetary Union (EMU); individual members of the EMU do not control the quantity of money circulating within their own borders |
| Stock of broad money: | $4.551 trillion (31 December 2013 est.) |
| Stock of broad money: | $4.342 trillion (31 December 2012 est.) |
| Stock of domestic credit: | $4.457 trillion (31 December 2013 est.) |
| Stock of domestic credit: | $4.277 trillion (31 December 2012 est.) |
| Market value of publicly traded shares: | $1.486 trillion (31 December 2012 est.) |
| Market value of publicly traded shares: | $1.184 trillion (31 December 2011) |
| Market value of publicly traded shares: | $1.43 trillion (31 December 2010 est.) |
| Current account balance: | $257.1 billion (2013 est.) |
| Current account balance: | $238.5 billion (2012 est.) |
| Exports: | $1.493 trillion (2013 est.) |
| Exports: | $1.46 trillion (2012 est.) |
| Exports - commodities: | motor vehicles, machinery, chemicals, computer and electronic products, electrical equipment, pharmaceuticals, metals, transport equipment, foodstuffs, textiles, rubber and plastic products |
| Exports - partners: | France 9.21%, United States 7.85%, United Kingdom 6.53%, Netherlands 6.33%, China 5.91%, Italy 5.05%, Austria 5.03%, Switzerland 4.3%, Belgium 4.04% (2013 est.) |
| Imports: | $1.233 trillion (2013 est.) |
| Imports: | $1.222 trillion (2012 est.) |
| Imports - commodities: | machinery, data processing equipment, vehicles, chemicals, oil and gas, metals, electric equipment, pharmaceuticals, foodstuffs, agricultural products |
| Imports - partners: | Netherlands 12.88%, France 7.61%, China 6.25%, Belgium 6.13%, Italy 5.31%, United Kingdom 4.61%, Austria 4.33%, United States 4.19%, Switzerland 4.3%, Austria 4.1%, Poland 4% (2013 est.) |
| Reserves of foreign exchange and gold: | $248.9 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $238.9 billion (31 December 2011 est.) |
| Debt - external: | $5.717 trillion (31 December 2012 est.) |
| Debt - external: | $5.338 trillion (31 December 2011) |
| Stock of direct foreign investment - at home: | $1.335 trillion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $1.307 trillion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $1.871 trillion (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $1.788 trillion (31 December 2012 est.) |
| Exchange rates: | euros (EUR) per US dollar - |
| Exchange rates: | 0.7634 (2013 est.) |
| Exchange rates: | 0.7752 (2012 est.) |
| Exchange rates: | 0.755 (2010 est.) |
| Exchange rates: | 0.7198 (2009 est.) |
| Exchange rates: | 0.6827 (2008 est.) |
