| Economy | Korea, North |
| GDP - per capita (PPP): | $1,800 (2013 est.) |
| GDP - per capita (PPP): | note: data are in 2015 US dollars |
| Gross national saving: | NA |
| GDP - composition, by end use: | household consumption: NA (2014 est.) |
| GDP - composition, by end use: | government consumption: NA (2014 est.) |
| GDP - composition, by end use: | investment in fixed capital: NA (2014 est.) |
| GDP - composition, by end use: | investment in inventories: NA (2014 est.) |
| GDP - composition, by end use: | exports of goods and services: 5.9% (2016 est.) |
| GDP - composition, by end use: | imports of goods and services: -11.1% (2016 est.) |
| GDP - composition, by sector of origin: | agriculture: 22.5% (2017 est.) |
| GDP - composition, by sector of origin: | industry: 47.6% (2017 est.) |
| GDP - composition, by sector of origin: | services: 29.9% (2017 est.) |
| Agriculture - products: | rice, corn, potatoes, wheat, soybeans, pulses, beef, pork, eggs, fruit, nuts |
| Industries: | military products; machine building, electric power, chemicals; mining (coal, iron ore, limestone, magnesite, graphite, copper, zinc, lead, and precious metals), metallurgy; textiles, food processing; tourism |
| Industrial production growth rate: | 1% (2017 est.) |
| Labor force: | 14 million (2014 est.) |
| Labor force: | note: estimates vary widely |
| Labor force - by occupation: | agriculture: 37% |
| Labor force - by occupation: | industry: 63% (2008 est.) |
| Unemployment rate: | 25.6% (2013 est.) |
| Unemployment rate: | 25.5% (2012 est.) |
| Population below poverty line: | NA |
| Household income or consumption by percentage share: | lowest 10%: NA |
| Household income or consumption by percentage share: | highest 10%: NA |
| Budget: | revenues: 3.2 billion (2007 est.) |
| Budget: | expenditures: 3.3 billion (2007 est.) |
| Taxes and other revenues: | 11.4% (of GDP) (2007 est.) |
| Taxes and other revenues: | note: excludes earnings from state-operated enterprises |
| Budget surplus (+) or deficit (-): | -0.4% (of GDP) (2007 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | NA |
| Exports: | $45.82 billion (2017 est.) |
| Exports: | $2.908 billion (2015 est.) |
| Exports - partners: | China 86.3% (2017) |
| Exports - commodities: | minerals, metallurgical products, manufactures (including armaments), textiles, agricultural and fishery products |
| Imports: | $43.75 billion (2018 est.) |
| Imports: | $3.86 billion (2016 est.) |
| Imports - commodities: | petroleum, coking coal, machinery and equipment, textiles, grain |
| Imports - partners: | China 91.9% (2017) |
| Debt - external: | $5 billion (2013 est.) |
| Stock of direct foreign investment - at home: | $1.878 billion (31 December 2015 est.) |
| Stock of direct foreign investment - at home: | $1.9 billion (31 December 2013 est.) |
| Exchange rates: | North Korean won (KPW) per US dollar (average market rate) |
| Exchange rates: | 135 (2017 est.) |
| Exchange rates: | 130 (2016 est.) |
| Exchange rates: | 130 (2015 est.) |
| Exchange rates: | 98.5 (2013 est.) |
| Exchange rates: | 155.5 (2012 est.) |
