| Economy | Malta |
| Exports: | $3.67 billion (2012 est.) |
| Exports: | $3.635 billion (2011 est.) |
| Exports - commodities: | machinery and mechanical appliances; mineral fuels, oils and products; pharmaceutical products; printed books and newspapers; aircraft/spacecraft and parts thereof; toys, games, and sports requisites |
| Exports - partners: | Germany 14%, France 10.5%, Greece 7.7%, Italy 7.4%, UK 6.4% (2011) |
| Imports: | $4.648 billion (2012 est.) |
| Imports: | $4.856 billion (2011 est.) |
| Imports - commodities: | mineral fuels, oils and products; electrical machinery; aircraft/spacecraft and parts thereof; machinery and mechanical appliances; plastic and other semi-manufactured goods; vehicles and parts thereof |
| Imports - partners: | Italy 32%, France 8.4%, UK 8%, Germany 6.9% (2011) |
| Reserves of foreign exchange and gold: | $498.4 million (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $515.5 million (31 December 2011 est.) |
| Debt - external: | $48.79 billion (30 June 2011) |
| Debt - external: | $5.978 billion (31 December 2010) |
| Stock of direct foreign investment - at home: | $17.25 billion (31 December 2010) |
| Stock of direct foreign investment - at home: | $9.019 billion (31 December 2009) |
| Stock of direct foreign investment - abroad: | $1.213 billion (2010 est.) |
| Exchange rates: | euros (EUR) per US dollar - |
| Exchange rates: | 0.7838 (2012 est.) |
| Exchange rates: | 0.7185 (2011 est.) |
| Exchange rates: | 755 (2010 est.) |
| Exchange rates: | 0.7198 (2009 est.) |
| Exchange rates: | 0.6827 (2008 est.) |
| Fiscal year: | calendar year |
