| Economy | JAPAN |
| Unemployment rate: | 3.6% (2014 est.) |
| Unemployment rate: | 4% (2013 est.) |
| Population below poverty line: | 16.1% (2013 est.) |
| Household income or consumption by percentage share: | lowest 10%: 2.7% |
| Household income or consumption by percentage share: | highest 10%: 24.8% (2008) |
| Distribution of family income - Gini index: | 37.9 (2011) |
| Distribution of family income - Gini index: | 24.9 (1993) |
| Budget: | revenues: $1.512 trillion |
| Budget: | expenditures: $1.84 trillion (2014 est.) |
| Taxes and other revenues: | 31.7% of GDP (2013 est.) |
| Budget surplus (+) or deficit (-): | -6.9% of GDP (2014 est.) |
| Public debt: | 231.9% of GDP (2014 est.) |
| Public debt: | 227.2% of GDP (2013 est.) |
| Fiscal year: | 1 April - 31 March |
| Inflation rate (consumer prices): | 2.7% (2014 est.) |
| Inflation rate (consumer prices): | 0.4% (2013 est.) |
| Central bank discount rate: | 0.3% (31 December 2014) |
| Central bank discount rate: | 0.3% (31 December 2013) |
| Commercial bank prime lending rate: | 1.48% (31 December 2014 est.) |
| Commercial bank prime lending rate: | 1.48% (31 December 2013 est.) |
| Stock of narrow money: | $5.403 trillion (31 December 2014 est.) |
| Stock of narrow money: | $5.817 trillion (31 December 2013 est.) |
| Stock of broad money: | $8.073 trillion (31 December 2014 est.) |
| Stock of broad money: | $8.035 trillion (31 December 2013 est.) |
| Stock of domestic credit: | $11.88 trillion (31 December 2014 est.) |
| Stock of domestic credit: | $11.92 trillion (31 December 2013 est.) |
| Market value of publicly traded shares: | $4.782 trillion (31 December 2014 est.) |
| Market value of publicly traded shares: | $4.584 trillion (31 December 2013) |
| Market value of publicly traded shares: | $3.715 trillion (31 December 2012 est.) |
| Current account balance: | $45.42 billion (2014 est.) |
| Current account balance: | $33.63 billion (2013 est.) |
| Exports: | $710.5 billion (2014 est.) |
| Exports: | $714.9 billion (2013 est.) |
| Exports - commodities: | motor vehicles 14.9%; iron and steel products 5.4%; semiconductors 5%; auto parts 4.8%; power generating machinery 3.5%; plastic materials 3.3% (2014 est.) |
| Exports - partners: | US 18.9%, China 18.3%, South Korea 7.5%, Hong Kong 5.5%, Thailand 4.5% (2014) |
| Imports: | $811.9 billion (2014 est.) |
| Imports: | $832.6 billion (2013 est.) |
| Imports - commodities: | petroleum 16.1%; liquid natural gas 9.1%; clothing 3.8%; semiconductors 3.3%; coal 2.4%; audio and visual apparatus 1.4% (2014 est.) |
| Imports - partners: | China 22.3%, US 9%, Australia 5.9%, Saudi Arabia 5.9%, UAE 5.1%, Qatar 4.1%, South Korea 4.1% (2014) |
| Reserves of foreign exchange and gold: | $1.267 trillion (2013 est.) |
| Reserves of foreign exchange and gold: | $1.268 trillion (2012 est.) |
| Debt - external: | $5.18 trillion (31 December 2013 est.) |
| Debt - external: | $4.026 trillion (31 December 2012) |
| Stock of direct foreign investment - at home: | $205.5 billion (31 December 2014 est.) |
| Stock of direct foreign investment - at home: | $185.7 billion (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $1.284 trillion (31 December 2014 est.) |
| Stock of direct foreign investment - abroad: | $1.117 trillion (2013 est.) |
| Exchange rates: | yen (JPY) per US dollar - |
| Exchange rates: | 105.8 (2014 est.) |
| Exchange rates: | 97.6 (2013 est.) |
| Exchange rates: | 79.79 (2012 est.) |
| Exchange rates: | 79.81 (2011 est.) |
| Exchange rates: | 87.78 (2010 est.) |
