| Economy | JAPAN |
| GDP - composition, by sector of origin: | services: 71.3% (2015 est.) |
| Agriculture - products: | vegetables, rice, fish, poultry, fruit, dairy products, pork, beef, flowers, potatoes/taros/yams, sugar cane, tea, legumes, wheat and barley |
| Industries: | among world's largest and most technologically advanced producers of motor vehicles, electronic equipment, machine tools, steel and nonferrous metals, ships, chemicals, textiles, processed foods |
| Industrial production growth rate: | 0.6% (2015 est.) |
| Labor force: | 65.98 million (2015 est.) |
| Labor force - by occupation: | agriculture: 2.9% |
| Labor force - by occupation: | industry: 26.2% |
| Labor force - by occupation: | services: 70.9% (February 2015 est) |
| Unemployment rate: | 3.4% (2015 est.) |
| Unemployment rate: | 3.6% (2014 est.) |
| Population below poverty line: | 16.1% (2013 est.) |
| Household income or consumption by percentage share: | lowest 10%: 2.7% |
| Household income or consumption by percentage share: | highest 10%: 24.8% (2008) |
| Distribution of family income - Gini index: | 37.9 (2011) |
| Distribution of family income - Gini index: | 24.9 (1993) |
| Budget: | revenues: $1.48 trillion |
| Budget: | expenditures: $1.704 trillion (2015 est.) |
| Taxes and other revenues: | 35.9% of GDP (2015 est.) |
| Budget surplus (+) or deficit (-): | -5.4% of GDP (2015 est.) |
| Public debt: | 230% of GDP (2015 est.) |
| Public debt: | 227.7% of GDP (2014 est.) |
| Fiscal year: | 1 April - 31 March |
| Inflation rate (consumer prices): | 0.8% (2015 est.) |
| Inflation rate (consumer prices): | 2.7% (2014 est.) |
| Central bank discount rate: | 0.3% (31 December 2015) |
| Central bank discount rate: | 0.3% (31 December 2014) |
| Commercial bank prime lending rate: | 1.48% (31 December 2015 est.) |
| Commercial bank prime lending rate: | 1.48% (31 December 2014 est.) |
| Stock of narrow money: | $5.131 trillion (31 December 2015 est.) |
| Stock of narrow money: | $4.896 trillion (31 December 2014 est.) |
| Stock of broad money: | $8.073 trillion (31 December 2014 est.) |
| Stock of broad money: | $8.035 trillion (31 December 2013 est.) |
| Stock of domestic credit: | $11.09 trillion (31 December 2015 est.) |
| Stock of domestic credit: | $10.92 trillion (31 December 2014 est.) |
| Market value of publicly traded shares: | $4.782 trillion (31 December 2015 est.) |
| Market value of publicly traded shares: | $4.584 trillion (31 December 2014 est.) |
| Market value of publicly traded shares: | $3.715 trillion (31 December 2013 est.) |
| Current account balance: | $137.5 billion (2015 est.) |
| Current account balance: | $24.4 billion (2014 est.) |
| Exports: | $622 billion (2015 est.) |
| Exports: | $699.1 billion (2014 est.) |
| Exports - commodities: | motor vehicles 14.9%; iron and steel products 5.4%; semiconductors 5%; auto parts 4.8%; power generating machinery 3.5%; plastic materials 3.3% (2014 est.) |
| Exports - partners: | US 20.2%, China 17.5%, South Korea 7.1%, Hong Kong 5.6%, Thailand 4.5% (2015) |
| Imports: | $627.3 billion (2015 est.) |
| Imports: | $799 billion (2014 est.) |
| Imports - commodities: | petroleum 16.1%; liquid natural gas 9.1%; clothing 3.8%; semiconductors 3.3%; coal 2.4%; audio and visual apparatus 1.4% (2014 est.) |
| Imports - partners: | China 24.8%, US 10.5%, Australia 5.4%, South Korea 4.1% (2015) |
| Reserves of foreign exchange and gold: | $1.233 trillion (31 December 2015 est.) |
| Reserves of foreign exchange and gold: | $1.261 trillion (31 December 2014 est.) |
| Debt - external: | $5.18 trillion (31 December 2013 est.) |
| Debt - external: | $4.026 trillion (31 December 2012) |
| Stock of direct foreign investment - at home: | $202.4 billion (31 December 2015 est.) |
| Stock of direct foreign investment - at home: | $196.9 billion (31 December 2014 est.) |
| Stock of direct foreign investment - abroad: | $1.258 trillion (31 December 2015 est.) |
| Stock of direct foreign investment - abroad: | $1.177 trillion (31 December 2014 est.) |
| Exchange rates: | yen (JPY) per US dollar - |
| Exchange rates: | 121.02 (2015 est.) |
| Exchange rates: | 105.86 (2014 est.) |
| Exchange rates: | 97.44 (2013 est.) |
| Exchange rates: | 79.79 (2012 est.) |
| Exchange rates: | 79.81 (2011 est.) |
