| Economy | Japan |
| GDP - per capita (PPP): | $36,300 (2012 est.) |
| GDP - per capita (PPP): | $35,600 (2011 est.) |
| GDP - per capita (PPP): | note: data are in 2013 US dollars |
| Gross national saving: | 22.1% of GDP (2013 est.) |
| Gross national saving: | 21.6% of GDP (2012 est.) |
| Gross national saving: | 22% of GDP (2011 est.) |
| GDP - composition, by end use: | household consumption: 61% |
| GDP - composition, by end use: | government consumption: 20.7% |
| GDP - composition, by end use: | investment in fixed capital: 21.6% |
| GDP - composition, by end use: | investment in inventories: -0.6% |
| GDP - composition, by end use: | exports of goods and services: 15.8% |
| GDP - composition, by end use: | imports of goods and services: -18.4% |
| GDP - composition, by end use: | (2013 est.) |
| GDP - composition, by sector of origin: | agriculture: 1.1% |
| GDP - composition, by sector of origin: | industry: 25.6% |
| GDP - composition, by sector of origin: | services: 73.2% (2013 est.) |
| Agriculture - products: | rice, sugar beets, vegetables, fruit; pork, poultry, dairy products, eggs; fish |
| Industries: | among world's largest and most technologically advanced producers of motor vehicles, electronic equipment, machine tools, steel and nonferrous metals, ships, chemicals, textiles, processed foods |
| Industrial production growth rate: | 1% (2013 est.) |
| Labor force: | 65.62 million (2013 est.) |
| Labor force - by occupation: | agriculture: 3.9% |
| Labor force - by occupation: | industry: 26.2% |
| Labor force - by occupation: | services: 69.8% (2010 est.) |
| Unemployment rate: | 4.1% (2013 est.) |
| Unemployment rate: | 4.4% (2012 est.) |
| Population below poverty line: | 16% (2010) |
| Household income or consumption by percentage share: | lowest 10%: 1.9% |
| Household income or consumption by percentage share: | highest 10%: 27.5% (2008) |
| Distribution of family income - Gini index: | 37.6 (2008) |
| Distribution of family income - Gini index: | 24.9 (1993) |
| Budget: | revenues: $1.739 trillion |
| Budget: | expenditures: $2.149 trillion (2013 est.) |
| Taxes and other revenues: | 34.7% of GDP (2013 est.) |
| Budget surplus (+) or deficit (-): | -8.2% of GDP (2013 est.) |
| Public debt: | 226.1% of GDP (2013 est.) |
| Public debt: | 219.1% of GDP (2012 est.) |
| Fiscal year: | 1 April - 31 March |
| Inflation rate (consumer prices): | 0.2% (2013 est.) |
| Inflation rate (consumer prices): | 0% (2012 est.) |
| Central bank discount rate: | 0.1% (31 December 2012) |
| Central bank discount rate: | 0.3% (31 December 2009) |
| Commercial bank prime lending rate: | 1.5% (31 December 2013 est.) |
| Commercial bank prime lending rate: | 1.48% (31 December 2012 est.) |
| Stock of narrow money: | $5.604 trillion (31 December 2013 est.) |
| Stock of narrow money: | $6.176 trillion (31 December 2012 est.) |
| Stock of broad money: | $13.12 trillion (31 December 2011 est.) |
| Stock of broad money: | $13.41 trillion (31 December 2010 est.) |
| Stock of domestic credit: | $12.39 trillion (31 December 2013 est.) |
| Stock of domestic credit: | $13.72 trillion (31 December 2012 est.) |
| Market value of publicly traded shares: | $3.681 trillion (31 December 2012 est.) |
| Market value of publicly traded shares: | $3.541 trillion (31 December 2011) |
| Market value of publicly traded shares: | $NA (31 December 2010 est.) |
| Current account balance: | $56.6 billion (2013 est.) |
| Current account balance: | $60.8 billion (2012 est.) |
| Exports: | $697 billion (2013 est.) |
| Exports: | $776.6 billion (2012 est.) |
| Exports - commodities: | motor vehicles 13.6%; semiconductors 6.2%; iron and steel products 5.5%; auto parts 4.6%; plastic materials 3.5%; power generating machinery 3.5% |
| Exports - partners: | China 18.1%, US 17.8%, South Korea 7.7%, Thailand 5.5%, Hong Kong 5.1% (2012) |
| Imports: | $766.6 billion (2013 est.) |
| Imports: | $830.1 billion (2012 est.) |
| Imports - commodities: | petroleum 15.5%; liquid natural gas 5.7%; clothing 3.9%; semiconductors 3.5%; coal 3.5%; audio and visual apparatus 2.7% (2011 est.) |
| Imports - partners: | China 21.3%, US 8.8%, Australia 6.4%, Saudi Arabia 6.2%, UAE 5%, South Korea 4.6%, Qatar 4% (2012) |
| Reserves of foreign exchange and gold: | $1.268 trillion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $1.296 trillion (31 December 2011 est.) |
| Debt - external: | $3.017 trillion (31 December 2012 est.) |
| Debt - external: | $3.115 trillion (31 December 2011) |
| Stock of direct foreign investment - at home: | $231.2 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $222.2 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $1.179 trillion (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $1.054 trillion (31 December 2012 est.) |
| Exchange rates: | yen (JPY) per US dollar - |
| Exchange rates: | 97.44 (2013 est.) |
| Exchange rates: | 79.79 (2012 est.) |
| Exchange rates: | 87.78 (2010 est.) |
| Exchange rates: | 93.57 (2009) |
| Exchange rates: | 103.58 (2008) |
