| Economy | China |
| Commercial bank prime lending rate: | 6.56% (31 December 2011 est.) |
| Stock of narrow money: | $4.907 trillion (31 December 2012 est.) |
| Stock of narrow money: | $4.6 trillion (31 December 2011 est.) |
| Stock of broad money: | $15.49 trillion (31 December 2012 est.) |
| Stock of broad money: | $13.52 trillion (31 December 2011 est.) |
| Stock of domestic credit: | $12.81 trillion (31 December 2012 est.) |
| Stock of domestic credit: | $10.92 trillion (31 December 2011 est.) |
| Market value of publicly traded shares: | $3.665 trillion (31 December 2012 est.) |
| Market value of publicly traded shares: | $3.408 trillion (31 December 2011) |
| Market value of publicly traded shares: | $4.763 trillion (31 December 2010 est.) |
| Current account balance: | $193.1 billion (2012 est.) |
| Current account balance: | $136.1 billion (2011 est.) |
| Exports: | $1.971 trillion (2012 est.) |
| Exports: | $1.806 trillion (2011 est.) |
| Exports - commodities: | electrical and other machinery, including data processing equipment, apparel, radio telephone handsets, textiles, integrated circuits |
| Exports - partners: | US 17.2%, Hong Kong 15.8%, Japan 7.4%, South Korea 4.3% (2012) |
| Imports: | $1.653 trillion (2012 est.) |
| Imports: | $1.57 trillion (2011 est.) |
| Imports - commodities: | electrical and other machinery, oil and mineral fuels, optical and medical equipment, metal ores, motor vehicles |
| Imports - partners: | Japan 9.8%, South Korea 9.2%, US 7.1%, Germany 5.1%, Australia 4.3% (2012) |
| Reserves of foreign exchange and gold: | $3.341 trillion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $3.213 trillion (31 December 2011 est.) |
| Debt - external: | $728.9 billion (31 December 2012 est.) |
| Debt - external: | $685.4 billion (31 December 2011 est.) |
| Stock of direct foreign investment - at home: | $1.344 trillion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $1.232 trillion (31 December 2011 est.) |
| Stock of direct foreign investment - abroad: | $509 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $424.8 billion (31 December 2011 est.) |
| Exchange rates: | Renminbi yuan (RMB) per US dollar - |
| Exchange rates: | 6.31 (2012 est.) |
| Exchange rates: | 6.46 (2011 est.) |
| Exchange rates: | 6.77 (2010 est.) |
| Exchange rates: | 6.83 (2009) |
| Exchange rates: | 6.94 (2008) |
