| Economy | TAIWAN |
| Central bank discount rate: | 1.88% (31 December 2011) |
| Commercial bank prime lending rate: | 2.88% (31 January 2015 est.) |
| Commercial bank prime lending rate: | 2.88% (31 December 2013 est.) |
| Stock of narrow money: | $483.2 billion (31 December 2014 est.) |
| Stock of narrow money: | $449.8 billion (31 December 2013 est.) |
| Stock of broad money: | $1.249 trillion (31 December 2014 est.) |
| Stock of broad money: | $1.186 trillion (31 December 2013 est.) |
| Stock of domestic credit: | $786.6 billion (31 December 2014 est.) |
| Stock of domestic credit: | $748.3 billion (31 December 2013 est.) |
| Market value of publicly traded shares: | $831.9 billion (31 December 2012) |
| Market value of publicly traded shares: | $784.1 billion (31 December 2011) |
| Market value of publicly traded shares: | $738.3 billion (31 December 2010) |
| Current account balance: | $52.65 billion (2014 est.) |
| Current account balance: | $44.02 billion (2013 est.) |
| Exports: | $318 billion (2014 est.) |
| Exports: | $304.6 billion (2013 est.) |
| Exports - commodities: | semiconductors, petrochemicals, automobile/auto parts, ships, wireless communication equipment, flat display displays, steel, electronics, plastics, computers |
| Exports - partners: | China 27.1%, Hong Kong 13.2%, US 10.3%, Japan 6.4%, Singapore 4.4% (2012 est.) |
| Imports: | $277.5 billion (2014 est.) |
| Imports: | $267.4 billion (2013 est.) |
| Imports - commodities: | oil/petroleum, semiconductors, natural gas, coal, steel, computers, wireless communication equipment, automobiles, fine chemicals, textiles |
| Imports - partners: | Japan 17.6%, China 16.1%, US 9.5% (2012 est.) |
| Reserves of foreign exchange and gold: | $429.4 billion (31 December 2014 est.) |
| Reserves of foreign exchange and gold: | $421.9 billion (31 December 2013 est.) |
| Debt - external: | $191.9 billion (31 December 2014 est.) |
| Debt - external: | $170.1 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $66.78 billion (31 December 2014 est.) |
| Stock of direct foreign investment - at home: | $65.8 billion (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $259.9 billion (31 December 2014 est.) |
| Stock of direct foreign investment - abroad: | $246.1 billion (31 December 2013 est.) |
| Exchange rates: | New Taiwan dollars (TWD) per US dollar - |
| Exchange rates: | 31.718 (2014 est.) |
| Exchange rates: | 29.95 (2013 est.) |
| Exchange rates: | 29.62 (2012 est.) |
| Exchange rates: | 29.47 (2011 est.) |
| Exchange rates: | 31.648 (2010 est.) |
