| Economy | Ireland |
| GDP - real growth rate: | 4.9% (2016 est.) |
| GDP - real growth rate: | 25% (2015 est.) |
| GDP - per capita (PPP): | $73,200 (2017 est.) |
| GDP - per capita (PPP): | $69,100 (2016 est.) |
| GDP - per capita (PPP): | $66,600 (2015 est.) |
| GDP - per capita (PPP): | note: data are in 2017 dollars |
| Gross national saving: | 33.1% of GDP (2017 est.) |
| Gross national saving: | 33.7% of GDP (2016 est.) |
| Gross national saving: | 29% of GDP (2015 est.) |
| GDP - composition, by end use: | household consumption: 34% (2017 est.) |
| GDP - composition, by end use: | government consumption: 10.1% (2017 est.) |
| GDP - composition, by end use: | investment in fixed capital: 23.4% (2017 est.) |
| GDP - composition, by end use: | investment in inventories: 1.2% (2017 est.) |
| GDP - composition, by end use: | exports of goods and services: 119.9% (2017 est.) |
| GDP - composition, by end use: | imports of goods and services: -89.7% (2017 est.) |
| GDP - composition, by sector of origin: | agriculture: 1.2% (2017 est.) |
| GDP - composition, by sector of origin: | industry: 38.6% (2017 est.) |
| GDP - composition, by sector of origin: | services: 60.2% (2017 est.) |
| Agriculture - products: | barley, potatoes, wheat; beef, dairy products |
| Industries: | pharmaceuticals, chemicals, computer hardware and software, food products, beverages and brewing; medical devices |
| Industrial production growth rate: | 7.8% (2017 est.) |
| Labor force: | 2.226 million (2017 est.) |
| Labor force - by occupation: | agriculture: 5% |
| Labor force - by occupation: | industry: 11% |
| Labor force - by occupation: | services: 84% (2015 est.) |
| Unemployment rate: | 6.7% (2017 est.) |
| Unemployment rate: | 8.4% (2016 est.) |
| Population below poverty line: | 8.2% (2013 est.) |
| Household income or consumption by percentage share: | lowest 10%: 27.2% (2000) |
| Household income or consumption by percentage share: | highest 10%: 27.2% (2000) |
| Distribution of family income - Gini index: | 31.3 (2013 est.) |
| Distribution of family income - Gini index: | 35.9 (1987 est.) |
| Budget: | revenues: 86.04 billion (2017 est.) |
| Budget: | expenditures: 87.19 billion (2017 est.) |
| Taxes and other revenues: | 26% (of GDP) (2017 est.) |
| Budget surplus (+) or deficit (-): | -0.3% (of GDP) (2017 est.) |
| Public debt: | 68.6% of GDP (2017 est.) |
| Public debt: | 73.6% of GDP (2016 est.) |
| Public debt: | note: data cover general government debt and include debt instruments issued (or owned) by government entities other than the treasury; the data include treasury debt held by foreign entities; the data include debt issued by subnational entities, as well as intragovernmental debt; intragovernmental debt consists of treasury borrowings from surpluses in the social funds, such as for retirement, medical care, and unemployment; debt instruments for the social funds are not sold at public auctions |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 0.3% (2017 est.) |
| Inflation rate (consumer prices): | -0.2% (2016 est.) |
| Central bank discount rate: | 0.05% (31 December 2015) |
| Central bank discount rate: | 0.15% (31 August 2014) |
| Central bank discount rate: | note: this is the European Central Bank's rate on the marginal lending facility, which offers overnight credit to banks in the euro area |
| Commercial bank prime lending rate: | 4.08% (31 December 2017 est.) |
| Commercial bank prime lending rate: | 3.48% (31 December 2016 est.) |
| Stock of narrow money: | $191.9 billion (31 December 2017 est.) |
| Stock of narrow money: | $156.2 billion (31 December 2016 est.) |
| Stock of narrow money: | note: see entry for the European Union for money supply for the entire euro area; the European Central Bank (ECB) controls monetary policy for the 18 members of the Economic and Monetary Union (EMU); individual members of the EMU do not control the quantity of money circulating within their own borders |
| Stock of broad money: | $191.9 billion (31 December 2017 est.) |
| Stock of broad money: | $156.2 billion (31 December 2016 est.) |
| Stock of domestic credit: | $299.1 billion (31 December 2017 est.) |
| Stock of domestic credit: | $287.1 billion (31 December 2016 est.) |
| Market value of publicly traded shares: | $128 billion (31 December 2015 est.) |
| Market value of publicly traded shares: | $143.5 billion (31 December 2014 est.) |
| Market value of publicly traded shares: | $170.1 billion (31 December 2013 est.) |
| Current account balance: | $28.14 billion (2017 est.) |
| Current account balance: | -$12.59 billion (2016 est.) |
| Exports: | $219.7 billion (2017 est.) |
| Exports: | $206 billion (2016 est.) |
| Exports - partners: | US 27.1%, UK 13.4%, Belgium 11%, Germany 8.1%, Switzerland 5.1%, Netherlands 4.9%, France 4.3% (2017) |
| Exports - commodities: | machinery and equipment, computers, chemicals, medical devices, pharmaceuticals; foodstuffs, animal products |
| Imports: | $98.13 billion (2017 est.) |
| Imports: | $92.09 billion (2016 est.) |
| Imports - commodities: | data processing equipment, other machinery and equipment, chemicals, petroleum and petroleum products, textiles, clothing |
| Imports - partners: | UK 29%, US 18.9%, France 12.1%, Germany 9.6%, Netherlands 4.1% (2017) |
| Reserves of foreign exchange and gold: | $4.412 billion (31 December 2017 est.) |
| Reserves of foreign exchange and gold: | $2.203 billion (31 December 2015 est.) |
| Debt - external: | $2.47 trillion (31 March 2016 est.) |
| Debt - external: | $2.35 trillion (31 March 2015 est.) |
| Stock of direct foreign investment - at home: | $1.54 trillion (31 December 2017 est.) |
| Stock of direct foreign investment - at home: | $1.411 trillion (31 December 2016 est.) |
| Stock of direct foreign investment - abroad: | $1.56 trillion (31 December 2017 est.) |
| Stock of direct foreign investment - abroad: | $1.404 trillion (31 December 2016 est.) |
| Exchange rates: | euros (EUR) per US dollar - |
| Exchange rates: | 0.885 (2017 est.) |
| Exchange rates: | 0.903 (2016 est.) |
| Exchange rates: | 0.9214 (2015 est.) |
| Exchange rates: | 0.885 (2014 est.) |
| Exchange rates: | 0.7634 (2013 est.) |
