| Economy | Mongolia |
| Industries: | construction and construction materials; mining (coal, copper, molybdenum, fluorspar, tin, tungsten, and gold); oil; food and beverages; processing of animal products, cashmere and natural fiber manufacturing |
| Industrial production growth rate: | 10.1% (2012 est.) |
| Labor force: | 1.037 million (2011 est.) |
| Labor force - by occupation: | agriculture: 33% |
| Labor force - by occupation: | industry: 10.6% |
| Labor force - by occupation: | services: 56.4% (2011) |
| Unemployment rate: | 9% (2011 est.) |
| Unemployment rate: | 13% (2010) |
| Population below poverty line: | 29.8% (2011 est.) |
| Household income or consumption by percentage share: | lowest 10%: 3% |
| Household income or consumption by percentage share: | highest 10%: 28.4% (2008) |
| Distribution of family income - Gini index: | 36.5 (2008) |
| Distribution of family income - Gini index: | 32.8 (2002) |
| Budget: | revenues: $3.228 billion |
| Budget: | expenditures: $4.091 billion (2012 est.) |
| Taxes and other revenues: | 31.9% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | -8.5% of GDP (2012 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 15% (2012 est.) |
| Inflation rate (consumer prices): | 9.5% (2011 est.) |
| Central bank discount rate: | 13.25% (31 December 2012) |
| Central bank discount rate: | 12.25% (31 December 2011 est.) |
| Commercial bank prime lending rate: | 18.2% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 15.5% (31 December 2011 est.) |
| Stock of narrow money: | $1.318 billion (31 December 2012 est.) |
| Stock of narrow money: | $1.247 billion (31 December 2011 est.) |
| Stock of broad money: | $5.456 billion (31 December 2012 est.) |
| Stock of broad money: | $4.592 billion (31 December 2011 est.) |
| Stock of domestic credit: | $3.09 billion (31 December 2012 est.) |
| Stock of domestic credit: | $3.204 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $1.29 billion (31 December 2012) |
| Market value of publicly traded shares: | $1.579 billion (31 December 2011) |
| Market value of publicly traded shares: | $1.093 billion (31 December 2010) |
| Current account balance: | $-3.362 billion (2012 est.) |
| Current account balance: | $-2.76 billion (2011 est.) |
| Exports: | $4.382 billion (2012 est.) |
| Exports: | $4.816 billion (2011 est.) |
| Exports - commodities: | copper, apparel, livestock, animal products, cashmere, wool, hides, fluorspar, other nonferrous metals, coal, crude oil |
| Exports - partners: | China 89%, Canada 4.1% (2012) |
| Imports: | $5.934 billion (2012 est.) |
| Imports: | $5.807 billion (2011 est.) |
| Imports - commodities: | machinery and equipment, fuel, cars, food products, industrial consumer goods, chemicals, building materials, cigarettes and tobacco, appliances, soap and detergent |
| Imports - partners: | China 37.5%, Russia 25.6%, US 9.4%, South Korea 6.1%, Japan 4.9% (2012) |
| Debt - external: | $4.669 billion (31 December 2012 est.) |
| Debt - external: | $2.564 billion (31 December 2011 est.) |
| Stock of direct foreign investment - at home: | $4.452 billion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $4.715 billion (31 December 2011 est.) |
| Stock of direct foreign investment - abroad: | $44 million (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $94.5 million (31 December 2011 est.) |
| Exchange rates: | togrog/tugriks (MNT) per US dollar - |
| Exchange rates: | 1,357.6 (2012 est.) |
| Exchange rates: | 1,265.5 (2011 est.) |
| Exchange rates: | 1,357.1 (2010 est.) |
| Exchange rates: | 1,442.8 (2009) |
| Exchange rates: | 1,170 (2007) |
