| Economy | Burkina Faso |
| Budget: | expenditures: 3.655 billion (2017 est.) |
| Taxes and other revenues: | 21.2% (of GDP) (2017 est.) |
| Budget surplus (+) or deficit (-): | -7.9% (of GDP) (2017 est.) |
| Public debt: | 38.1% of GDP (2017 est.) |
| Public debt: | 38.3% of GDP (2016 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 0.4% (2017 est.) |
| Inflation rate (consumer prices): | -0.2% (2016 est.) |
| Central bank discount rate: | 4.25% (31 December 2010) |
| Central bank discount rate: | 4.25% (31 December 2009) |
| Commercial bank prime lending rate: | 5.3% (31 December 2017 est.) |
| Commercial bank prime lending rate: | 5.3% (31 December 2016 est.) |
| Stock of narrow money: | $3.357 billion (31 December 2017 est.) |
| Stock of narrow money: | $2.602 billion (31 December 2016 est.) |
| Stock of broad money: | $3.357 billion (31 December 2017 est.) |
| Stock of broad money: | $2.602 billion (31 December 2016 est.) |
| Stock of domestic credit: | $4.409 billion (31 December 2017 est.) |
| Stock of domestic credit: | $3.301 billion (31 December 2016 est.) |
| Market value of publicly traded shares: | NA |
| Current account balance: | -$1.019 billion (2017 est.) |
| Current account balance: | -$820 million (2016 est.) |
| Exports: | $3.14 billion (2017 est.) |
| Exports: | $2.641 billion (2016 est.) |
| Exports - partners: | Switzerland 44.9%, India 15.6%, South Africa 11.3%, Cote dIvoire 4.9% (2017) |
| Exports - commodities: | gold, cotton, livestock |
| Imports: | $3.305 billion (2017 est.) |
| Imports: | $2.827 billion (2016 est.) |
| Imports - commodities: | capital goods, foodstuffs, petroleum |
| Imports - partners: | China 13.2%, Cote dIvoire 9.5%, US 8.2%, Thailand 8.1%, France 6.5%, Ghana 4.4%, Togo 4.4%, India 4.3% (2017) |
| Reserves of foreign exchange and gold: | $49 million (31 December 2017 est.) |
| Reserves of foreign exchange and gold: | $50.9 million (31 December 2016 est.) |
| Debt - external: | $3.056 billion (31 December 2017 est.) |
| Debt - external: | $2.88 billion (31 December 2016 est.) |
| Exchange rates: | Communaute Financiere Africaine francs (XOF) per US dollar - |
| Exchange rates: | 605.3 (2017 est.) |
| Exchange rates: | 593.01 (2016 est.) |
| Exchange rates: | 593.01 (2015 est.) |
| Exchange rates: | 591.45 (2014 est.) |
| Exchange rates: | 494.42 (2013 est.) |
