| Economy | EUROPEAN UNION |
| Commercial bank prime lending rate: | 5.9% (31 December 2010 est.) |
| Commercial bank prime lending rate: | 7.52% (31 December 2009 est.) |
| Stock of narrow money: | $6.736 trillion (31 December 2013) |
| Stock of narrow money: | $6.219 trillion (31 December 2012) |
| Stock of narrow money: | note: this is the quantity of money, M1, for the euro area, converted into US dollars at the exchange rate for the date indicated; it excludes the stock of money carried by non-euro-area members of the European Union, e.g., UK pounds, Danish kroner, and Czech koruny |
| Stock of broad money: | $12.9 trillion (31 December 2012 est.) |
| Stock of broad money: | $12.29 trillion (31 December 2011 est.) |
| Stock of broad money: | note: this is the quantity of broad money for the euro area, converted into US dollars at the exchange rate for the date indicated; it excludes the stock of broad money carried by non-euro-area members of the European Union |
| Stock of domestic credit: | $21.71 trillion (31 December 2012 est.) |
| Stock of domestic credit: | $21.29 trillion (31 December 2011 est.) |
| Stock of domestic credit: | note: this figure refers to the euro area only; it excludes credit data for non-euro-area members of the EU |
| Market value of publicly traded shares: | $10.4 trillion (31 December 2012 est.) |
| Market value of publicly traded shares: | $9.36 trillion (31 December 2011) |
| Market value of publicly traded shares: | $10.56 trillion (31 December 2010 est.) |
| Current account balance: | -$34.49 billion (2011 est.) |
| Current account balance: | -$5.73 billion (2010 est.) |
| Exports: | $2.173 trillion (2012 est.) |
| Exports: | $2.174 trillion (2011 est.) |
| Exports: | note: external exports, excluding intra-EU trade |
| Exports - commodities: | machinery, motor vehicles, pharmaceuticals and other chemicals, fuels, aircraft, plastics, iron and steel, wood pulp and paper products, alcoholic beverages, furniture |
| Imports: | $2.312 trillion (2012 est.) |
| Imports: | $2.404 trillion (2011 est.) |
| Imports: | note: external imports, excluding intra-EU trade |
| Imports - commodities: | fuels and crude oil, machinery, vehicles, pharmaceuticals and other chemicals, precious gemstones, textiles, aircraft, plastics, metals, ships |
| Reserves of foreign exchange and gold: | $863.8 billion (31 December 2011 est.) |
| Reserves of foreign exchange and gold: | note: this includes reserves held by the European Central Bank and euro-zone national central banks; it excludes reserves for non-euro-area members of the EU |
| Debt - external: | $15.95 trillion (31 December 2012 est.) |
| Debt - external: | $14.78 trillion (31 December 2011) |
| Stock of direct foreign investment - at home: | $NA |
| Exchange rates: | euros per US dollar - |
| Exchange rates: | 0.7489 (2014 est.) |
| Exchange rates: | 0.7634 (2013 est.) |
| Exchange rates: | 0.78 (2012 est.) |
| Exchange rates: | 0.7185 (2011 est.) |
| Exchange rates: | 0.755 (2010 est.) |
