| Economy | EUROPEAN UNION |
| Labor force - by occupation: | services: 73.1% (2014 est.) |
| Unemployment rate: | 9.4% (2015 est.) |
| Unemployment rate: | 10.2% (2014 est.) |
| Population below poverty line: | 9.8% |
| Population below poverty line: | note: see individual country entries of member states (2013 est.) |
| Household income or consumption by percentage share: | lowest 10%: 2.8% |
| Household income or consumption by percentage share: | highest 10%: 24.1% (2015 est.) |
| Distribution of family income - Gini index: | 31 (2015 est.) |
| Distribution of family income - Gini index: | 30.9 (2014 est.) |
| Taxes and other revenues: | 45.2% of GDP (2014) |
| Budget surplus (+) or deficit (-): | -3% of GDP (2014) |
| Public debt: | 86.8% of GDP (2014) |
| Public debt: | 85.5% of GDP (2013) |
| Fiscal year: | NA |
| Inflation rate (consumer prices): | 0.1% (2015 est.) |
| Inflation rate (consumer prices): | 0.5% (2014 est.) |
| Central bank discount rate: | 0.25% (31 December 2016 est.) |
| Central bank discount rate: | 0.3% (31 December 2015 est.) |
| Central bank discount rate: | note: this is the European Central Bank's rate on the marginal lending facility, which offers overnight credit to banks in the euro area |
| Commercial bank prime lending rate: | 0.32% (31 December 2014 est.) |
| Commercial bank prime lending rate: | 0.56% (31 December 2013 est.) |
| Stock of narrow money: | $6.613 trillion (31 December 2015 est.) |
| Stock of narrow money: | $5.947 trillion (31 December 2014 est.) |
| Stock of narrow money: | note: this is the quantity of money, M1, for the euro area, converted into US dollars at the exchange rate for the date indicated; it excludes the stock of money carried by non-euro-area members of the European Union, e.g., UK pounds, Danish kroner, and Czech koruny |
| Stock of broad money: | $10.84 trillion (31 December 2015 est.) |
| Stock of broad money: | $10.33 trillion (31 December 2014 est.) |
| Stock of broad money: | note: this is the quantity of broad money for the euro area, converted into US dollars at the exchange rate for the date indicated; it excludes the stock of broad money carried by non-euro-area members of the European Union |
| Stock of domestic credit: | $16.57 trillion (31 December 2015 est.) |
| Stock of domestic credit: | $17.12 trillion (31 December 2014 est.) |
| Stock of domestic credit: | note: this figure refers to the euro area only; it excludes credit data for non-euro-area members of the EU |
| Market value of publicly traded shares: | $7.185 trillion (31 December 2014 est.) |
| Market value of publicly traded shares: | $7.932 trillion (31 December 2013 est.) |
| Market value of publicly traded shares: | $10.4 trillion (31 December 2012 est.) |
| Current account balance: | $387.1 billion (2016 est.) |
| Current account balance: | $365.5 billion (2015 est.) |
| Exports: | $1.9 trillion (2015 est.) |
| Exports: | $1.808 trillion (2014 est.) |
| Exports: | note: external exports, excluding intra-EU trade |
| Exports - commodities: | machinery, motor vehicles, pharmaceuticals and other chemicals, fuels, aircraft, plastics, iron and steel, wood pulp and paper products, alcoholic beverages, furniture |
| Imports: | $1.727 trillion (2015 est.) |
| Imports: | $1.692 trillion (2014 est.) |
| Imports: | note: external imports, excluding intra-EU trade |
| Imports - commodities: | fuels and crude oil, machinery, vehicles, pharmaceuticals and other chemicals, precious gemstones, textiles, aircraft, plastics, metals, ships |
| Reserves of foreign exchange and gold: | $740.9 billion (31 December 2014 est.) |
| Reserves of foreign exchange and gold: | $746.9 billion (31 December 2013) |
| Reserves of foreign exchange and gold: | note: data are for the European Central Bank |
| Debt - external: | $13.05 trillion (31 December 2014 est.) |
| Debt - external: | $14.14 trillion (31 December 2013) |
| Stock of direct foreign investment - at home: | $5.148 trillion (2012) |
| Stock of direct foreign investment - at home: | $4.828 trillion (2011) |
| Stock of direct foreign investment - abroad: | $9.121 trillion (2012) |
| Stock of direct foreign investment - abroad: | $8.721 trillion (2011) |
| Exchange rates: | euros per US dollar - |
| Exchange rates: | 0.9214 (2016 est.) |
| Exchange rates: | 0.885 (2015 est.) |
| Exchange rates: | 0.885 (2014 est.) |
| Exchange rates: | 0.7634 (2013 est.) |
| Exchange rates: | 0.7752 (2012 est.) |
