| Economy | EUROPEAN UNION |
| Household income or consumption by percentage share: | highest 10%: 23.9% (2014 est.) |
| Distribution of family income - Gini index: | 30.9 (2014 est.) |
| Distribution of family income - Gini index: | 30.5 (2013 est.) |
| Taxes and other revenues: | 45.2% of GDP (2014 est.) |
| Budget surplus (+) or deficit (-): | -3% of GDP |
| Public debt: | 86.8% of GDP (2014) |
| Public debt: | 85.5% of GDP (2013) |
| Fiscal year: | NA |
| Inflation rate (consumer prices): | 0.1% (2015 est.) |
| Inflation rate (consumer prices): | 0.5% (2014 est.) |
| Central bank discount rate: | 0.05% (31 December 2013) |
| Central bank discount rate: | 0.3% (31 December 2012) |
| Central bank discount rate: | note: this is the European Central Bank's rate on the marginal lending facility, which offers overnight credit to banks in the euro area |
| Commercial bank prime lending rate: | 0.32% (31 December 2014 est.) |
| Commercial bank prime lending rate: | 0.56% (31 December 2013 est.) |
| Stock of narrow money: | $7.165 trillion (31 December 2013) |
| Stock of narrow money: | $7.422 trillion (31 December 2012) |
| Stock of narrow money: | note: this is the quantity of money, M1, for the euro area, converted into US dollars at the exchange rate for the date indicated; it excludes the stock of money carried by non-euro-area members of the European Union, e.g., UK pounds, Danish kroner, and Czech koruny |
| Stock of broad money: | $12.49 trillion (31 December 2012 est.) |
| Stock of broad money: | $12.29 trillion (31 December 2011 est.) |
| Stock of broad money: | note: this is the quantity of broad money for the euro area, converted into US dollars at the exchange rate for the date indicated; it excludes the stock of broad money carried by non-euro-area members of the European Union |
| Stock of domestic credit: | $21.71 trillion (31 December 2012 est.) |
| Stock of domestic credit: | $21.29 trillion (31 December 2011 est.) |
| Stock of domestic credit: | note: this figure refers to the euro area only; it excludes credit data for non-euro-area members of the EU |
| Market value of publicly traded shares: | $10.4 trillion (31 December 2014 est.) |
| Market value of publicly traded shares: | $9.36 trillion (31 December 2013 est.) |
| Market value of publicly traded shares: | $10.56 trillion (31 December 2012 est.) |
| Current account balance: | $351.9 billion (2015 est.) |
| Current account balance: | $88.12 billion (2014 est.) |
| Exports: | $2.259 trillion (2014 est.) |
| Exports: | $2.306 trillion (2013 est.) |
| Exports: | note: external exports, excluding intra-EU trade |
| Exports - commodities: | machinery, motor vehicles, pharmaceuticals and other chemicals, fuels, aircraft, plastics, iron and steel, wood pulp and paper products, alcoholic beverages, furniture |
| Exports - partners: | United States 17.1%, China 8.5%, Switzerland 7.8%, Russia 7.2%, Turkey 4.4% (2013 est.) |
| Imports: | $2.244 trillion (2014 est.) |
| Imports: | $2.238 trillion (2013 est.) |
| Imports: | note: external imports, excluding intra-EU trade |
| Imports - commodities: | fuels and crude oil, machinery, vehicles, pharmaceuticals and other chemicals, precious gemstones, textiles, aircraft, plastics, metals, ships |
| Imports - partners: | China 16.1%, United States 11.4%, Russia 11%, Switzerland 5.9%, Norway 4.3% (2013 est.) |
| Reserves of foreign exchange and gold: | $740.9 billion (31 December 2014 est.) |
| Reserves of foreign exchange and gold: | note: $746.9 billion (31 December 2013) |
| Debt - external: | $13.05 trillion (31 December 2014 est.) |
| Debt - external: | $14.14 trillion (31 December 2013) |
| Stock of direct foreign investment - at home: | $NA $5.148 trillion (2012) |
| Stock of direct foreign investment - at home: | $4.828 trillion (2011) |
| Stock of direct foreign investment - abroad: | $9.121 trillion (2012) |
| Stock of direct foreign investment - abroad: | $8.721 trillion (2011) |
| Exchange rates: | euros per US dollar - |
| Exchange rates: | 0.885 (2015 est.) |
| Exchange rates: | 0.7525 (2014 est.) |
| Exchange rates: | 0.7634 (2013 est.) |
| Exchange rates: | 0.7752 (2012 est.) |
| Exchange rates: | 0.7185 (2011 est.) |
