| Economy | Iran |
| Household income or consumption by percentage share: | highest 10%: 29.6% (2005) |
| Distribution of family income - Gini index: | 44.5 (2006) |
| Investment (gross fixed): | 31.2% of GDP (2012 est.) |
| Budget: | revenues: $131.2 billion |
| Budget: | expenditures: $92.63 billion (2011 est.) |
| Taxes and other revenues: | 13.8% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | -5% of GDP (2012 est.) |
| Public debt: | 18.8% of GDP (2012 est.) |
| Public debt: | 18.2% of GDP (2011 est.) |
| Public debt: | note: includes publicly guaranteed debt |
| Inflation rate (consumer prices): | 23.6% (2012 est.) |
| Inflation rate (consumer prices): | 20.6% (2011 est.) |
| Inflation rate (consumer prices): | note: official Iranian estimate |
| Central bank discount rate: | NA% |
| Commercial bank prime lending rate: | 16% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 12.5% (31 December 2011 est.) |
| Stock of narrow money: | $58.77 billion (31 December 2012 est.) |
| Stock of narrow money: | $54.88 billion (31 December 2011 est.) |
| Stock of broad money: | $199.9 billion (31 December 2012 est.) |
| Stock of broad money: | $183.5 billion (31 December 2011 est.) |
| Stock of domestic credit: | $138.5 billion (31 December 2012 est.) |
| Stock of domestic credit: | $138.3 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $107.2 billion (31 December 2011) |
| Market value of publicly traded shares: | $86.62 billion (31 December 2010) |
| Market value of publicly traded shares: | $63.3 billion (31 December 2009) |
| Agriculture - products: | wheat, rice, other grains, sugar beets, sugarcane, fruits, nuts, cotton; dairy products, wool; caviar |
| Industrial production growth rate: | -2.7% (2011 est.) (2011 est.) |
| Current account balance: | -$9.078 billion (2012 est.) |
| Current account balance: | $26.19 billion (2011 est.) |
| Exports: | $66.37 billion (2012 est.) |
| Exports: | $109.5 billion (2011 est.) |
| Exports - commodities: | petroleum 80%, chemical and petrochemical products, fruits and nuts, carpets |
| Exports - partners: | China 21.4%, Japan 9.1%, Turkey 8.8%, India 8.1%, South Korea 8%, Italy 5.3% (2011) |
| Imports: | $66.97 billion (2012 est.) |
| Imports: | $74.41 billion (2011 est.) |
| Imports - commodities: | industrial supplies, capital goods, foodstuffs and other consumer goods, technical services |
| Imports - partners: | UAE 30.9%, China 17.4%, South Korea 7.1%, Germany 4.8%, Turkey 4.2% (2011) |
| Reserves of foreign exchange and gold: | $69.86 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $109.7 billion (31 December 2011 est.) |
| Debt - external: | $9.452 billion (31 December 2012 est.) |
| Debt - external: | $17.9 billion (31 December 2011 est.) |
| Stock of direct foreign investment - at home: | $24.76 billion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $23.61 billion (31 December 2011 est.) |
| Stock of direct foreign investment - abroad: | $2.881 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $2.531 billion (31 December 2011 est.) |
| Exchange rates: | Iranian rials (IRR) per US dollar - |
| Exchange rates: | 12,260 (2012 est.) |
| Exchange rates: | 10,616.3 (2011 est.) |
| Exchange rates: | 10,254.18 (2010 est.) |
| Exchange rates: | 9,864.3 (2009) |
| Exchange rates: | 9,142.8 (2008) |
| Fiscal year: | 21 March - 20 March |
