| Economy | Greece |
| Stock of narrow money: | note: see entry for the European Union for money supply in the euro area; the European Central Bank (ECB) controls monetary policy for the 17 members of the Economic and Monetary Union (EMU); individual members of the EMU do not control the quantity of money circulating within their own borders |
| Stock of broad money: | $251.5 billion (31 December 2012 est.) |
| Stock of broad money: | $262.1 billion (31 December 2011 est.) |
| Stock of domestic credit: | $343.9 billion (31 December 2012 est.) |
| Stock of domestic credit: | $413.4 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $33.65 billion (31 December 2011) |
| Market value of publicly traded shares: | $72.64 billion (31 December 2010) |
| Market value of publicly traded shares: | $54.72 billion (31 December 2009) |
| Current account balance: | $-8.392 billion (2012 est.) |
| Current account balance: | $-28.72 billion (2011 est.) |
| Exports: | $28.31 billion (2012 est.) |
| Exports: | $28.16 billion (2011 est.) |
| Exports - commodities: | food and beverages, manufactured goods, petroleum products, chemicals, textiles |
| Exports - partners: | Turkey 10.9%, Italy 7.8%, Germany 6.5%, Bulgaria 5.8%, Cyprus 5.3% (2012) |
| Imports: | $53.53 billion (2012 est.) |
| Imports: | $66.05 billion (2011 est.) |
| Imports - commodities: | machinery, transport equipment, fuels, chemicals |
| Imports - partners: | Russia 12.1%, Germany 9.5%, Italy 8.3%, Saudi Arabia 5.5%, Netherlands 4.7%, China 4.5%, France 4.4% (2012) |
| Reserves of foreign exchange and gold: | $7.255 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $6.9 billion (31 December 2011 est.) |
| Debt - external: | $576.6 billion (31 December 2012) |
| Debt - external: | $478.7 billion (31 December 2011) |
| Stock of direct foreign investment - at home: | $37.8 billion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $29.17 billion (31 December 2011 est.) |
| Stock of direct foreign investment - abroad: | $43.46 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $43.7 billion (31 December 2011 est.) |
| Exchange rates: | euros (EUR) per US dollar - |
| Exchange rates: | 0.78 (2012 est.) |
| Exchange rates: | 0.72 (2011 est.) |
| Exchange rates: | 0.76 (2010 est.) |
| Exchange rates: | 0.72 (2009 est.) |
| Exchange rates: | 0.68 (2008 est.) |
